t,failure,success,charging,skip
0,0,0,0,1000
1,0,0,0,1000
2,0,0,0,1000
3,0,0,0,1000
4,0,0,0,1000
5,0,0,0,1000
6,0,0,0,1000
7,0,183,183,817
8,0,187,370,630
9,0,22,392,608
10,0,36,428,572
11,0,32,460,540
12,0,47,507,493
13,0,45,552,448
14,0,41,410,590
15,0,48,449,551
16,0,29,287,713
17,0,35,292,708
18,0,31,289,711
19,0,29,279,721
20,0,27,259,741
21,0,72,285,715
22,0,18,264,736
23,0,38,268,732
24,0,95,326,674
25,0,66,362,638
26,0,56,394,606
27,0,46,404,596
28,0,50,380,620
29,0,41,397,603
30,0,35,405,595
31,0,51,418,582
32,0,41,344,656
33,0,29,312,688
34,0,35,297,703
35,0,86,341,659
36,0,42,341,659
37,0,53,352,648
38,0,34,347,653
39,0,40,341,659
40,0,102,406,594
41,0,42,418,582
42,0,52,388,612
43,0,37,379,621
44,0,48,375,625
45,0,47,379,621
46,0,44,389,611
47,0,58,400,600
48,0,41,342,658
49,0,86,385,615
50,0,42,382,618
51,0,46,387,613
52,0,53,393,607
53,0,50,395,605
54,0,38,393,607
55,0,57,394,606
56,0,107,411,589
57,0,44,417,583
58,0,40,412,588
59,0,46,396,604
60,0,50,398,602
61,0,42,395,605
62,0,49,406,594
63,0,97,445,555
64,0,48,393,607
65,0,48,400,600
66,0,53,405,595
67,0,53,413,587
68,0,47,421,579
69,0,59,431,569
70,0,45,384,616
71,0,52,384,616
72,0,103,434,566
73,0,43,426,574
74,0,51,423,577
75,0,37,405,595
76,0,53,404,596
77,0,94,448,552
78,0,44,451,549
79,0,60,461,539
80,0,60,418,582
81,0,50,422,578
82,0,50,427,573
83,0,62,442,558
84,0,54,407,593
85,0,66,424,576
86,0,43,418,582
87,0,50,404,596
88,0,107,453,547
89,0,49,450,550
90,0,51,445,555
91,0,82,465,535
92,0,42,453,547
93,0,53,453,547
94,0,52,461,539
95,0,64,470,530
96,0,63,430,570
97,0,61,443,557
98,0,61,414,586
99,0,57,435,565
100,0,43,427,573
101,0,56,427,573
102,0,50,427,573
103,0,50,409,591
104,0,112,450,550
105,1,85,479,521
106,0,42,462,538
107,0,51,465,535
108,0,54,470,530
109,0,58,471,529
110,0,57,483,517
111,0,78,504,496
112,0,66,427,573
113,0,57,444,556
114,0,47,439,561
115,0,60,447,553
116,0,50,445,555
117,0,53,434,566
118,0,53,426,574
119,0,94,446,554
120,6,91,471,529
121,0,54,481,519
122,0,62,482,518
123,0,46,466,534
124,0,62,481,519
125,0,66,492,508
126,0,59,460,540
127,0,67,484,516
128,0,53,437,563
129,0,52,437,563
130,0,59,437,563
131,0,57,439,561
132,0,56,432,568
133,0,97,467,533
134,0,36,444,556
135,0,56,442,558
136,0,108,494,506
137,0,54,490,510
138,0,68,505,495
139,0,60,500,500
140,0,57,468,532
141,0,67,491,509
142,0,48,489,511
143,0,63,494,506
144,0,63,451,549
145,0,54,443,557
146,0,61,435,565
147,0,96,477,523
148,0,33,446,554
149,0,59,453,547
150,0,52,455,545
151,0,56,441,559
152,4,113,497,503
153,3,65,501,499
154,0,77,480,520
155,0,64,498,502
156,0,46,494,506
157,0,55,490,510
158,0,56,497,503
159,0,60,491,509
160,0,67,442,558
161,0,96,480,520
162,0,43,451,549
163,0,59,458,542
164,1,55,462,538
165,1,60,464,536
166,0,61,475,525
167,0,68,472,528
168,0,107,480,520
169,0,60,494,506
170,0,64,501,499
171,0,55,492,508
172,0,60,504,496
173,4,49,484,516
174,6,60,483,517
175,3,113,531,469
176,2,58,471,529
177,0,61,478,522
178,0,63,474,526
179,0,56,471,529
180,0,56,476,524
181,0,69,488,512
182,0,52,447,553
183,0,67,458,542
184,5,97,490,510
185,0,56,483,517
186,0,75,495,505
187,0,52,482,518
188,0,61,484,516
189,0,94,516,484
190,0,43,502,498
191,0,69,516,484
192,0,69,484,516
193,0,59,486,514
194,0,65,485,515
195,0,68,494,506
196,0,56,453,547
197,0,67,474,526
198,0,45,469,531
199,6,56,451,549
200,8,103,492,508
201,0,61,477,523
202,0,81,486,514
203,0,99,517,483
204,0,43,504,496
205,0,54,502,498
206,0,59,511,489
207,4,64,516,484
208,7,72,499,501
209,0,80,514,486
210,0,71,459,541
211,0,68,480,520
212,0,48,475,525
213,0,62,476,524
214,0,54,481,519
215,0,51,461,539
216,0,96,486,514
217,0,99,508,492
218,0,68,507,493
219,0,52,502,498
220,0,60,511,489
221,0,52,498,502
222,1,56,506,494
223,0,76,525,475
224,0,76,466,534
225,0,74,494,506
226,0,58,475,525
227,0,62,477,523
228,0,54,479,521
229,0,58,478,522
230,0,55,474,526
231,0,95,490,510
