t,failure,success,charging,skip
0,0,0,0,1000
1,0,0,0,1000
2,0,0,0,1000
3,0,0,0,1000
4,0,0,0,1000
5,0,0,0,1000
6,0,0,0,1000
7,0,88,88,912
8,0,108,196,804
9,0,31,227,773
10,0,43,270,730
11,0,44,314,686
12,0,35,349,651
13,0,45,394,606
14,0,41,347,653
15,0,40,379,621
16,0,33,291,709
17,0,17,278,722
18,0,24,257,743
19,0,32,254,746
20,0,24,237,763
21,0,110,307,693
22,0,36,296,704
23,0,44,296,704
24,0,138,415,585
25,0,52,452,548
26,0,51,472,528
27,0,48,494,506
28,0,52,429,571
29,0,63,463,537
30,0,63,471,529
31,0,47,486,514
32,0,26,370,630
33,0,36,366,634
34,0,42,354,646
35,0,125,433,567
36,0,46,420,580
37,0,60,415,585
38,0,50,414,586
39,0,41,413,587
40,0,135,513,487
41,0,56,542,458
42,0,60,471,529
43,0,59,478,522
44,0,67,477,523
45,0,58,494,506
46,0,53,494,506
47,0,55,521,479
48,0,28,406,594
49,0,118,473,527
50,0,63,471,529
51,0,79,487,513
52,0,52,486,514
53,0,46,477,523
54,0,40,459,541
55,0,36,446,554
56,0,140,472,528
57,0,58,480,520
58,0,73,468,532
59,0,50,461,539
60,0,52,460,540
61,0,63,490,510
62,0,55,497,503
63,0,138,604,396
64,0,48,507,493
65,0,74,517,483
66,0,63,523,477
67,0,58,533,467
68,0,42,516,484
69,0,41,502,498
70,0,43,403,597
71,0,38,372,628
72,0,153,455,545
73,0,49,453,547
74,0,55,444,556
75,0,56,454,546
76,0,51,456,544
77,0,143,563,437
78,0,74,589,411
79,0,91,635,365
80,0,48,546,454
81,0,52,552,448
82,0,52,542,458
83,0,53,547,453
84,0,44,453,547
85,0,41,420,580
86,0,55,379,621
87,0,29,339,661
88,0,135,426,574
89,0,54,440,560
90,0,54,435,565
91,0,135,522,478
92,0,70,543,457
93,0,96,591,409
94,0,74,626,374
95,0,69,668,332
96,0,36,562,438
97,0,47,564,436
98,0,54,477,523
99,0,53,464,536
100,0,57,429,571
101,0,32,387,613
102,0,37,350,650
103,0,34,327,673
104,0,133,417,583
105,0,132,507,493
106,0,74,522,478
107,0,88,550,450
108,0,70,579,421
109,0,74,623,377
110,0,63,642,358
111,0,64,681,319
112,0,38,499,501
113,0,47,483,517
114,0,66,453,547
115,0,44,431,569
116,0,39,400,600
117,0,38,375,625
118,0,35,341,659
119,0,112,394,606
120,0,151,502,498
121,0,85,533,467
122,0,74,557,443
123,0,66,581,419
124,0,59,594,406
125,0,69,634,366
126,0,65,577,423
127,0,64,598,402
128,0,50,475,525
129,0,38,450,550
130,0,48,424,576
131,0,50,419,581
132,0,37,391,609
133,0,116,442,558
134,0,54,427,573
135,0,65,421,579
136,0,151,538,462
137,0,63,565,435
138,0,63,572,428
139,0,61,593,407
140,0,61,530,470
141,0,69,551,449
142,0,76,552,448
143,0,55,564,436
144,0,32,445,555
145,0,45,438,562
146,0,46,415,585
147,0,127,485,515
148,0,56,476,524
149,0,69,469,531
150,0,53,462,538
151,0,43,452,548
152,0,140,551,449
153,0,58,575,425
154,0,65,507,493
155,0,61,509,491
156,0,72,504,496
157,0,60,517,483
158,0,58,522,478
159,0,62,552,448
160,0,30,436,564
161,0,121,503,497
162,0,65,499,501
163,0,80,511,489
164,0,55,510,490
165,0,47,499,501
166,0,42,474,526
167,0,38,461,539
168,0,142,486,514
169,0,58,491,509
170,0,76,481,519
171,0,52,475,525
172,0,54,474,526
173,0,67,505,495
174,0,56,513,487
175,0,138,617,383
176,0,49,520,480
177,0,74,529,471
178,0,64,533,467
179,0,58,541,459
180,0,44,522,478
181,0,42,508,492
182,0,44,409,591
183,0,38,377,623
184,0,153,460,540
185,0,49,457,543
186,0,58,451,549
187,0,59,463,537
188,0,52,465,535
189,0,143,570,430
190,0,75,597,403
191,0,91,643,357
192,0,48,554,446
193,0,52,559,441
194,0,53,545,455
195,0,53,550,450
196,0,46,457,543
197,0,42,424,576
198,0,55,383,617
199,0,29,343,657
200,0,135,430,570
201,0,56,445,555
202,0,56,442,558
203,0,135,528,472
204,0,71,549,451
205,0,96,596,404
206,0,74,631,369
207,0,69,673,327
208,0,37,566,434
209,0,47,568,432
210,0,55,480,520
211,0,53,466,534
212,0,57,431,569
213,0,33,390,610
214,0,37,353,647
215,0,36,331,669
216,0,133,421,579
217,0,132,510,490
218,0,75,526,474
219,0,88,554,446
220,0,70,583,417
221,0,74,626,374
222,0,63,643,357
223,0,64,682,318
224,0,39,501,499
225,0,47,484,516
226,0,66,454,546
227,0,44,432,568
228,0,39,401,599
229,0,40,378,622
230,0,35,344,656
231,0,112,396,604
