0,5,0,5
1,2,0,2
2,7,0,7
3,2,0,2
4,4,0,4
5,3,0,3
6,3,0,3
7,2,0,2
8,9,0,9
9,3,1,4
10,4,1,5
11,5,0,5
12,1,2,3
13,2,0,2
14,2,0,2
15,4,1,5
16,2,1,3
17,3,0,3
18,3,1,4
19,2,2,4
20,2,2,4
21,8,1,9
22,6,0,6
23,1,0,1
24,3,1,4
25,2,2,4
26,4,2,6
27,2,2,4
28,3,1,4
29,1,0,1
30,3,1,4
31,5,0,5
32,3,4,7
33,0,1,1
34,3,0,3
35,0,3,3
36,4,3,7
37,3,3,6
38,2,3,5
39,1,1,2
40,6,2,8
41,1,2,3
42,2,4,6
43,2,3,5
44,1,4,5
45,1,2,3
46,0,4,4
47,2,2,4
48,1,2,3
49,0,5,5
50,1,4,5
51,2,2,4
52,1,4,5
53,3,5,8
54,0,3,3
55,0,3,3
56,1,2,3
57,3,6,9
58,2,6,8
59,1,2,3
60,0,3,3
61,0,2,2
62,1,5,6
63,1,7,8
64,0,8,8
65,0,2,2
66,0,4,4
67,0,6,6
68,0,3,3
69,0,7,7
70,1,1,2
71,0,3,3
