0,7,0,7
1,4,0,4
2,1,0,1
3,6,0,6
4,6,0,6
5,3,0,3
6,4,0,4
7,7,0,7
8,1,0,1
9,3,0,3
10,2,2,4
11,7,1,8
12,3,1,4
13,2,0,2
14,1,2,3
15,5,1,6
16,2,1,3
17,3,1,4
18,9,0,9
19,2,0,2
20,8,2,10
21,8,3,11
22,2,0,2
23,3,0,3
24,3,2,5
25,4,1,5
26,3,1,4
27,1,1,2
28,5,0,5
29,2,1,3
30,5,0,5
31,4,1,5
32,5,2,7
33,1,1,2
34,5,3,8
35,1,1,2
36,1,3,4
37,2,2,4
38,4,0,4
39,2,1,3
40,4,2,6
41,4,2,6
42,1,3,4
43,7,3,10
44,2,2,4
45,1,1,2
46,1,3,4
47,4,1,5
48,0,6,6
49,0,4,4
50,5,5,10
51,3,0,3
52,1,3,4
53,1,2,3
54,2,2,4
55,3,2,5
56,0,2,2
57,0,4,4
58,1,3,4
59,1,4,5
60,4,2,6
61,2,4,6
62,1,2,3
63,3,3,6
64,0,4,4
65,1,3,4
66,0,3,3
67,0,4,4
68,3,4,7
69,1,3,4
70,2,5,7
71,2,1,3
72,3,4,7
73,3,9,12
74,2,2,4
75,1,4,5
76,2,4,6
77,0,1,1
78,2,2,4
79,1,2,3
80,1,3,4
81,1,2,3
82,1,4,5
83,1,5,6
84,2,1,3
85,0,6,6
86,2,10,12
87,0,6,6
88,1,2,3
89,0,4,4
90,0,2,2
91,0,2,2
92,0,4,4
93,0,6,6
94,0,4,4
95,0,2,2
96,0,10,10
97,0,3,3
