i%0,j%1,lat.i,lon.i,lat.j,lon.j,distance
0,2,0.358088,0.750781,0.224449,0.651899,0.166244
0,29,0.358088,0.750781,0.224449,0.651899,0.166244
1,13,0.538762,0.356809,0.661979,0.228125,0.178162
1,20,0.538762,0.356809,0.703608,0.273978,0.184486
12,19,0.156488,0.062068,0.278822,0.170583,0.163527
13,27,0.661979,0.228125,0.538762,0.356809,0.178162
16,20,0.663571,0.435951,0.703608,0.273978,0.166848
17,19,0.156488,0.062068,0.278822,0.170583,0.163527
20,27,0.703608,0.273978,0.538762,0.356809,0.184486
25,28,0.710702,0.889192,0.523441,0.907661,0.188170
3,18,0.239919,0.850014,0.159178,0.996915,0.167627
5,20,0.663571,0.435951,0.703608,0.273978,0.166848
6,28,0.422787,0.752023,0.523441,0.907661,0.185350
8,23,0.722459,0.149775,0.562114,0.246445,0.187232
