i%0,j%1,lat.i,lon.i,lat.j,lon.j,distance
0,100,0.638771,0.879612,0.577999,0.806594,0.094999
0,144,0.638771,0.879612,0.718627,0.885154,0.080048
0,17,0.638771,0.879612,0.681466,0.949221,0.081660
0,26,0.638771,0.879612,0.654878,0.949136,0.071365
0,82,0.638771,0.879612,0.633181,0.783470,0.096304
1,126,0.347574,0.331324,0.417847,0.276445,0.089162
1,18,0.347574,0.331324,0.436955,0.302208,0.094003
1,44,0.347574,0.331324,0.322487,0.367561,0.044074
10,138,0.250864,0.591803,0.197347,0.615631,0.058583
10,38,0.250864,0.591803,0.237991,0.589927,0.013010
10,73,0.250864,0.591803,0.185194,0.649642,0.087510
10,83,0.250864,0.591803,0.201186,0.575038,0.052431
101,113,0.418686,0.929355,0.507743,0.958823,0.093805
102,130,0.315906,0.765441,0.334482,0.852967,0.089475
102,141,0.315906,0.765441,0.324770,0.829021,0.064195
104,111,0.901667,0.891760,0.933166,0.984156,0.097617
105,109,0.521578,0.531953,0.464712,0.540720,0.057538
105,112,0.521578,0.531953,0.570572,0.529989,0.049033
106,116,0.527714,0.312506,0.524517,0.384989,0.072554
106,120,0.527714,0.312506,0.581926,0.372117,0.080576
106,135,0.527714,0.312506,0.480914,0.356298,0.064094
106,136,0.527714,0.312506,0.452019,0.351610,0.085199
108,121,0.772468,0.677442,0.784278,0.766500,0.089838
108,131,0.772468,0.677442,0.746246,0.747857,0.075139
108,132,0.772468,0.677442,0.734491,0.681680,0.038214
11,103,0.258352,0.130295,0.225332,0.161517,0.045444
11,32,0.258352,0.130295,0.312261,0.064821,0.084811
11,58,0.258352,0.130295,0.304626,0.078126,0.069734
11,78,0.258352,0.130295,0.344632,0.172374,0.095993
110,123,0.168835,0.823499,0.126647,0.895498,0.083449
114,118,0.740320,0.103901,0.784271,0.115481,0.045451
114,147,0.740320,0.103901,0.684881,0.152222,0.073541
116,117,0.524517,0.384989,0.460451,0.397141,0.065208
116,120,0.524517,0.384989,0.581926,0.372117,0.058835
116,135,0.524517,0.384989,0.480914,0.356298,0.052196
116,136,0.524517,0.384989,0.452019,0.351610,0.079813
117,135,0.460451,0.397141,0.480914,0.356298,0.045683
117,136,0.460451,0.397141,0.452019,0.351610,0.046305
119,143,0.835217,0.567832,0.853353,0.548722,0.026346
12,104,0.945597,0.840512,0.901667,0.891760,0.067500
12,53,0.945597,0.840512,0.986216,0.894267,0.067376
12,56,0.945597,0.840512,0.897269,0.754797,0.098401
121,122,0.784278,0.766500,0.768959,0.810927,0.046993
121,131,0.784278,0.766500,0.746246,0.747857,0.042356
121,132,0.784278,0.766500,0.734491,0.681680,0.098353
122,131,0.768959,0.810927,0.746246,0.747857,0.067035
122,144,0.768959,0.810927,0.718627,0.885154,0.089683
124,129,0.031674,0.432452,0.047936,0.340162,0.093711
126,136,0.417847,0.276445,0.452019,0.351610,0.082568
126,142,0.417847,0.276445,0.432355,0.227372,0.051173
128,133,0.095037,0.236371,0.091583,0.244998,0.009293
13,146,0.497901,0.122855,0.516140,0.098593,0.030353
13,39,0.497901,0.122855,0.474509,0.143801,0.031399
13,65,0.497901,0.122855,0.415917,0.175189,0.097263
13,77,0.497901,0.122855,0.539740,0.140497,0.045407
13,95,0.497901,0.122855,0.531906,0.114456,0.035027
130,141,0.334482,0.852967,0.324770,0.829021,0.025840
131,132,0.746246,0.747857,0.734491,0.681680,0.067212
135,136,0.480914,0.356298,0.452019,0.351610,0.029273
14,43,0.451561,0.824028,0.499086,0.751321,0.086861
14,62,0.451561,0.824028,0.487148,0.908793,0.091932
14,71,0.451561,0.824028,0.446556,0.734711,0.089457
148,149,0.013554,0.759200,0.099463,0.741117,0.087791
15,125,0.862923,0.426692,0.910727,0.430103,0.047925
15,35,0.862923,0.426692,0.851991,0.460483,0.035515
16,108,0.718261,0.745500,0.772468,0.677442,0.087007
16,121,0.718261,0.745500,0.784278,0.766500,0.069276
16,122,0.718261,0.745500,0.768959,0.810927,0.082770
16,131,0.718261,0.745500,0.746246,0.747857,0.028084
16,132,0.718261,0.745500,0.734491,0.681680,0.065851
16,48,0.718261,0.745500,0.738430,0.727021,0.027354
16,76,0.718261,0.745500,0.719860,0.763981,0.018551
16,82,0.718261,0.745500,0.633181,0.783470,0.093169
16,85,0.718261,0.745500,0.642648,0.737700,0.076015
17,144,0.681466,0.949221,0.718627,0.885154,0.074064
17,26,0.681466,0.949221,0.654878,0.949136,0.026589
17,54,0.681466,0.949221,0.755047,0.942820,0.073859
18,106,0.436955,0.302208,0.527714,0.312506,0.091342
18,117,0.436955,0.302208,0.460451,0.397141,0.097798
18,126,0.436955,0.302208,0.417847,0.276445,0.032075
18,135,0.436955,0.302208,0.480914,0.356298,0.069701
18,136,0.436955,0.302208,0.452019,0.351610,0.051648
18,142,0.436955,0.302208,0.432355,0.227372,0.074977
18,64,0.436955,0.302208,0.430771,0.222963,0.079486
18,81,0.436955,0.302208,0.464802,0.296511,0.028424
19,130,0.269896,0.885439,0.334482,0.852967,0.072290
19,141,0.269896,0.885439,0.324770,0.829021,0.078703
19,55,0.269896,0.885439,0.328370,0.857420,0.064841
19,74,0.269896,0.885439,0.266184,0.879724,0.006814
2,105,0.577809,0.542259,0.521578,0.531953,0.057168
2,112,0.577809,0.542259,0.570572,0.529989,0.014245
2,25,0.577809,0.542259,0.605027,0.474444,0.073073
2,40,0.577809,0.542259,0.539928,0.558125,0.041070
2,47,0.577809,0.542259,0.514148,0.559478,0.065949
2,94,0.577809,0.542259,0.608580,0.453197,0.094227
20,140,0.866051,0.238572,0.856717,0.309186,0.071228
20,41,0.866051,0.238572,0.805619,0.227614,0.061418
20,46,0.866051,0.238572,0.861269,0.258827,0.020812
20,86,0.866051,0.238572,0.834476,0.148479,0.095466
20,91,0.866051,0.238572,0.805622,0.220042,0.063207
21,119,0.928968,0.582433,0.835217,0.567832,0.094882
21,143,0.928968,0.582433,0.853353,0.548722,0.082789
21,33,0.928968,0.582433,0.917990,0.660890,0.079222
21,45,0.928968,0.582433,0.923632,0.649140,0.066921
21,68,0.928968,0.582433,0.984855,0.500182,0.099440
22,117,0.413442,0.415736,0.460451,0.397141,0.050553
22,135,0.413442,0.415736,0.480914,0.356298,0.089919
22,136,0.413442,0.415736,0.452019,0.351610,0.074835
22,24,0.413442,0.415736,0.381787,0.477680,0.069564
23,32,0.354603,0.099856,0.312261,0.064821,0.054958
23,37,0.354603,0.099856,0.332504,0.008365,0.094122
23,58,0.354603,0.099856,0.304626,0.078126,0.054497
23,65,0.354603,0.099856,0.415917,0.175189,0.097131
23,78,0.354603,0.099856,0.344632,0.172374,0.073200
23,90,0.354603,0.099856,0.376348,0.191426,0.094116
24,70,0.381787,0.477680,0.380684,0.525963,0.048295
25,112,0.605027,0.474444,0.570572,0.529989,0.065364
25,137,0.605027,0.474444,0.698477,0.451693,0.096179
25,50,0.605027,0.474444,0.607281,0.420433,0.054058
25,92,0.605027,0.474444,0.656142,0.474561,0.051115
25,94,0.605027,0.474444,0.608580,0.453197,0.021541
26,144,0.654878,0.949136,0.718627,0.885154,0.090320
27,124,0.044316,0.529986,0.031674,0.432452,0.098351
27,134,0.044316,0.529986,0.138280,0.510590,0.095945
28,120,0.666485,0.379401,0.581926,0.372117,0.084872
28,137,0.666485,0.379401,0.698477,0.451693,0.079055
28,50,0.666485,0.379401,0.607281,0.420433,0.072033
28,60,0.666485,0.379401,0.702793,0.383720,0.036564
28,92,0.666485,0.379401,0.656142,0.474561,0.095720
28,94,0.666485,0.379401,0.608580,0.453197,0.093803
