i%0,j%1,lat.i,lon.i,lat.j,lon.j,distance
0,14,0.539934,0.792327,0.523786,0.610289,0.182753
1,19,0.094796,0.613287,0.241109,0.530566,0.168078
1,8,0.094796,0.613287,0.282821,0.597585,0.188679
10,28,0.310423,0.546224,0.335063,0.714058,0.169633
14,17,0.523786,0.610289,0.539934,0.792327,0.182753
15,25,0.790587,0.608186,0.974104,0.621842,0.184025
18,26,0.605165,0.032309,0.770929,0.046134,0.166339
2,7,0.781163,0.551728,0.613144,0.534092,0.168942
20,28,0.496136,0.639477,0.335063,0.714058,0.177502
3,12,0.649462,0.789897,0.599571,0.611273,0.185460
3,21,0.649462,0.789897,0.480172,0.868126,0.186490
6,15,0.974104,0.621842,0.790587,0.608186,0.184025
