i%0,j%1,lat.i,lon.i,lat.j,lon.j,distance
0,22,0.102048,0.796201,0.037092,0.842331,0.079669
0,25,0.102048,0.796201,0.137286,0.740018,0.066319
1,7,0.691898,0.577780,0.796223,0.580727,0.104367
1,78,0.691898,0.577780,0.778620,0.564054,0.087802
1,95,0.691898,0.577780,0.664507,0.590545,0.030219
10,123,0.946592,0.955397,0.955588,0.946602,0.012581
10,124,0.946592,0.955397,0.840148,0.940579,0.107470
10,28,0.946592,0.955397,0.921564,0.968862,0.028420
10,83,0.946592,0.955397,0.970569,0.895300,0.064703
10,87,0.946592,0.955397,0.973034,0.869942,0.089452
101,107,0.320441,0.955193,0.242632,0.892493,0.099927
101,120,0.320441,0.955193,0.247554,0.889755,0.097952
101,131,0.320441,0.955193,0.276530,0.948504,0.044417
102,139,0.232375,0.761760,0.187492,0.721791,0.060099
104,113,0.627826,0.843986,0.531799,0.841150,0.096069
104,140,0.627826,0.843986,0.556424,0.861326,0.073477
106,108,0.127198,0.418781,0.084469,0.412799,0.043145
106,111,0.127198,0.418781,0.031923,0.455424,0.102078
106,126,0.127198,0.418781,0.151964,0.412219,0.025621
106,127,0.127198,0.418781,0.060147,0.408995,0.067761
106,129,0.127198,0.418781,0.074750,0.409880,0.053198
106,132,0.127198,0.418781,0.093727,0.329856,0.095015
107,115,0.242632,0.892493,0.187280,0.942440,0.074556
107,120,0.242632,0.892493,0.247554,0.889755,0.005632
107,131,0.242632,0.892493,0.276530,0.948504,0.065470
108,111,0.084469,0.412799,0.031923,0.455424,0.067660
108,126,0.084469,0.412799,0.151964,0.412219,0.067498
108,127,0.084469,0.412799,0.060147,0.408995,0.024617
108,129,0.084469,0.412799,0.074750,0.409880,0.010148
108,132,0.084469,0.412799,0.093727,0.329856,0.083458
108,134,0.084469,0.412799,0.047770,0.324818,0.095329
109,121,0.797572,0.478445,0.856757,0.432958,0.074645
11,91,0.514552,0.526710,0.470932,0.465716,0.074987
110,140,0.570171,0.965375,0.556424,0.861326,0.104953
111,127,0.031923,0.455424,0.060147,0.408995,0.054334
111,129,0.031923,0.455424,0.074750,0.409880,0.062517
112,122,0.951910,0.655366,0.999072,0.729466,0.087836
112,147,0.951910,0.655366,0.944060,0.719331,0.064445
113,140,0.531799,0.841150,0.556424,0.861326,0.031835
114,125,0.342579,0.196693,0.380545,0.236897,0.055298
115,118,0.187280,0.942440,0.189805,0.989221,0.046849
115,120,0.187280,0.942440,0.247554,0.889755,0.080054
115,131,0.187280,0.942440,0.276530,0.948504,0.089456
117,128,0.322132,0.463927,0.355298,0.373581,0.096241
118,131,0.189805,0.989221,0.276530,0.948504,0.095808
12,105,0.733429,0.084051,0.793626,0.058821,0.065271
12,135,0.733429,0.084051,0.691467,0.156541,0.083760
12,29,0.733429,0.084051,0.639147,0.048415,0.100792
12,79,0.733429,0.084051,0.754434,0.153853,0.072894
12,80,0.733429,0.084051,0.705735,0.072015,0.030196
12,86,0.733429,0.084051,0.712327,0.086629,0.021259
120,131,0.247554,0.889755,0.276530,0.948504,0.065506
122,147,0.999072,0.729466,0.944060,0.719331,0.055937
