i%0,j%1,lat.i,lon.i,lat.j,lon.j,distance
0,134,0.437919,0.339959,0.431682,0.297725,0.042692
0,148,0.437919,0.339959,0.462845,0.375356,0.043293
0,46,0.437919,0.339959,0.442884,0.376813,0.037187
0,54,0.437919,0.339959,0.408086,0.316315,0.038066
0,63,0.437919,0.339959,0.447294,0.350787,0.014323
1,144,0.733059,0.113451,0.751883,0.154192,0.044880
1,21,0.733059,0.113451,0.715034,0.148024,0.038990
10,112,0.733455,0.633573,0.762487,0.610753,0.036928
10,95,0.733455,0.633573,0.711531,0.623616,0.024079
104,141,0.238505,0.189752,0.255375,0.211878,0.027824
106,124,0.151792,0.035029,0.182792,0.039328,0.031296
109,128,0.039519,0.856131,0.052435,0.895286,0.041231
110,147,0.651390,0.188353,0.668736,0.169641,0.025516
111,132,0.146726,0.720615,0.151983,0.738513,0.018654
112,131,0.762487,0.610753,0.801860,0.573523,0.054188
119,137,0.736861,0.416400,0.770096,0.376232,0.052135
12,139,0.757375,0.882733,0.714220,0.886230,0.043297
12,44,0.757375,0.882733,0.771232,0.830460,0.054078
123,143,0.421793,0.862375,0.379667,0.862412,0.042127
125,146,0.627239,0.003255,0.572794,0.000633,0.054508
126,140,0.349502,0.050009,0.378024,0.044427,0.029063
130,135,0.232000,0.449137,0.212593,0.408555,0.044983
14,67,0.911333,0.638913,0.934344,0.586085,0.057623
142,145,0.570292,0.352865,0.523054,0.388097,0.058931
15,126,0.319123,0.097657,0.349502,0.050009,0.056509
15,40,0.319123,0.097657,0.330632,0.039877,0.058915
15,45,0.319123,0.097657,0.351199,0.117907,0.037933
15,89,0.319123,0.097657,0.308036,0.114262,0.019965
16,20,0.091842,0.442724,0.096719,0.415100,0.028052
17,145,0.508970,0.386116,0.523054,0.388097,0.014223
17,148,0.508970,0.386116,0.462845,0.375356,0.047363
19,121,0.786098,0.458003,0.781552,0.461611,0.005804
19,93,0.786098,0.458003,0.768858,0.480602,0.028425
2,18,0.624103,0.895501,0.617407,0.929305,0.034462
2,3,0.624103,0.895501,0.638084,0.841450,0.055830
21,144,0.715034,0.148024,0.751883,0.154192,0.037362
21,147,0.715034,0.148024,0.668736,0.169641,0.051096
23,55,0.295010,0.439192,0.329598,0.467477,0.044681
23,71,0.295010,0.439192,0.294665,0.395186,0.044007
25,37,0.337183,0.919421,0.330380,0.884700,0.035381
26,127,0.607674,0.489801,0.652611,0.517671,0.052877
27,64,0.381948,0.411096,0.391297,0.437092,0.027626
27,96,0.381948,0.411096,0.355706,0.438758,0.038129
3,114,0.638084,0.841450,0.658614,0.795278,0.050531
31,68,0.080597,0.790650,0.116131,0.796678,0.036041
31,77,0.080597,0.790650,0.039696,0.822702,0.051964
33,69,0.269981,0.612793,0.236031,0.564883,0.058719
34,122,0.261081,0.683745,0.212061,0.656955,0.055863
34,48,0.261081,0.683745,0.213888,0.670532,0.049007
35,126,0.337859,0.033109,0.349502,0.050009,0.020523
35,140,0.337859,0.033109,0.378024,0.044427,0.041730
35,40,0.337859,0.033109,0.330632,0.039877,0.009901
36,126,0.398188,0.050139,0.349502,0.050009,0.048686
36,140,0.398188,0.050139,0.378024,0.044427,0.020957
37,143,0.330380,0.884700,0.379667,0.862412,0.054092
4,127,0.608526,0.546932,0.652611,0.517671,0.052912
4,26,0.608526,0.546932,0.607674,0.489801,0.057137
40,126,0.330632,0.039877,0.349502,0.050009,0.021418
40,140,0.330632,0.039877,0.378024,0.044427,0.047610
41,113,0.811936,0.837646,0.788233,0.783604,0.059012
41,44,0.811936,0.837646,0.771232,0.830460,0.041333
