i%0,j%1,lat.i,lon.i,lat.j,lon.j,distance
0,6,0.863378,0.268568,0.861482,0.391656,0.123102
1,16,0.407593,0.289832,0.218819,0.301462,0.189132
1,19,0.407593,0.289832,0.503120,0.443936,0.181310
1,22,0.407593,0.289832,0.251292,0.297003,0.156466
1,25,0.407593,0.289832,0.441055,0.456799,0.170287
10,15,0.860147,0.925884,0.842813,0.777913,0.148983
15,20,0.842813,0.777913,0.758681,0.670229,0.136653
15,21,0.842813,0.777913,0.675097,0.753190,0.169528
15,24,0.842813,0.777913,0.955063,0.670436,0.155407
16,17,0.218819,0.301462,0.219305,0.144009,0.157453
17,22,0.219305,0.144009,0.251292,0.297003,0.156302
17,28,0.219305,0.144009,0.105352,0.118079,0.116867
20,21,0.758681,0.670229,0.675097,0.753190,0.117766
20,26,0.758681,0.670229,0.635801,0.761171,0.152872
23,24,0.892802,0.849421,0.955063,0.670436,0.189505
3,17,0.117378,0.269914,0.219305,0.144009,0.161992
3,18,0.117378,0.269914,0.189117,0.101478,0.183077
3,22,0.117378,0.269914,0.251292,0.297003,0.136626
3,28,0.117378,0.269914,0.105352,0.118079,0.152311
3,5,0.117378,0.269914,0.007412,0.342932,0.132001
4,26,0.599023,0.939753,0.635801,0.761171,0.182329
4,7,0.599023,0.939753,0.537270,0.826418,0.129066
7,21,0.537270,0.826418,0.675097,0.753190,0.156073
7,26,0.537270,0.826418,0.635801,0.761171,0.118176
9,27,0.172334,0.614490,0.233476,0.517044,0.115039
