i%0,j%1,lat.i,lon.i,lat.j,lon.j,distance
0,2,0.358088,0.750781,0.224449,0.651899,0.166244
0,29,0.358088,0.750781,0.224449,0.651899,0.166244
0,3,0.358088,0.750781,0.239919,0.850014,0.154309
1,13,0.538762,0.356809,0.661979,0.228125,0.178162
1,16,0.538762,0.356809,0.663571,0.435951,0.147786
1,20,0.538762,0.356809,0.703608,0.273978,0.184486
1,23,0.538762,0.356809,0.562114,0.246445,0.112807
1,5,0.538762,0.356809,0.663571,0.435951,0.147786
10,11,0.698140,0.509844,0.705488,0.667285,0.157612
11,24,0.705488,0.667285,0.747404,0.771295,0.112138
12,19,0.156488,0.062068,0.278822,0.170583,0.163527
13,23,0.661979,0.228125,0.562114,0.246445,0.101531
13,26,0.661979,0.228125,0.761214,0.158336,0.121318
13,27,0.661979,0.228125,0.538762,0.356809,0.178162
16,20,0.663571,0.435951,0.703608,0.273978,0.166848
16,27,0.663571,0.435951,0.538762,0.356809,0.147786
17,19,0.156488,0.062068,0.278822,0.170583,0.163527
19,22,0.278822,0.170583,0.375876,0.191276,0.099236
20,23,0.703608,0.273978,0.562114,0.246445,0.144148
20,26,0.703608,0.273978,0.761214,0.158336,0.129196
20,27,0.703608,0.273978,0.538762,0.356809,0.184486
23,27,0.562114,0.246445,0.538762,0.356809,0.112807
24,25,0.747404,0.771295,0.710702,0.889192,0.123478
25,28,0.710702,0.889192,0.523441,0.907661,0.188170
3,18,0.239919,0.850014,0.159178,0.996915,0.167627
5,20,0.663571,0.435951,0.703608,0.273978,0.166848
5,27,0.663571,0.435951,0.538762,0.356809,0.147786
6,28,0.422787,0.752023,0.523441,0.907661,0.185350
8,13,0.722459,0.149775,0.661979,0.228125,0.098978
8,20,0.722459,0.149775,0.703608,0.273978,0.125626
8,23,0.722459,0.149775,0.562114,0.246445,0.187232
