i%0,j%1,lat.i,lon.i,lat.j,lon.j,distance
0,112,0.715388,0.587400,0.671143,0.553587,0.055686
0,15,0.715388,0.587400,0.745214,0.551705,0.046516
1,27,0.192926,0.532852,0.197477,0.580222,0.047587
1,6,0.192926,0.532852,0.246675,0.573959,0.067667
10,120,0.443052,0.688943,0.428721,0.646329,0.044959
10,141,0.443052,0.688943,0.475387,0.667029,0.039062
100,132,0.406100,0.468144,0.425588,0.439204,0.034889
108,118,0.310226,0.043717,0.272052,0.091571,0.061215
108,119,0.310226,0.043717,0.344220,0.088797,0.056461
11,104,0.654382,0.140193,0.644072,0.080097,0.060974
113,116,0.715549,0.759878,0.679017,0.758316,0.036566
113,143,0.715549,0.759878,0.756237,0.800013,0.057152
115,143,0.751926,0.834928,0.756237,0.800013,0.035180
116,124,0.679017,0.758316,0.660017,0.712618,0.049490
12,131,0.011680,0.594489,0.030905,0.542562,0.055371
12,36,0.011680,0.594489,0.017382,0.581478,0.014205
120,141,0.428721,0.646329,0.475387,0.667029,0.051051
123,129,0.477871,0.861195,0.419668,0.883208,0.062227
125,127,0.403250,0.014557,0.433869,0.072224,0.065291
125,130,0.403250,0.014557,0.428815,0.061346,0.053317
127,130,0.433869,0.072224,0.428815,0.061346,0.011995
128,131,0.052761,0.503718,0.030905,0.542562,0.044571
13,137,0.175680,0.458622,0.162516,0.420526,0.040306
14,121,0.325854,0.411019,0.275302,0.402628,0.051244
15,17,0.745214,0.551705,0.782168,0.532686,0.041561
15,50,0.745214,0.551705,0.743224,0.489583,0.062154
16,133,0.847093,0.593320,0.876259,0.645408,0.059697
16,44,0.847093,0.593320,0.884400,0.646994,0.065366
16,45,0.847093,0.593320,0.807978,0.614892,0.044669
16,90,0.847093,0.593320,0.857758,0.608245,0.018343
17,33,0.782168,0.532686,0.849049,0.514066,0.069425
17,50,0.782168,0.532686,0.743224,0.489583,0.058090
17,68,0.782168,0.532686,0.819899,0.494963,0.053354
18,19,0.807040,0.068924,0.803767,0.073766,0.005844
18,21,0.807040,0.068924,0.787513,0.122420,0.056948
18,87,0.807040,0.068924,0.836265,0.067115,0.029281
18,91,0.807040,0.068924,0.813455,0.113348,0.044885
19,21,0.803767,0.073766,0.787513,0.122420,0.051298
19,87,0.803767,0.073766,0.836265,0.067115,0.033172
19,91,0.803767,0.073766,0.813455,0.113348,0.040751
2,63,0.067017,0.749136,0.014842,0.738962,0.053158
20,78,0.139150,0.881051,0.125027,0.947049,0.067492
21,91,0.787513,0.122420,0.813455,0.113348,0.027483
22,100,0.438000,0.474394,0.406100,0.468144,0.032506
22,132,0.438000,0.474394,0.425588,0.439204,0.037314
23,77,0.669795,0.241437,0.700729,0.247500,0.031522
24,108,0.364921,0.011231,0.310226,0.043717,0.063615
