i%0,j%1,lat.i,lon.i,lat.j,lon.j,distance
0,109,0.325539,0.392953,0.450367,0.399271,0.124988
0,116,0.325539,0.392953,0.319434,0.455027,0.062373
0,117,0.325539,0.392953,0.395412,0.401685,0.070417
0,118,0.325539,0.392953,0.285489,0.443960,0.064851
0,130,0.325539,0.392953,0.258279,0.284209,0.127864
0,14,0.325539,0.392953,0.405776,0.391540,0.080250
0,141,0.325539,0.392953,0.471268,0.451888,0.157196
0,147,0.325539,0.392953,0.356654,0.226853,0.168989
0,17,0.325539,0.392953,0.411841,0.466457,0.113362
0,20,0.325539,0.392953,0.181594,0.363483,0.146930
0,27,0.325539,0.392953,0.199499,0.368184,0.128450
0,28,0.325539,0.392953,0.377760,0.331679,0.080508
0,3,0.325539,0.392953,0.434048,0.521172,0.167972
0,36,0.325539,0.392953,0.343850,0.215645,0.178252
0,5,0.325539,0.392953,0.315342,0.429860,0.038290
0,78,0.325539,0.392953,0.414821,0.356902,0.096287
0,88,0.325539,0.392953,0.299285,0.382506,0.028256
0,99,0.325539,0.392953,0.318504,0.316198,0.077076
1,111,0.984827,0.764308,0.872149,0.824836,0.127906
1,113,0.984827,0.764308,0.989488,0.896449,0.132222
1,12,0.984827,0.764308,0.898222,0.619693,0.168565
1,124,0.984827,0.764308,0.946000,0.816365,0.064941
1,23,0.984827,0.764308,0.872389,0.721040,0.120476
1,32,0.984827,0.764308,0.963812,0.677898,0.088929
1,35,0.984827,0.764308,0.943290,0.858169,0.102641
1,4,0.984827,0.764308,0.818718,0.822211,0.175912
1,51,0.984827,0.764308,0.870773,0.738606,0.116914
1,83,0.984827,0.764308,0.854409,0.652756,0.171618
1,87,0.984827,0.764308,0.827726,0.825232,0.168500
10,103,0.093338,0.442970,0.133391,0.567331,0.130651
10,107,0.093338,0.442970,0.144376,0.291608,0.159736
10,142,0.093338,0.442970,0.058308,0.354365,0.095278
10,20,0.093338,0.442970,0.181594,0.363483,0.118775
10,24,0.093338,0.442970,0.133150,0.333071,0.116888
10,27,0.093338,0.442970,0.199499,0.368184,0.129859
10,48,0.093338,0.442970,0.058033,0.352539,0.097078
10,58,0.093338,0.442970,0.152825,0.476368,0.068221
10,64,0.093338,0.442970,0.128724,0.373410,0.078044
10,73,0.093338,0.442970,0.116019,0.386868,0.060514
10,76,0.093338,0.442970,0.103838,0.328787,0.114665
10,92,0.093338,0.442970,0.080669,0.277081,0.166372
10,94,0.093338,0.442970,0.098958,0.423345,0.020415
100,129,0.470535,0.660915,0.407666,0.607958,0.082201
100,136,0.470535,0.660915,0.509785,0.641920,0.043605
100,140,0.470535,0.660915,0.372134,0.725696,0.117811
101,115,0.297236,0.933319,0.259991,0.895329,0.053201
101,122,0.297236,0.933319,0.422229,0.841681,0.154986
101,144,0.297236,0.933319,0.366734,0.983424,0.085677
101,145,0.297236,0.933319,0.186606,0.822889,0.156313
102,110,0.780671,0.063434,0.726616,0.164277,0.114418
102,126,0.780671,0.063434,0.654040,0.091289,0.129659
102,132,0.780671,0.063434,0.809016,0.015809,0.055422
102,148,0.780671,0.063434,0.894692,0.114922,0.125107
103,112,0.133391,0.567331,0.036120,0.640504,0.121720
103,123,0.133391,0.567331,0.178034,0.674852,0.116421
103,125,0.133391,0.567331,0.279872,0.591370,0.148440
103,128,0.133391,0.567331,0.011454,0.662552,0.154712
103,135,0.133391,0.567331,0.202508,0.677461,0.130022
103,139,0.133391,0.567331,0.227456,0.631853,0.114068
104,114,0.720790,0.408570,0.697791,0.455240,0.052030
104,143,0.720790,0.408570,0.670008,0.252370,0.164248
104,149,0.720790,0.408570,0.616994,0.548791,0.174458
105,112,0.167046,0.750524,0.036120,0.640504,0.171014
105,115,0.167046,0.750524,0.259991,0.895329,0.172068
105,123,0.167046,0.750524,0.178034,0.674852,0.076465
105,128,0.167046,0.750524,0.011454,0.662552,0.178740
105,135,0.167046,0.750524,0.202508,0.677461,0.081214
105,139,0.167046,0.750524,0.227456,0.631853,0.133162
105,145,0.167046,0.750524,0.186606,0.822889,0.074962
106,122,0.465351,0.864778,0.422229,0.841681,0.048918
106,140,0.465351,0.864778,0.372134,0.725696,0.167431
106,144,0.465351,0.864778,0.366734,0.983424,0.154279
107,108,0.144376,0.291608,0.088766,0.249990,0.069459
107,121,0.144376,0.291608,0.147759,0.264390,0.027427
107,130,0.144376,0.291608,0.258279,0.284209,0.114143
107,142,0.144376,0.291608,0.058308,0.354365,0.106519
108,121,0.088766,0.249990,0.147759,0.264390,0.060725
108,130,0.088766,0.249990,0.258279,0.284209,0.172932
108,133,0.088766,0.249990,0.191893,0.110205,0.173710
108,142,0.088766,0.249990,0.058308,0.354365,0.108728
108,146,0.088766,0.249990,0.181134,0.108451,0.169012
109,116,0.450367,0.399271,0.319434,0.455027,0.142310
109,117,0.450367,0.399271,0.395412,0.401685,0.055008
109,118,0.450367,0.399271,0.285489,0.443960,0.170827
109,127,0.450367,0.399271,0.460431,0.242351,0.157242
109,141,0.450367,0.399271,0.471268,0.451888,0.056616
11,103,0.198079,0.628221,0.133391,0.567331,0.088838
