i%0,j%1,lat.i,lon.i,lat.j,lon.j,distance
0,129,0.620404,0.499281,0.800687,0.480287,0.181280
0,13,0.620404,0.499281,0.568739,0.686199,0.193927
0,143,0.620404,0.499281,0.564850,0.488650,0.056562
0,18,0.620404,0.499281,0.578959,0.681811,0.187176
0,20,0.620404,0.499281,0.644218,0.406589,0.095703
0,32,0.620404,0.499281,0.445144,0.569679,0.188870
0,33,0.620404,0.499281,0.726910,0.389430,0.153006
0,37,0.620404,0.499281,0.578993,0.594551,0.103881
0,4,0.620404,0.499281,0.526671,0.500327,0.093739
0,5,0.620404,0.499281,0.661331,0.483592,0.043831
0,57,0.620404,0.499281,0.718834,0.434782,0.117680
0,59,0.620404,0.499281,0.581091,0.514176,0.042040
0,66,0.620404,0.499281,0.655823,0.380855,0.123610
1,106,0.891827,0.698733,0.944183,0.628324,0.087741
1,110,0.891827,0.698733,0.760227,0.828247,0.184641
1,117,0.891827,0.698733,0.854029,0.653662,0.058822
1,123,0.891827,0.698733,0.907650,0.855108,0.157173
1,130,0.891827,0.698733,0.924539,0.624234,0.081365
1,146,0.891827,0.698733,0.852112,0.836245,0.143132
1,15,0.891827,0.698733,0.752781,0.833605,0.193712
1,17,0.891827,0.698733,0.923293,0.695071,0.031679
1,22,0.891827,0.698733,0.977344,0.836373,0.162043
1,29,0.891827,0.698733,0.843638,0.861434,0.169687
1,39,0.891827,0.698733,0.881720,0.902375,0.203892
1,40,0.891827,0.698733,0.956915,0.883645,0.196033
1,42,0.891827,0.698733,0.774458,0.783030,0.144504
1,63,0.891827,0.698733,0.800327,0.754148,0.106972
1,79,0.891827,0.698733,0.978352,0.784797,0.122040
1,98,0.891827,0.698733,0.839973,0.693484,0.052119
10,104,0.816506,0.401318,0.878266,0.434186,0.069962
10,111,0.816506,0.401318,0.858271,0.471421,0.081601
10,121,0.816506,0.401318,0.808009,0.373490,0.029096
10,129,0.816506,0.401318,0.800687,0.480287,0.080538
10,20,0.816506,0.401318,0.644218,0.406589,0.172368
10,23,0.816506,0.401318,0.962770,0.359538,0.152114
10,33,0.816506,0.401318,0.726910,0.389430,0.090381
10,35,0.816506,0.401318,0.782939,0.358482,0.054421
10,44,0.816506,0.401318,0.811160,0.266051,0.135373
10,57,0.816506,0.401318,0.718834,0.434782,0.103245
10,66,0.816506,0.401318,0.655823,0.380855,0.161981
10,94,0.816506,0.401318,0.812664,0.303768,0.097626
100,128,0.477479,0.802595,0.484326,0.662487,0.140276
100,136,0.477479,0.802595,0.375456,0.648029,0.185201
100,142,0.477479,0.802595,0.587025,0.788928,0.110396
101,108,0.226096,0.986883,0.317650,0.971264,0.092876
101,124,0.226096,0.986883,0.252126,0.975969,0.028225
101,145,0.226096,0.986883,0.255195,0.966701,0.035413
102,120,0.115171,0.223902,0.045730,0.217122,0.069772
