i%0,j%1,lat.i,lon.i,lat.j,lon.j,distance
1,129,0.220205,0.600118,0.186544,0.641824,0.053595
1,18,0.220205,0.600118,0.213164,0.591788,0.010907
10,116,0.222023,0.163452,0.233204,0.221871,0.059480
10,16,0.222023,0.163452,0.215416,0.183269,0.020890
104,110,0.033858,0.096599,0.022289,0.123048,0.028868
108,126,0.621876,0.901547,0.578783,0.877445,0.049376
111,119,0.881079,0.423154,0.864607,0.366767,0.058743
116,145,0.233204,0.221871,0.276589,0.220037,0.043423
117,144,0.241373,0.351759,0.268541,0.310989,0.048993
119,137,0.864607,0.366767,0.851241,0.323990,0.044817
12,93,0.528261,0.513026,0.511065,0.547221,0.038275
122,141,0.687528,0.334433,0.651095,0.349195,0.039311
129,136,0.186544,0.641824,0.169151,0.689571,0.050817
130,131,0.418573,0.406632,0.440051,0.351034,0.059603
132,134,0.826613,0.146615,0.799316,0.118352,0.039293
14,93,0.513046,0.584884,0.511065,0.547221,0.037714
144,147,0.268541,0.310989,0.307260,0.332497,0.044292
16,116,0.215416,0.183269,0.233204,0.221871,0.042503
18,129,0.213164,0.591788,0.186544,0.641824,0.056676
19,106,0.822039,0.704320,0.846017,0.686263,0.030017
19,82,0.822039,0.704320,0.850660,0.736952,0.043405
2,43,0.213731,0.952833,0.186403,0.928939,0.036300
20,104,0.003335,0.137258,0.033858,0.096599,0.050841
20,110,0.003335,0.137258,0.022289,0.123048,0.023689
21,59,0.976475,0.486420,0.984682,0.450706,0.036645
21,60,0.976475,0.486420,0.976749,0.509323,0.022904
23,129,0.152877,0.606167,0.186544,0.641824,0.049040
23,78,0.152877,0.606167,0.130731,0.597029,0.023957
24,69,0.418049,0.540457,0.398160,0.516407,0.031209
25,91,0.531564,0.719269,0.475822,0.741036,0.059841
26,102,0.748465,0.562859,0.725804,0.557274,0.023339
26,42,0.748465,0.562859,0.747330,0.558553,0.004454
26,51,0.748465,0.562859,0.704461,0.537985,0.050548
28,144,0.277240,0.272629,0.268541,0.310989,0.039334
28,145,0.277240,0.272629,0.276589,0.220037,0.052596
29,38,0.093924,0.260408,0.085206,0.255856,0.009835
29,81,0.093924,0.260408,0.078259,0.231253,0.033097
3,121,0.132273,0.863778,0.158058,0.822192,0.048931
3,70,0.132273,0.863778,0.146354,0.919114,0.057099
3,96,0.132273,0.863778,0.160241,0.873264,0.029533
30,134,0.789777,0.059604,0.799316,0.118352,0.059518
30,39,0.789777,0.059604,0.761369,0.061687,0.028484
30,52,0.789777,0.059604,0.778709,0.025083,0.036251
31,122,0.644365,0.330418,0.687528,0.334433,0.043349
31,141,0.644365,0.330418,0.651095,0.349195,0.019946
32,69,0.353634,0.513493,0.398160,0.516407,0.044621
32,84,0.353634,0.513493,0.345066,0.537304,0.025306
33,148,0.814454,0.536990,0.831130,0.563540,0.031353
34,139,0.513599,0.045038,0.534457,0.097198,0.056176
34,80,0.513599,0.045038,0.561652,0.061997,0.050958
35,100,0.429671,0.243761,0.458092,0.227034,0.032978
35,66,0.429671,0.243761,0.408707,0.292857,0.053384
36,123,0.291962,0.789530,0.237101,0.803316,0.056567
36,61,0.291962,0.789530,0.289579,0.796393,0.007265
38,81,0.085206,0.255856,0.078259,0.231253,0.025565
39,143,0.761369,0.061687,0.737488,0.111278,0.055042
39,52,0.761369,0.061687,0.778709,0.025083,0.040502
40,43,0.202767,0.889452,0.186403,0.928939,0.042744
40,96,0.202767,0.889452,0.160241,0.873264,0.045503
