i%0,j%1,lat.i,lon.i,lat.j,lon.j,distance
0,28,0.473516,0.725893,0.320352,0.614028,0.189666
10,12,0.750473,0.519487,0.650376,0.358077,0.189928
13,20,0.426102,0.214033,0.266456,0.117150,0.186744
24,28,0.473516,0.725893,0.320352,0.614028,0.189666
26,28,0.473516,0.725893,0.320352,0.614028,0.189666
3,10,0.562603,0.507309,0.750473,0.519487,0.188265
3,12,0.562603,0.507309,0.650376,0.358077,0.173131
6,10,0.927434,0.463985,0.750473,0.519487,0.185461
9,15,0.088658,0.477435,0.268638,0.505153,0.182101
9,25,0.088658,0.477435,0.268638,0.505153,0.182101
