i%0,j%1,lat.i,lon.i,lat.j,lon.j,distance
0,122,0.502701,0.829286,0.512316,0.792583,0.037942
0,34,0.502701,0.829286,0.444416,0.796140,0.067051
1,125,0.430388,0.413967,0.438317,0.461024,0.047720
1,142,0.430388,0.413967,0.417180,0.402967,0.017188
1,70,0.430388,0.413967,0.485809,0.407904,0.055752
1,77,0.430388,0.413967,0.440208,0.462649,0.049662
10,134,0.874197,0.634659,0.877332,0.672079,0.037551
10,66,0.874197,0.634659,0.937206,0.640520,0.063281
100,107,0.267495,0.473296,0.229687,0.416796,0.067983
102,119,0.410620,0.201219,0.426191,0.244039,0.045563
102,121,0.410620,0.201219,0.357995,0.210955,0.053518
102,147,0.410620,0.201219,0.418167,0.167812,0.034248
106,141,0.611799,0.174425,0.561569,0.189344,0.052398
11,56,0.955550,0.690414,0.938710,0.675911,0.022224
11,66,0.955550,0.690414,0.937206,0.640520,0.053159
110,118,0.909219,0.802445,0.910832,0.793970,0.008627
111,113,0.779422,0.593392,0.811012,0.560853,0.045351
112,141,0.546766,0.142005,0.561569,0.189344,0.049599
115,139,0.781273,0.034244,0.773801,0.049122,0.016648
118,145,0.910832,0.793970,0.971112,0.769250,0.065153
12,104,0.161129,0.767856,0.196664,0.784157,0.039096
12,114,0.161129,0.767856,0.181777,0.713719,0.057941
12,67,0.161129,0.767856,0.196972,0.810158,0.055446
123,135,0.126721,0.315298,0.145678,0.373173,0.060901
125,142,0.438317,0.461024,0.417180,0.402967,0.061784
13,91,0.549126,0.907518,0.524622,0.957475,0.055643
135,143,0.145678,0.373173,0.155785,0.402726,0.031234
137,149,0.606411,0.010352,0.647314,0.012381,0.040954
14,138,0.791846,0.688212,0.801793,0.723348,0.036517
15,92,0.688360,0.203632,0.727748,0.161382,0.057762
16,50,0.268602,0.597916,0.251978,0.594714,0.016929
16,98,0.268602,0.597916,0.300859,0.607666,0.033698
17,120,0.026237,0.467800,0.005340,0.455855,0.024071
19,106,0.591006,0.152973,0.611799,0.174425,0.029876
19,112,0.591006,0.152973,0.546766,0.142005,0.045579
19,141,0.591006,0.152973,0.561569,0.189344,0.046791
19,37,0.591006,0.152973,0.530216,0.171706,0.063611
19,42,0.591006,0.152973,0.631401,0.110568,0.058566
2,81,0.983954,0.859752,0.960090,0.831223,0.037195
20,101,0.086057,0.664881,0.094948,0.619917,0.045835
21,135,0.117098,0.420775,0.145678,0.373173,0.055523
21,143,0.117098,0.420775,0.155785,0.402726,0.042691
22,33,0.333271,0.777073,0.345665,0.779730,0.012675
23,107,0.266226,0.393534,0.229687,0.416796,0.043315
23,44,0.266226,0.393534,0.226310,0.339572,0.067121
23,48,0.266226,0.393534,0.289965,0.351494,0.048280
25,149,0.694560,0.025127,0.647314,0.012381,0.048934
26,35,0.339398,0.052508,0.386970,0.008154,0.065041
26,76,0.339398,0.052508,0.330174,0.082968,0.031826
27,104,0.190093,0.835293,0.196664,0.784157,0.051557
27,67,0.190093,0.835293,0.196972,0.810158,0.026060
29,108,0.328476,0.333882,0.314662,0.284074,0.051689
29,48,0.328476,0.333882,0.289965,0.351494,0.042347
3,130,0.787758,0.879898,0.788811,0.858314,0.021610
3,38,0.787758,0.879898,0.829976,0.860004,0.046671
31,123,0.084812,0.344215,0.126721,0.315298,0.050917
31,135,0.084812,0.344215,0.145678,0.373173,0.067404
31,52,0.084812,0.344215,0.133943,0.337343,0.049609
31,79,0.084812,0.344215,0.055243,0.321747,0.037137
32,42,0.652021,0.105719,0.631401,0.110568,0.021182
