i%0,j%1,lat.i,lon.i,lat.j,lon.j,distance
0,25,0.772568,0.551857,0.868453,0.429175,0.155707
10,26,0.994251,0.239020,0.994686,0.423360,0.184340
11,18,0.501481,0.251167,0.641299,0.181608,0.156165
11,29,0.501481,0.251167,0.385454,0.344751,0.149064
14,21,0.952396,0.662616,0.852998,0.548376,0.151429
15,16,0.594993,0.922691,0.781801,0.947292,0.188421
18,28,0.641299,0.181608,0.501481,0.251167,0.156165
19,25,0.772568,0.551857,0.868453,0.429175,0.155707
21,26,0.852998,0.548376,0.994686,0.423360,0.188957
28,29,0.501481,0.251167,0.385454,0.344751,0.149064
3,18,0.586443,0.008258,0.641299,0.181608,0.181822
5,14,0.886183,0.803129,0.952396,0.662616,0.155332
5,16,0.886183,0.803129,0.781801,0.947292,0.177984
6,12,0.307592,0.436536,0.127451,0.478666,0.185002
6,24,0.307592,0.436536,0.435305,0.335336,0.162948
8,16,0.594993,0.922691,0.781801,0.947292,0.188421
