i%0,j%1,lat.i,lon.i,lat.j,lon.j,distance
12,19,0.133193,0.797482,0.230528,0.950450,0.181309
13,15,0.278831,0.189071,0.250342,0.014355,0.177023
14,26,0.363082,0.287934,0.187209,0.295139,0.176020
16,19,0.180458,0.767918,0.230528,0.950450,0.189274
25,27,0.615065,0.747565,0.447715,0.666943,0.185758
26,28,0.187209,0.295139,0.363082,0.287934,0.176020
27,29,0.447715,0.666943,0.354625,0.509213,0.183151
3,12,0.052660,0.637340,0.133193,0.797482,0.179251
3,16,0.052660,0.637340,0.180458,0.767918,0.182710
6,23,0.766078,0.335141,0.848344,0.169146,0.185262
7,25,0.447715,0.666943,0.615065,0.747565,0.185758
7,29,0.447715,0.666943,0.354625,0.509213,0.183151
