i%0,j%1,lat.i,lon.i,lat.j,lon.j,distance
0,102,0.481775,0.623613,0.464227,0.566744,0.059515
0,146,0.481775,0.623613,0.565003,0.627652,0.083326
0,28,0.481775,0.623613,0.525909,0.628110,0.044363
0,32,0.481775,0.623613,0.437007,0.567758,0.071581
0,39,0.481775,0.623613,0.452041,0.675663,0.059944
0,42,0.481775,0.623613,0.422472,0.655974,0.067558
1,103,0.433948,0.405981,0.436059,0.337776,0.068237
1,140,0.433948,0.405981,0.470259,0.474406,0.077462
1,147,0.433948,0.405981,0.472392,0.407073,0.038459
101,111,0.357053,0.781629,0.350203,0.771496,0.012230
103,147,0.436059,0.337776,0.472392,0.407073,0.078243
11,136,0.269647,0.497814,0.209266,0.555092,0.083226
11,46,0.269647,0.497814,0.297309,0.458545,0.048033
11,94,0.269647,0.497814,0.261251,0.471511,0.027610
110,127,0.889553,0.822259,0.870829,0.780635,0.045641
113,118,0.162703,0.862781,0.154803,0.845004,0.019453
113,148,0.162703,0.862781,0.200961,0.872885,0.039569
114,126,0.892200,0.359695,0.882244,0.297883,0.062609
115,123,0.727881,0.679940,0.736418,0.648609,0.032473
116,133,0.700357,0.367043,0.781808,0.343669,0.084738
117,133,0.791329,0.299728,0.781808,0.343669,0.044960
118,148,0.154803,0.845004,0.200961,0.872885,0.053925
119,120,0.762634,0.819439,0.774336,0.823075,0.012255
119,149,0.762634,0.819439,0.718967,0.848178,0.052275
12,110,0.894451,0.826337,0.889553,0.822259,0.006373
12,127,0.894451,0.826337,0.870829,0.780635,0.051445
12,36,0.894451,0.826337,0.845285,0.880034,0.072806
12,74,0.894451,0.826337,0.858161,0.885512,0.069417
120,149,0.774336,0.823075,0.718967,0.848178,0.060794
124,131,0.176779,0.466430,0.138507,0.460454,0.038736
13,141,0.256044,0.289104,0.311871,0.340102,0.075613
13,71,0.256044,0.289104,0.209583,0.257275,0.056317
132,134,0.329472,0.201945,0.408601,0.241653,0.088533
14,27,0.044471,0.695128,0.021678,0.608580,0.089498
14,53,0.044471,0.695128,0.031440,0.757219,0.063445
14,62,0.044471,0.695128,0.114415,0.677681,0.072087
140,147,0.470259,0.474406,0.472392,0.407073,0.067367
142,145,0.623466,0.866396,0.667866,0.793724,0.085163
145,149,0.667866,0.793724,0.718967,0.848178,0.074677
16,20,0.918597,0.050832,0.965784,0.092874,0.063200
16,89,0.918597,0.050832,0.925560,0.117846,0.067375
17,131,0.125416,0.390218,0.138507,0.460454,0.071446
17,22,0.125416,0.390218,0.195485,0.371673,0.072481
17,64,0.125416,0.390218,0.173553,0.368185,0.052940
17,80,0.125416,0.390218,0.062810,0.432199,0.075378
17,91,0.125416,0.390218,0.125261,0.341111,0.049106
18,34,0.771790,0.925435,0.769858,0.941697,0.016377
18,36,0.771790,0.925435,0.845285,0.880034,0.086387
18,60,0.771790,0.925435,0.704985,0.935351,0.067537
19,113,0.160078,0.845870,0.162703,0.862781,0.017114
19,118,0.160078,0.845870,0.154803,0.845004,0.005345
19,148,0.160078,0.845870,0.200961,0.872885,0.049002
19,92,0.160078,0.845870,0.081377,0.864323,0.080835
2,128,0.266345,0.029671,0.329795,0.045954,0.065505
2,63,0.266345,0.029671,0.294766,0.058868,0.040745
20,89,0.965784,0.092874,0.925560,0.117846,0.047345
21,139,0.088857,0.948961,0.037662,0.946565,0.051250
21,92,0.088857,0.948961,0.081377,0.864323,0.084968
22,64,0.195485,0.371673,0.173553,0.368185,0.022207
22,91,0.195485,0.371673,0.125261,0.341111,0.076586
23,132,0.357136,0.212720,0.329472,0.201945,0.029688
23,134,0.357136,0.212720,0.408601,0.241653,0.059040
23,38,0.357136,0.212720,0.403653,0.192545,0.050704
23,66,0.357136,0.212720,0.302557,0.207399,0.054838
23,87,0.357136,0.212720,0.347976,0.269661,0.057673
24,57,0.994105,0.441081,0.966340,0.393421,0.055158
25,42,0.358164,0.667182,0.422472,0.655974,0.065277
25,68,0.358164,0.667182,0.364359,0.630695,0.037010
25,93,0.358164,0.667182,0.294599,0.667050,0.063564
26,146,0.556670,0.566873,0.565003,0.627652,0.061347
26,28,0.556670,0.566873,0.525909,0.628110,0.068528
28,102,0.525909,0.628110,0.464227,0.566744,0.087008
28,146,0.525909,0.628110,0.565003,0.627652,0.039096
28,39,0.525909,0.628110,0.452041,0.675663,0.087851
28,48,0.525909,0.628110,0.543844,0.711667,0.085460
28,79,0.525909,0.628110,0.552188,0.686208,0.063765
29,47,0.051534,0.491905,0.045349,0.445265,0.047048
29,80,0.051534,0.491905,0.062810,0.432199,0.060762
3,144,0.872368,0.179517,0.908936,0.188527,0.037662
3,65,0.872368,0.179517,0.835538,0.215171,0.051260
3,77,0.872368,0.179517,0.839042,0.257823,0.085102
3,89,0.872368,0.179517,0.925560,0.117846,0.081442
30,112,0.598378,0.466651,0.584780,0.435552,0.033942
30,143,0.598378,0.466651,0.661574,0.528532,0.088448
30,98,0.598378,0.466651,0.636710,0.416934,0.062779
31,93,0.254337,0.641135,0.294599,0.667050,0.047882
32,102,0.437007,0.567758,0.464227,0.566744,0.027239
32,42,0.437007,0.567758,0.422472,0.655974,0.089405
32,58,0.437007,0.567758,0.385389,0.555297,0.053101
32,61,0.437007,0.567758,0.455201,0.502823,0.067437
33,108,0.685493,0.149977,0.755650,0.152935,0.070219
34,60,0.769858,0.941697,0.704985,0.935351,0.065182
35,37,0.111685,0.599458,0.162186,0.557832,0.065445
35,51,0.111685,0.599458,0.117831,0.580789,0.019655
35,62,0.111685,0.599458,0.114415,0.677681,0.078270
36,110,0.845285,0.880034,0.889553,0.822259,0.072785
36,74,0.845285,0.880034,0.858161,0.885512,0.013992
37,136,0.162186,0.557832,0.209266,0.555092,0.047160
37,51,0.162186,0.557832,0.117831,0.580789,0.049944
38,132,0.403653,0.192545,0.329472,0.201945,0.074774
38,134,0.403653,0.192545,0.408601,0.241653,0.049357
38,67,0.403653,0.192545,0.438486,0.165958,0.043821
39,42,0.452041,0.675663,0.422472,0.655974,0.035525
39,97,0.452041,0.675663,0.465405,0.738702,0.064440
4,114,0.826285,0.305580,0.892200,0.359695,0.085283
4,117,0.826285,0.305580,0.791329,0.299728,0.035442
4,126,0.826285,0.305580,0.882244,0.297883,0.056487
4,133,0.826285,0.305580,0.781808,0.343669,0.058557
4,77,0.826285,0.305580,0.839042,0.257823,0.049432
40,106,0.034976,0.168349,0.056714,0.130049,0.044039
40,83,0.034976,0.168349,0.064021,0.126432,0.050996
41,101,0.283269,0.732783,0.357053,0.781629,0.088487
41,111,0.283269,0.732783,0.350203,0.771496,0.077323
41,122,0.283269,0.732783,0.246226,0.790757,0.068798
41,93,0.283269,0.732783,0.294599,0.667050,0.066703
41,95,0.283269,0.732783,0.280319,0.796735,0.064020
42,68,0.422472,0.655974,0.364359,0.630695,0.063373
43,141,0.305661,0.406874,0.311871,0.340102,0.067061
43,46,0.305661,0.406874,0.297309,0.458545,0.052341
43,94,0.305661,0.406874,0.261251,0.471511,0.078423
44,105,0.557278,0.952695,0.547602,0.954342,0.009815
45,115,0.692762,0.602664,0.727881,0.679940,0.084882
45,123,0.692762,0.602664,0.736418,0.648609,0.063378
45,143,0.692762,0.602664,0.661574,0.528532,0.080425
46,94,0.297309,0.458545,0.261251,0.471511,0.038318
47,80,0.045349,0.445265,0.062810,0.432199,0.021809
48,146,0.543844,0.711667,0.565003,0.627652,0.086638
48,56,0.543844,0.711667,0.601545,0.750616,0.069617
48,79,0.543844,0.711667,0.552188,0.686208,0.026791
48,97,0.543844,0.711667,0.465405,0.738702,0.082967
