i%0,j%1,lat.i,lon.i,lat.j,lon.j,distance
0,102,0.976138,0.107094,0.977374,0.080514,0.026608
0,135,0.976138,0.107094,0.932753,0.036357,0.082982
0,137,0.976138,0.107094,0.989441,0.225451,0.119103
0,40,0.976138,0.107094,0.816856,0.104435,0.159304
0,41,0.976138,0.107094,0.931808,0.138811,0.054508
0,5,0.976138,0.107094,0.865352,0.057389,0.121425
1,105,0.542120,0.971703,0.402477,0.960627,0.140082
1,12,0.542120,0.971703,0.478914,0.917157,0.083489
1,128,0.542120,0.971703,0.435413,0.961200,0.107224
1,131,0.542120,0.971703,0.702307,0.920989,0.168023
1,144,0.542120,0.971703,0.667797,0.883447,0.153570
1,146,0.542120,0.971703,0.547355,0.929480,0.042546
1,21,0.542120,0.971703,0.467026,0.936630,0.082881
1,34,0.542120,0.971703,0.403372,0.991496,0.140153
1,4,0.542120,0.971703,0.613690,0.958375,0.072800
1,55,0.542120,0.971703,0.536380,0.927227,0.044845
1,66,0.542120,0.971703,0.557513,0.968464,0.015730
1,85,0.542120,0.971703,0.655709,0.913630,0.127573
10,106,0.282080,0.458303,0.133040,0.528358,0.164683
10,110,0.282080,0.458303,0.238309,0.379517,0.090128
10,114,0.282080,0.458303,0.217465,0.576096,0.134352
10,119,0.282080,0.458303,0.179867,0.560257,0.144369
10,136,0.282080,0.458303,0.392279,0.546424,0.141100
10,50,0.282080,0.458303,0.312384,0.508991,0.059056
10,52,0.282080,0.458303,0.220266,0.305074,0.165227
10,61,0.282080,0.458303,0.365131,0.510492,0.098087
10,74,0.282080,0.458303,0.308548,0.298149,0.162326
10,88,0.282080,0.458303,0.218178,0.473908,0.065780
10,95,0.282080,0.458303,0.220554,0.328277,0.143847
100,124,0.479344,0.017949,0.445015,0.085308,0.075602
100,130,0.479344,0.017949,0.599985,0.007105,0.121128
100,143,0.479344,0.017949,0.534426,0.159352,0.151752
101,140,0.588262,0.578597,0.641459,0.491481,0.102074
101,141,0.588262,0.578597,0.692549,0.481441,0.142530
101,142,0.588262,0.578597,0.528432,0.676893,0.115074
102,135,0.977374,0.080514,0.932753,0.036357,0.062777
102,137,0.977374,0.080514,0.989441,0.225451,0.145438
103,113,0.674063,0.318473,0.842777,0.311494,0.168859
103,134,0.674063,0.318473,0.611782,0.234207,0.104784
103,141,0.674063,0.318473,0.692549,0.481441,0.164013
104,105,0.292938,0.909038,0.402477,0.960627,0.121079
104,111,0.292938,0.909038,0.157561,0.871851,0.140391
104,128,0.292938,0.909038,0.435413,0.961200,0.151723
105,128,0.402477,0.960627,0.435413,0.961200,0.032941
105,146,0.402477,0.960627,0.547355,0.929480,0.148189
106,114,0.133040,0.528358,0.217465,0.576096,0.096987
106,117,0.133040,0.528358,0.117914,0.685188,0.157558
106,119,0.133040,0.528358,0.179867,0.560257,0.056660
107,112,0.778446,0.148216,0.694046,0.003187,0.167800
107,138,0.778446,0.148216,0.615955,0.152104,0.162537
108,118,0.031829,0.049071,0.046876,0.013570,0.038559
108,127,0.031829,0.049071,0.177457,0.012223,0.150218
109,115,0.768241,0.903959,0.888412,0.841097,0.135620
109,129,0.768241,0.903959,0.834538,0.749423,0.168157
109,131,0.768241,0.903959,0.702307,0.920989,0.068098
109,144,0.768241,0.903959,0.667797,0.883447,0.102517
11,101,0.469226,0.685271,0.588262,0.578597,0.159841
11,121,0.469226,0.685271,0.405785,0.702908,0.065847
11,136,0.469226,0.685271,0.392279,0.546424,0.158743
11,142,0.469226,0.685271,0.528432,0.676893,0.059796
11,29,0.469226,0.685271,0.419098,0.632480,0.072799
11,33,0.469226,0.685271,0.473527,0.616391,0.069014
11,46,0.469226,0.685271,0.396871,0.782577,0.121259
11,65,0.469226,0.685271,0.331851,0.762399,0.157545
112,130,0.694046,0.003187,0.599985,0.007105,0.094143
112,138,0.694046,0.003187,0.615955,0.152104,0.168150
