i%0,j%1,lat.i,lon.i,lat.j,lon.j,distance
11,22,0.556797,0.596780,0.499607,0.428216,0.178001
11,29,0.556797,0.596780,0.388880,0.625229,0.170310
12,19,0.121617,0.593070,0.278584,0.675068,0.177094
12,21,0.121617,0.593070,0.075095,0.448456,0.151913
17,21,0.029585,0.628233,0.075095,0.448456,0.185448
18,27,0.161843,0.632169,0.161965,0.816710,0.184542
19,27,0.278584,0.675068,0.161965,0.816710,0.183474
2,17,0.184105,0.680840,0.029585,0.628233,0.163229
2,23,0.184105,0.680840,0.079215,0.820478,0.174645
26,28,0.280002,0.029154,0.111803,0.045499,0.168992
4,22,0.664185,0.414925,0.499607,0.428216,0.165113
4,6,0.664185,0.414925,0.824113,0.404363,0.160277
5,12,0.234415,0.710272,0.121617,0.593070,0.162665
5,29,0.234415,0.710272,0.388880,0.625229,0.176328
7,27,0.042985,0.912260,0.161965,0.816710,0.152598
8,19,0.109499,0.720476,0.278584,0.675068,0.175076
9,22,0.322822,0.391710,0.499607,0.428216,0.180515
