i%0,j%1,lat.i,lon.i,lat.j,lon.j,distance
1,116,0.467794,0.414576,0.482854,0.435683,0.025929
1,89,0.467794,0.414576,0.454835,0.416828,0.013153
10,143,0.014727,0.162637,0.030999,0.213246,0.053160
10,22,0.014727,0.162637,0.012795,0.210352,0.047755
100,145,0.106569,0.971949,0.083916,0.930008,0.047667
101,136,0.954029,0.777602,0.929589,0.726948,0.056242
108,122,0.076694,0.746142,0.079670,0.781597,0.035580
109,130,0.706504,0.511543,0.694765,0.556843,0.046796
11,87,0.481513,0.636094,0.458279,0.656106,0.030664
111,135,0.172983,0.360391,0.156124,0.377855,0.024273
113,115,0.517217,0.229129,0.556012,0.222866,0.039297
117,144,0.252618,0.725186,0.292562,0.739867,0.042556
124,139,0.810677,0.672000,0.840813,0.638085,0.045370
128,141,0.658753,0.822603,0.615762,0.831196,0.043842
132,146,0.739147,0.196913,0.693750,0.190702,0.045820
14,66,0.777616,0.885061,0.811535,0.916114,0.045986
142,146,0.692957,0.154294,0.693750,0.190702,0.036416
16,91,0.836078,0.829515,0.871484,0.842118,0.037582
17,86,0.648754,0.726308,0.660255,0.770772,0.045927
17,96,0.648754,0.726308,0.661466,0.757263,0.033463
18,70,0.540757,0.016985,0.594783,0.032279,0.056149
18,77,0.540757,0.016985,0.524134,0.042072,0.030095
18,84,0.540757,0.016985,0.511878,0.011532,0.029390
19,143,0.087880,0.209414,0.030999,0.213246,0.057009
2,121,0.891252,0.194489,0.854723,0.197019,0.036617
20,137,0.317989,0.846364,0.332880,0.823600,0.027202
22,143,0.012795,0.210352,0.030999,0.213246,0.018433
23,109,0.763886,0.519440,0.706504,0.511543,0.057923
23,127,0.763886,0.519440,0.778972,0.563983,0.047029
23,83,0.763886,0.519440,0.798072,0.513680,0.034668
24,101,0.900594,0.803485,0.954029,0.777602,0.059374
24,47,0.900594,0.803485,0.865973,0.770209,0.048020
24,91,0.900594,0.803485,0.871484,0.842118,0.048373
26,113,0.477942,0.235562,0.517217,0.229129,0.039798
29,31,0.852011,0.557886,0.859881,0.562362,0.009055
29,64,0.852011,0.557886,0.840388,0.606843,0.050318
30,124,0.756779,0.658282,0.810677,0.672000,0.055616
30,58,0.756779,0.658282,0.802690,0.624751,0.056852
31,64,0.859881,0.562362,0.840388,0.606843,0.048564
32,63,0.335101,0.671696,0.311567,0.692372,0.031327
33,144,0.310718,0.740673,0.292562,0.739867,0.018174
33,63,0.310718,0.740673,0.311567,0.692372,0.048309
33,75,0.310718,0.740673,0.301172,0.764514,0.025680
34,98,0.676072,0.636495,0.701925,0.593746,0.049959
34,99,0.676072,0.636495,0.631783,0.649267,0.046094
35,111,0.171526,0.393069,0.172983,0.360391,0.032710
35,135,0.171526,0.393069,0.156124,0.377855,0.021649
35,40,0.171526,0.393069,0.186267,0.419476,0.030243
35,69,0.171526,0.393069,0.159620,0.364562,0.030893
36,37,0.320161,0.248620,0.310569,0.263228,0.017476
36,44,0.320161,0.248620,0.260755,0.246875,0.059432
37,44,0.310569,0.263228,0.260755,0.246875,0.052429
38,85,0.915686,0.403005,0.870393,0.392849,0.046417
4,124,0.810752,0.631478,0.810677,0.672000,0.040522
4,139,0.810752,0.631478,0.840813,0.638085,0.030778
4,58,0.810752,0.631478,0.802690,0.624751,0.010501
4,64,0.810752,0.631478,0.840388,0.606843,0.038538
4,94,0.810752,0.631478,0.838870,0.636075,0.028491
40,135,0.186267,0.419476,0.156124,0.377855,0.051390
41,134,0.977339,0.211117,0.935638,0.245378,0.053970
43,51,0.425365,0.771439,0.381015,0.796126,0.050758
46,62,0.634027,0.960633,0.647282,0.903470,0.058680
46,90,0.634027,0.960633,0.648349,0.934332,0.029948
47,149,0.865973,0.770209,0.867737,0.730642,0.039606
48,132,0.745151,0.221427,0.739147,0.196913,0.025238
48,146,0.745151,0.221427,0.693750,0.190702,0.059884
49,118,0.165118,0.714544,0.140606,0.702006,0.027533
5,35,0.184308,0.433394,0.171526,0.393069,0.042303
5,40,0.184308,0.433394,0.186267,0.419476,0.014055
51,137,0.381015,0.796126,0.332880,0.823600,0.055424
52,133,0.466586,0.698497,0.455155,0.694674,0.012053
52,87,0.466586,0.698497,0.458279,0.656106,0.043197
54,125,0.855571,0.026327,0.819717,0.043672,0.039829
54,82,0.855571,0.026327,0.894470,0.020686,0.039305
58,124,0.802690,0.624751,0.810677,0.672000,0.047920
58,139,0.802690,0.624751,0.840813,0.638085,0.040388
58,64,0.802690,0.624751,0.840388,0.606843,0.041735
58,94,0.802690,0.624751,0.838870,0.636075,0.037912
