i%0,j%1,lat.i,lon.i,lat.j,lon.j,distance
0,149,0.103592,0.783721,0.086756,0.774611,0.019142
1,26,0.071529,0.297524,0.067956,0.312886,0.015772
10,92,0.804166,0.529853,0.805372,0.559150,0.029322
10,94,0.804166,0.529853,0.793452,0.586207,0.057364
10,98,0.804166,0.529853,0.766350,0.565355,0.051870
105,119,0.472122,0.087545,0.421989,0.054684,0.059943
106,135,0.368095,0.938287,0.376928,0.950322,0.014929
107,140,0.874860,0.455229,0.882655,0.426835,0.029445
109,124,0.081974,0.022255,0.135842,0.006496,0.056126
11,107,0.878015,0.412109,0.874860,0.455229,0.043236
11,126,0.878015,0.412109,0.868753,0.388469,0.025389
11,13,0.878015,0.412109,0.926367,0.390814,0.052833
11,140,0.878015,0.412109,0.882655,0.426835,0.015440
117,144,0.921501,0.538855,0.876247,0.515797,0.050790
118,132,0.304718,0.754520,0.309753,0.794800,0.040594
119,129,0.421989,0.054684,0.368117,0.034745,0.057443
12,38,0.332870,0.660429,0.314008,0.695773,0.040062
12,50,0.332870,0.660429,0.344181,0.612781,0.048972
123,138,0.387173,0.499784,0.376313,0.515434,0.019049
125,136,0.952055,0.375734,0.940850,0.381130,0.012436
126,140,0.868753,0.388469,0.882655,0.426835,0.040807
13,125,0.926367,0.390814,0.952055,0.375734,0.029787
13,126,0.926367,0.390814,0.868753,0.388469,0.057661
13,136,0.926367,0.390814,0.940850,0.381130,0.017423
13,140,0.926367,0.390814,0.882655,0.426835,0.056641
13,21,0.926367,0.390814,0.947097,0.340850,0.054094
14,65,0.853451,0.602135,0.900540,0.634115,0.056922
141,143,0.422837,0.235929,0.456003,0.249087,0.035682
15,104,0.329092,0.267848,0.353915,0.281174,0.028174
17,25,0.508338,0.850976,0.501427,0.812447,0.039144
18,142,0.898890,0.146466,0.899584,0.120995,0.025481
18,81,0.898890,0.146466,0.935685,0.158014,0.038565
19,129,0.334816,0.065187,0.368117,0.034745,0.045119
21,125,0.947097,0.340850,0.952055,0.375734,0.035234
21,136,0.947097,0.340850,0.940850,0.381130,0.040761
22,137,0.802730,0.044876,0.758716,0.058753,0.046149
