i%0,j%1,lat.i,lon.i,lat.j,lon.j,distance
0,144,0.873476,0.583121,0.913899,0.591087,0.041200
0,157,0.873476,0.583121,0.891877,0.573653,0.020695
0,164,0.873476,0.583121,0.886682,0.664955,0.082893
0,18,0.873476,0.583121,0.968083,0.539878,0.104022
0,180,0.873476,0.583121,0.807059,0.563630,0.069218
0,189,0.873476,0.583121,0.962028,0.593958,0.089213
0,197,0.873476,0.583121,0.801608,0.661262,0.106165
0,2,0.873476,0.583121,0.880350,0.605269,0.023190
0,329,0.873476,0.583121,0.806272,0.549493,0.075148
0,340,0.873476,0.583121,0.931647,0.611548,0.064745
0,388,0.873476,0.583121,0.868976,0.665626,0.082628
0,70,0.873476,0.583121,0.976468,0.618892,0.109028
0,84,0.873476,0.583121,0.878978,0.586666,0.006545
1,119,0.576856,0.257034,0.558790,0.269530,0.021966
1,137,0.576856,0.257034,0.644301,0.252038,0.067630
1,170,0.576856,0.257034,0.659603,0.327005,0.108365
1,176,0.576856,0.257034,0.621393,0.238437,0.048264
1,177,0.576856,0.257034,0.673795,0.252361,0.097051
1,241,0.576856,0.257034,0.601227,0.333008,0.079787
1,259,0.576856,0.257034,0.603256,0.347708,0.094438
1,287,0.576856,0.257034,0.587540,0.319735,0.063605
1,330,0.576856,0.257034,0.660966,0.288119,0.089670
1,380,0.576856,0.257034,0.630232,0.291200,0.063375
1,60,0.576856,0.257034,0.650552,0.179234,0.107163
1,65,0.576856,0.257034,0.503351,0.299829,0.085055
1,68,0.576856,0.257034,0.511006,0.257863,0.065855
1,75,0.576856,0.257034,0.580022,0.237536,0.019754
1,78,0.576856,0.257034,0.537498,0.353218,0.103925
1,94,0.576856,0.257034,0.541427,0.280889,0.042711
10,121,0.780468,0.939473,0.756294,0.854776,0.088080
10,140,0.780468,0.939473,0.789826,0.888201,0.052119
10,143,0.780468,0.939473,0.859526,0.864633,0.108863
10,154,0.780468,0.939473,0.790585,0.983896,0.045560
10,201,0.780468,0.939473,0.768116,0.856156,0.084228
10,306,0.780468,0.939473,0.849439,0.978410,0.079203
10,31,0.780468,0.939473,0.717864,0.896525,0.075920
10,399,0.780468,0.939473,0.753784,0.984380,0.052237
100,113,0.602142,0.433919,0.545612,0.508746,0.093780
100,150,0.602142,0.433919,0.679861,0.392884,0.087887
100,153,0.602142,0.433919,0.668081,0.488091,0.085339
100,166,0.602142,0.433919,0.535960,0.497415,0.091715
100,184,0.602142,0.433919,0.512654,0.425221,0.089909
100,193,0.602142,0.433919,0.695802,0.455824,0.096187
100,218,0.602142,0.433919,0.557053,0.503047,0.082533
100,241,0.602142,0.433919,0.601227,0.333008,0.100915
100,259,0.602142,0.433919,0.603256,0.347708,0.086219
100,268,0.602142,0.433919,0.675117,0.357717,0.105509
100,278,0.602142,0.433919,0.659746,0.395102,0.069462
100,314,0.602142,0.433919,0.594989,0.420213,0.015460
100,328,0.602142,0.433919,0.628144,0.412028,0.033990
100,338,0.602142,0.433919,0.555832,0.480328,0.065562
100,357,0.602142,0.433919,0.613871,0.512548,0.079499
100,362,0.602142,0.433919,0.690788,0.433262,0.088649
100,378,0.602142,0.433919,0.639018,0.412621,0.042584
100,387,0.602142,0.433919,0.642155,0.531764,0.105710
101,114,0.361540,0.698693,0.320300,0.798650,0.108131
101,123,0.361540,0.698693,0.465408,0.699131,0.103868
101,145,0.361540,0.698693,0.458652,0.697498,0.097119
101,151,0.361540,0.698693,0.442152,0.663008,0.088157
101,168,0.361540,0.698693,0.312372,0.739171,0.063687
101,171,0.361540,0.698693,0.421365,0.719070,0.063200
101,226,0.361540,0.698693,0.439105,0.665491,0.084373
101,238,0.361540,0.698693,0.424411,0.661176,0.073214
101,334,0.361540,0.698693,0.315959,0.730761,0.055732
101,342,0.361540,0.698693,0.335868,0.688078,0.027781
102,194,0.390173,0.435979,0.450710,0.394465,0.073404
102,215,0.390173,0.435979,0.439674,0.444821,0.050285
102,235,0.390173,0.435979,0.340391,0.520194,0.097828
102,254,0.390173,0.435979,0.455812,0.404613,0.072749
102,324,0.390173,0.435979,0.421405,0.424556,0.033255
102,343,0.390173,0.435979,0.409292,0.485795,0.053359
102,353,0.390173,0.435979,0.321502,0.521116,0.109380
103,183,0.063764,0.085329,0.041785,0.161124,0.078917
103,200,0.063764,0.085329,0.000390,0.068710,0.065517
103,245,0.063764,0.085329,0.034784,0.026439,0.065635
103,276,0.063764,0.085329,0.019302,0.077871,0.045084
103,310,0.063764,0.085329,0.106870,0.172614,0.097349
103,319,0.063764,0.085329,0.117313,0.107704,0.058036
103,321,0.063764,0.085329,0.061303,0.175066,0.089771
103,327,0.063764,0.085329,0.146663,0.063651,0.085686
103,339,0.063764,0.085329,0.151823,0.139575,0.103426
103,354,0.063764,0.085329,0.041017,0.186653,0.103845
103,369,0.063764,0.085329,0.045734,0.110213,0.030729
103,396,0.063764,0.085329,0.161467,0.131512,0.108068
104,107,0.708772,0.778981,0.742765,0.820909,0.053977
104,121,0.708772,0.778981,0.756294,0.854776,0.089461
104,122,0.708772,0.778981,0.620753,0.842592,0.108599
104,167,0.708772,0.778981,0.620342,0.839577,0.107199
104,201,0.708772,0.778981,0.768116,0.856156,0.097353
104,247,0.708772,0.778981,0.646855,0.708820,0.093575
104,271,0.708772,0.778981,0.722899,0.760320,0.023405
104,292,0.708772,0.778981,0.701489,0.856624,0.077984
104,318,0.708772,0.778981,0.624089,0.838365,0.103430
104,355,0.708772,0.778981,0.690926,0.768961,0.020467
104,382,0.708772,0.778981,0.759886,0.681959,0.109663
105,136,0.162725,0.858656,0.237275,0.879454,0.077397
105,147,0.162725,0.858656,0.186290,0.839938,0.030094
105,155,0.162725,0.858656,0.145257,0.873660,0.023027
105,158,0.162725,0.858656,0.106745,0.884081,0.061483
105,191,0.162725,0.858656,0.104212,0.807508,0.077716
105,207,0.162725,0.858656,0.132979,0.935834,0.082712
105,222,0.162725,0.858656,0.128458,0.946673,0.094453
105,251,0.162725,0.858656,0.135318,0.802212,0.062746
105,304,0.162725,0.858656,0.216715,0.849437,0.054772
105,317,0.162725,0.858656,0.072149,0.909442,0.103842
105,320,0.162725,0.858656,0.167454,0.917265,0.058800
105,349,0.162725,0.858656,0.215680,0.905425,0.070652
105,368,0.162725,0.858656,0.099811,0.818428,0.074675
105,384,0.162725,0.858656,0.124864,0.913960,0.067022
105,398,0.162725,0.858656,0.101509,0.849980,0.061827
106,112,0.951099,0.324560,0.924152,0.288199,0.045258
106,128,0.951099,0.324560,0.901003,0.270436,0.073750
106,131,0.951099,0.324560,0.918101,0.279542,0.055816
106,146,0.951099,0.324560,0.939827,0.256593,0.068896
106,172,0.951099,0.324560,0.973735,0.227317,0.099843
106,229,0.951099,0.324560,0.944161,0.237042,0.087793
107,121,0.742765,0.820909,0.756294,0.854776,0.036469
107,140,0.742765,0.820909,0.789826,0.888201,0.082115
107,201,0.742765,0.820909,0.768116,0.856156,0.043416
107,271,0.742765,0.820909,0.722899,0.760320,0.063763
107,292,0.742765,0.820909,0.701489,0.856624,0.054583
107,355,0.742765,0.820909,0.690926,0.768961,0.073389
108,187,0.988111,0.935856,0.940776,0.841583,0.105488
108,198,0.988111,0.935856,0.943988,0.871538,0.077998
108,258,0.988111,0.935856,0.929168,0.923178,0.060291
108,266,0.988111,0.935856,0.907913,0.902279,0.086943
108,269,0.988111,0.935856,0.945940,0.953079,0.045552
108,375,0.988111,0.935856,0.951866,0.841531,0.101049
108,395,0.988111,0.935856,0.927859,0.999006,0.087283
109,116,0.160106,0.707965,0.094949,0.642872,0.092100
109,124,0.160106,0.707965,0.121960,0.646577,0.072275
109,161,0.160106,0.707965,0.224761,0.691393,0.066745
109,216,0.160106,0.707965,0.071386,0.643985,0.109384
109,251,0.160106,0.707965,0.135318,0.802212,0.097452
109,284,0.160106,0.707965,0.109079,0.726524,0.054298
109,303,0.160106,0.707965,0.199349,0.690239,0.043061
109,341,0.160106,0.707965,0.212286,0.630355,0.093520
109,351,0.160106,0.707965,0.225606,0.666203,0.077681
109,370,0.160106,0.707965,0.158388,0.722701,0.014836
109,379,0.160106,0.707965,0.153086,0.728896,0.022077
11,101,0.441131,0.765079,0.361540,0.698693,0.103642
11,123,0.441131,0.765079,0.465408,0.699131,0.070274
11,141,0.441131,0.765079,0.499553,0.794562,0.065440
11,145,0.441131,0.765079,0.458652,0.697498,0.069816
11,151,0.441131,0.765079,0.442152,0.663008,0.102076
11,171,0.441131,0.765079,0.421365,0.719070,0.050075
11,226,0.441131,0.765079,0.439105,0.665491,0.099609
11,238,0.441131,0.765079,0.424411,0.661176,0.105240
11,265,0.441131,0.765079,0.470314,0.725745,0.048977
11,280,0.441131,0.765079,0.461932,0.755037,0.023098
11,281,0.441131,0.765079,0.492962,0.703526,0.080469
11,283,0.441131,0.765079,0.522757,0.813949,0.095138
11,293,0.441131,0.765079,0.467389,0.771491,0.027030
11,294,0.441131,0.765079,0.543586,0.738248,0.105910
11,296,0.441131,0.765079,0.531495,0.797722,0.096080
11,61,0.441131,0.765079,0.435149,0.780951,0.016962
11,63,0.441131,0.765079,0.510078,0.840552,0.102225
11,74,0.441131,0.765079,0.507746,0.721689,0.079500
110,120,0.408556,0.172906,0.474600,0.089008,0.106774
110,125,0.408556,0.172906,0.427914,0.196367,0.030416
110,156,0.408556,0.172906,0.335364,0.159404,0.074426
110,178,0.408556,0.172906,0.387284,0.224924,0.056200
110,186,0.408556,0.172906,0.384166,0.086745,0.089546
110,219,0.408556,0.172906,0.346649,0.241494,0.092395
110,239,0.408556,0.172906,0.374386,0.234286,0.070250
110,248,0.408556,0.172906,0.369989,0.223175,0.063360
110,253,0.408556,0.172906,0.424260,0.231003,0.060182
110,282,0.408556,0.172906,0.365784,0.074536,0.107266
110,286,0.408556,0.172906,0.406785,0.099403,0.073524
110,289,0.408556,0.172906,0.329736,0.128656,0.090391
110,299,0.408556,0.172906,0.430240,0.147799,0.033175
110,305,0.408556,0.172906,0.385777,0.211175,0.044536
110,333,0.408556,0.172906,0.450577,0.215372,0.059743
110,352,0.408556,0.172906,0.427982,0.073098,0.101680
110,386,0.408556,0.172906,0.414152,0.068479,0.104577
110,394,0.408556,0.172906,0.423400,0.095641,0.078677
111,132,0.125975,0.519390,0.044673,0.456041,0.103068
111,196,0.125975,0.519390,0.173689,0.426357,0.104555
111,225,0.125975,0.519390,0.092165,0.418255,0.106637
111,227,0.125975,0.519390,0.192112,0.598287,0.102951
111,257,0.125975,0.519390,0.162048,0.468294,0.062546
111,312,0.125975,0.519390,0.188469,0.450902,0.092715
111,348,0.125975,0.519390,0.048802,0.559610,0.087025
112,128,0.924152,0.288199,0.901003,0.270436,0.029179
112,131,0.924152,0.288199,0.918101,0.279542,0.010562
112,146,0.924152,0.288199,0.939827,0.256593,0.035279
112,172,0.924152,0.288199,0.973735,0.227317,0.078518
112,209,0.924152,0.288199,0.859619,0.242121,0.079295
112,229,0.924152,0.288199,0.944161,0.237042,0.054930
112,252,0.924152,0.288199,0.953439,0.206136,0.087132
112,255,0.924152,0.288199,0.885152,0.207463,0.089662
112,277,0.924152,0.288199,0.821458,0.273025,0.103809
112,301,0.924152,0.288199,0.836306,0.227065,0.107024
113,166,0.545612,0.508746,0.535960,0.497415,0.014885
113,184,0.545612,0.508746,0.512654,0.425221,0.089792
113,204,0.545612,0.508746,0.557743,0.617969,0.109894
113,218,0.545612,0.508746,0.557053,0.503047,0.012782
113,314,0.545612,0.508746,0.594989,0.420213,0.101372
113,337,0.545612,0.508746,0.474981,0.554976,0.084415
113,338,0.545612,0.508746,0.555832,0.480328,0.030200
113,357,0.545612,0.508746,0.613871,0.512548,0.068365
113,367,0.545612,0.508746,0.522699,0.561926,0.057906
113,387,0.545612,0.508746,0.642155,0.531764,0.099249
114,139,0.320300,0.798650,0.273438,0.768578,0.055681
114,163,0.320300,0.798650,0.295240,0.827968,0.038568
114,168,0.320300,0.798650,0.312372,0.739171,0.060006
114,208,0.320300,0.798650,0.303778,0.810444,0.020300
114,228,0.320300,0.798650,0.341773,0.864857,0.069602
114,246,0.320300,0.798650,0.363719,0.844871,0.063416
114,288,0.320300,0.798650,0.290368,0.788346,0.031656
114,290,0.320300,0.798650,0.299685,0.846401,0.052011
114,334,0.320300,0.798650,0.315959,0.730761,0.068028
114,344,0.320300,0.798650,0.309875,0.864420,0.066591
114,346,0.320300,0.798650,0.345536,0.899170,0.103639
115,152,0.651301,0.042266,0.687829,0.002360,0.054100
115,179,0.651301,0.042266,0.582664,0.029484,0.069817
115,182,0.651301,0.042266,0.750042,0.046772,0.098844
115,199,0.651301,0.042266,0.573885,0.076316,0.084573
115,234,0.651301,0.042266,0.684266,0.058957,0.036950
115,237,0.651301,0.042266,0.642613,0.108835,0.067134
116,124,0.094949,0.642872,0.121960,0.646577,0.027263
116,216,0.094949,0.642872,0.071386,0.643985,0.023590
116,227,0.094949,0.642872,0.192112,0.598287,0.106904
116,284,0.094949,0.642872,0.109079,0.726524,0.084837
116,348,0.094949,0.642872,0.048802,0.559610,0.095196
116,359,0.094949,0.642872,0.026739,0.579574,0.093055
116,370,0.094949,0.642872,0.158388,0.722701,0.101966
116,379,0.094949,0.642872,0.153086,0.728896,0.103827
116,381,0.094949,0.642872,0.042482,0.607967,0.063018
117,127,0.233326,0.594916,0.288137,0.586416,0.055466
117,161,0.233326,0.594916,0.224761,0.691393,0.096857
117,162,0.233326,0.594916,0.263667,0.609912,0.033845
117,227,0.233326,0.594916,0.192112,0.598287,0.041352
117,275,0.233326,0.594916,0.244216,0.581782,0.017061
117,298,0.233326,0.594916,0.236732,0.514654,0.080334
117,303,0.233326,0.594916,0.199349,0.690239,0.101198
117,341,0.233326,0.594916,0.212286,0.630355,0.041214
117,351,0.233326,0.594916,0.225606,0.666203,0.071704
118,216,0.003777,0.564359,0.071386,0.643985,0.104457
118,348,0.003777,0.564359,0.048802,0.559610,0.045275
118,359,0.003777,0.564359,0.026739,0.579574,0.027546
118,381,0.003777,0.564359,0.042482,0.607967,0.058308
119,137,0.558790,0.269530,0.644301,0.252038,0.087281
119,176,0.558790,0.269530,0.621393,0.238437,0.069899
119,241,0.558790,0.269530,0.601227,0.333008,0.076357
119,259,0.558790,0.269530,0.603256,0.347708,0.089939
119,287,0.558790,0.269530,0.587540,0.319735,0.057854
119,330,0.558790,0.269530,0.660966,0.288119,0.103853
119,380,0.558790,0.269530,0.630232,0.291200,0.074656
12,101,0.330000,0.730740,0.361540,0.698693,0.044965
12,114,0.330000,0.730740,0.320300,0.798650,0.068600
12,139,0.330000,0.730740,0.273438,0.768578,0.068051
12,163,0.330000,0.730740,0.295240,0.827968,0.103254
12,168,0.330000,0.730740,0.312372,0.739171,0.019541
12,171,0.330000,0.730740,0.421365,0.719070,0.092107
12,20,0.330000,0.730740,0.273537,0.708204,0.060795
12,208,0.330000,0.730740,0.303778,0.810444,0.083907
12,288,0.330000,0.730740,0.290368,0.788346,0.069922
12,29,0.330000,0.730740,0.239215,0.719463,0.091483
12,334,0.330000,0.730740,0.315959,0.730761,0.014041
12,342,0.330000,0.730740,0.335868,0.688078,0.043064
120,186,0.474600,0.089008,0.384166,0.086745,0.090462
120,199,0.474600,0.089008,0.573885,0.076316,0.100093
120,214,0.474600,0.089008,0.380780,0.057048,0.099115
120,233,0.474600,0.089008,0.537758,0.003305,0.106461
120,273,0.474600,0.089008,0.574594,0.122540,0.105466
120,279,0.474600,0.089008,0.491604,0.074491,0.022358
120,282,0.474600,0.089008,0.365784,0.074536,0.109775
120,286,0.474600,0.089008,0.406785,0.099403,0.068607
