i%0,j%1,lat.i,lon.i,lat.j,lon.j,distance
0,5,0.779906,0.407264,0.768038,0.379309,0.030370
0,73,0.779906,0.407264,0.720778,0.415856,0.059749
1,17,0.950509,0.853554,0.985082,0.862072,0.035607
10,122,0.371615,0.701066,0.362928,0.706393,0.010190
10,55,0.371615,0.701066,0.413329,0.746708,0.061832
100,134,0.599161,0.224951,0.558285,0.280875,0.069271
101,129,0.865604,0.764541,0.846353,0.720061,0.048467
101,130,0.865604,0.764541,0.897467,0.807299,0.053325
104,118,0.735765,0.880785,0.786809,0.895520,0.053128
105,135,0.562164,0.119488,0.512974,0.113304,0.049576
105,149,0.562164,0.119488,0.530561,0.071170,0.057735
109,114,0.097250,0.013741,0.156469,0.010154,0.059328
111,119,0.068620,0.883023,0.135854,0.866075,0.069337
111,142,0.068620,0.883023,0.131660,0.880184,0.063105
116,117,0.108112,0.766613,0.101460,0.794330,0.028504
116,147,0.108112,0.766613,0.113264,0.711499,0.055354
118,139,0.786809,0.895520,0.782900,0.955166,0.059774
119,142,0.135854,0.866075,0.131660,0.880184,0.014719
12,61,0.436543,0.859558,0.445010,0.790423,0.069651
12,72,0.436543,0.859558,0.395672,0.874043,0.043362
120,133,0.494794,0.551535,0.518375,0.592076,0.046900
121,147,0.118290,0.686141,0.113264,0.711499,0.025851
125,146,0.325330,0.782823,0.369357,0.795738,0.045882
13,124,0.659354,0.106427,0.646019,0.055499,0.052644
13,49,0.659354,0.106427,0.663992,0.090443,0.016643
13,58,0.659354,0.106427,0.596495,0.110060,0.062963
13,64,0.659354,0.106427,0.687670,0.113870,0.029278
13,79,0.659354,0.106427,0.717328,0.073623,0.066611
135,144,0.512974,0.113304,0.486219,0.133647,0.033611
135,149,0.512974,0.113304,0.530561,0.071170,0.045657
14,54,0.928193,0.123220,0.884029,0.167543,0.062570
15,106,0.771585,0.044601,0.753628,0.067472,0.029078
15,42,0.771585,0.044601,0.778872,0.026077,0.019906
15,45,0.771585,0.044601,0.732862,0.080602,0.052873
15,79,0.771585,0.044601,0.717328,0.073623,0.061532
