i%0,j%1,lat.i,lon.i,lat.j,lon.j,distance
0,12,0.725438,0.440829,0.544234,0.428590,0.181617
1,14,0.517480,0.638622,0.630813,0.502054,0.177469
1,17,0.517480,0.638622,0.425353,0.775771,0.165219
11,26,0.269869,0.662589,0.358482,0.825454,0.185412
13,15,0.347439,0.778163,0.458061,0.931408,0.189001
15,17,0.458061,0.931408,0.425353,0.775771,0.159037
15,20,0.458061,0.931408,0.347439,0.778163,0.189001
16,23,0.972202,0.144429,0.798241,0.186340,0.178938
16,29,0.972202,0.144429,0.872854,0.273971,0.163252
2,6,0.275254,0.367514,0.258982,0.191829,0.176436
25,26,0.415696,0.992829,0.358482,0.825454,0.176884
3,11,0.358482,0.825454,0.269869,0.662589,0.185412
3,25,0.358482,0.825454,0.415696,0.992829,0.176884
5,10,0.409884,0.401503,0.257344,0.438549,0.156975
7,22,0.923204,0.469240,0.830900,0.602874,0.162413
