i%0,j%1,lat.i,lon.i,lat.j,lon.j,distance
1,138,0.348509,0.934515,0.341908,0.879777,0.055134
1,38,0.348509,0.934515,0.375884,0.909979,0.036761
10,135,0.474106,0.190255,0.518659,0.189180,0.044565
10,39,0.474106,0.190255,0.442155,0.150968,0.050639
100,145,0.753561,0.653740,0.716937,0.625096,0.046495
104,124,0.556507,0.509090,0.573354,0.530322,0.027104
104,143,0.556507,0.509090,0.511896,0.501451,0.045260
104,147,0.556507,0.509090,0.540606,0.540405,0.035121
107,128,0.499978,0.800863,0.484542,0.811151,0.018551
108,146,0.067617,0.825029,0.052899,0.788756,0.039144
109,125,0.865463,0.285230,0.859765,0.273583,0.012966
11,23,0.931857,0.353160,0.963045,0.367518,0.034334
114,135,0.576062,0.191635,0.518659,0.189180,0.057456
116,121,0.729430,0.237266,0.748166,0.248404,0.021796
117,130,0.331708,0.748850,0.326316,0.717906,0.031410
117,139,0.331708,0.748850,0.299452,0.773197,0.040413
12,140,0.488951,0.608679,0.490110,0.578105,0.030596
120,138,0.368018,0.859375,0.341908,0.879777,0.033136
123,133,0.961695,0.682412,0.982799,0.655318,0.034344
124,147,0.573354,0.530322,0.540606,0.540405,0.034265
127,130,0.328274,0.676626,0.326316,0.717906,0.041326
13,95,0.767993,0.903183,0.791281,0.849926,0.058126
136,137,0.091851,0.641053,0.090976,0.650153,0.009142
143,147,0.511896,0.501451,0.540606,0.540405,0.048390
15,141,0.048430,0.182346,0.070854,0.166021,0.027736
15,149,0.048430,0.182346,0.038770,0.217394,0.036356
15,26,0.048430,0.182346,0.064730,0.216412,0.037765
16,149,0.017503,0.256659,0.038770,0.217394,0.044654
18,40,0.859324,0.629741,0.867107,0.676680,0.047580
19,117,0.385427,0.766240,0.331708,0.748850,0.056464
2,87,0.017901,0.867899,0.044508,0.820459,0.054391
20,107,0.466363,0.813250,0.499978,0.800863,0.035825
20,128,0.466363,0.813250,0.484542,0.811151,0.018300
20,36,0.466363,0.813250,0.477521,0.824092,0.015557
22,73,0.059830,0.938120,0.107824,0.932215,0.048356
24,110,0.681910,0.640601,0.652448,0.692849,0.059981
24,145,0.681910,0.640601,0.716937,0.625096,0.038306
24,41,0.681910,0.640601,0.656260,0.613910,0.037018
24,64,0.681910,0.640601,0.639899,0.647266,0.042536
25,118,0.263359,0.326352,0.254104,0.310084,0.018716
25,74,0.263359,0.326352,0.290570,0.323216,0.027391
26,141,0.064730,0.216412,0.070854,0.166021,0.050762
