i%0,j%1,lat.i,lon.i,lat.j,lon.j,distance
0,22,0.637833,0.096762,0.532324,0.125716,0.109409
1,22,0.402475,0.067925,0.532324,0.125716,0.142130
10,26,0.497133,0.801920,0.387374,0.879626,0.134482
11,17,0.387784,0.491516,0.312801,0.381844,0.132855
11,18,0.387784,0.491516,0.312801,0.381844,0.132855
12,13,0.270610,0.795087,0.122693,0.911726,0.188373
12,15,0.270610,0.795087,0.250849,0.918503,0.124988
12,26,0.270610,0.795087,0.387374,0.879626,0.144154
13,15,0.122693,0.911726,0.250849,0.918503,0.128334
14,21,0.025210,0.220096,0.046723,0.061270,0.160277
15,26,0.250849,0.918503,0.387374,0.879626,0.141952
16,28,0.822124,0.001505,0.963940,0.098526,0.171828
19,22,0.629993,0.114175,0.532324,0.125716,0.098349
2,14,0.137700,0.069860,0.025210,0.220096,0.187683
2,21,0.137700,0.069860,0.046723,0.061270,0.091382
2,29,0.137700,0.069860,0.006048,0.194120,0.181033
21,29,0.046723,0.061270,0.006048,0.194120,0.138938
27,28,0.822124,0.001505,0.963940,0.098526,0.171828
3,24,0.680747,0.386201,0.596957,0.413615,0.088160
4,10,0.545864,0.914312,0.497133,0.801920,0.122502
4,20,0.545864,0.914312,0.630855,0.988052,0.112521
4,26,0.545864,0.914312,0.387374,0.879626,0.162241
5,20,0.776411,0.869797,0.630855,0.988052,0.187539
6,16,0.909469,0.060532,0.822124,0.001505,0.105419
6,27,0.909469,0.060532,0.822124,0.001505,0.105419
6,28,0.909469,0.060532,0.963940,0.098526,0.066413
7,10,0.496290,0.634199,0.497133,0.801920,0.167723
7,11,0.496290,0.634199,0.387784,0.491516,0.179254
8,17,0.308323,0.287617,0.312801,0.381844,0.094333
8,18,0.308323,0.287617,0.312801,0.381844,0.094333
9,24,0.661586,0.423764,0.596957,0.413615,0.065421
