i%0,j%1,lat.i,lon.i,lat.j,lon.j,distance
0,102,0.558084,0.762784,0.679352,0.683522,0.144874
0,108,0.558084,0.762784,0.651175,0.671911,0.130092
0,119,0.558084,0.762784,0.463117,0.716265,0.105749
0,122,0.558084,0.762784,0.491218,0.894589,0.147796
0,123,0.558084,0.762784,0.412088,0.827312,0.159621
0,131,0.558084,0.762784,0.439990,0.730551,0.122414
0,137,0.558084,0.762784,0.548605,0.614780,0.148308
0,140,0.558084,0.762784,0.627020,0.684640,0.104204
0,142,0.558084,0.762784,0.672154,0.746349,0.115248
0,148,0.558084,0.762784,0.467228,0.756604,0.091066
0,17,0.558084,0.762784,0.569633,0.719431,0.044865
0,29,0.558084,0.762784,0.502410,0.731424,0.063899
0,31,0.558084,0.762784,0.466161,0.764789,0.091945
0,43,0.558084,0.762784,0.427632,0.734752,0.133430
0,46,0.558084,0.762784,0.415843,0.787062,0.144298
0,53,0.558084,0.762784,0.499701,0.741213,0.062241
0,56,0.558084,0.762784,0.446653,0.659188,0.152148
0,70,0.558084,0.762784,0.661621,0.672990,0.137051
0,81,0.558084,0.762784,0.441162,0.610138,0.192280
0,84,0.558084,0.762784,0.475432,0.658592,0.132994
1,102,0.697480,0.605940,0.679352,0.683522,0.079671
1,106,0.697480,0.605940,0.729358,0.448341,0.160791
1,108,0.697480,0.605940,0.651175,0.671911,0.080599
1,112,0.697480,0.605940,0.625905,0.537058,0.099336
1,134,0.697480,0.605940,0.757776,0.657614,0.079409
1,137,0.697480,0.605940,0.548605,0.614780,0.149137
1,140,0.697480,0.605940,0.627020,0.684640,0.105633
1,142,0.697480,0.605940,0.672154,0.746349,0.142674
1,145,0.697480,0.605940,0.731057,0.594158,0.035585
1,17,0.697480,0.605940,0.569633,0.719431,0.170953
1,18,0.697480,0.605940,0.880378,0.619401,0.183393
1,22,0.697480,0.605940,0.583707,0.555957,0.124268
1,5,0.697480,0.605940,0.649916,0.575577,0.056429
1,52,0.697480,0.605940,0.802535,0.566876,0.112083
1,54,0.697480,0.605940,0.729742,0.647093,0.052292
1,58,0.697480,0.605940,0.680238,0.517201,0.090399
1,6,0.697480,0.605940,0.763654,0.764717,0.172014
1,70,0.697480,0.605940,0.661621,0.672990,0.076036
1,72,0.697480,0.605940,0.662726,0.462352,0.147734
10,105,0.640467,0.248650,0.583095,0.361556,0.126647
10,113,0.640467,0.248650,0.634043,0.407366,0.158847
10,117,0.640467,0.248650,0.561953,0.161841,0.117048
10,118,0.640467,0.248650,0.527825,0.225222,0.115053
10,126,0.640467,0.248650,0.647808,0.401725,0.153251
10,128,0.640467,0.248650,0.554637,0.093223,0.177550
10,136,0.640467,0.248650,0.500634,0.128992,0.184042
10,139,0.640467,0.248650,0.444301,0.233825,0.196726
10,141,0.640467,0.248650,0.493174,0.328288,0.167444
10,144,0.640467,0.248650,0.484480,0.137414,0.191587
10,16,0.640467,0.248650,0.458290,0.320332,0.195773
10,23,0.640467,0.248650,0.717762,0.307371,0.097070
10,34,0.640467,0.248650,0.478764,0.330591,0.181280
10,40,0.640467,0.248650,0.564050,0.402713,0.171975
10,42,0.640467,0.248650,0.693744,0.161793,0.101894
10,51,0.640467,0.248650,0.581466,0.382328,0.146120
10,66,0.640467,0.248650,0.686699,0.211036,0.059600
10,71,0.640467,0.248650,0.766308,0.306493,0.138498
10,88,0.640467,0.248650,0.593375,0.141085,0.117422
10,98,0.640467,0.248650,0.644436,0.291731,0.043264
100,107,0.731134,0.896140,0.648040,0.947932,0.097913
100,142,0.731134,0.896140,0.672154,0.746349,0.160985
101,124,0.950514,0.723987,0.933748,0.738098,0.021914
101,132,0.950514,0.723987,0.939298,0.869187,0.145633
101,147,0.950514,0.723987,0.990089,0.724578,0.039580
102,108,0.679352,0.683522,0.651175,0.671911,0.030476
102,112,0.679352,0.683522,0.625905,0.537058,0.155911
102,134,0.679352,0.683522,0.757776,0.657614,0.082592
102,137,0.679352,0.683522,0.548605,0.614780,0.147717
102,140,0.679352,0.683522,0.627020,0.684640,0.052345
102,142,0.679352,0.683522,0.672154,0.746349,0.063238
102,145,0.679352,0.683522,0.731057,0.594158,0.103244
103,114,0.854291,0.019978,0.922350,0.178983,0.172957
103,116,0.854291,0.019978,0.768393,0.062158,0.095696
103,120,0.854291,0.019978,0.828680,0.077619,0.063075
104,106,0.843286,0.304061,0.729358,0.448341,0.183838
104,114,0.843286,0.304061,0.922350,0.178983,0.147972
104,115,0.843286,0.304061,0.817556,0.416536,0.115380
104,125,0.843286,0.304061,0.946474,0.324339,0.105162
104,129,0.843286,0.304061,0.985940,0.386512,0.164767
105,106,0.583095,0.361556,0.729358,0.448341,0.170072
105,112,0.583095,0.361556,0.625905,0.537058,0.180647
105,113,0.583095,0.361556,0.634043,0.407366,0.068514
105,118,0.583095,0.361556,0.527825,0.225222,0.147111
105,126,0.583095,0.361556,0.647808,0.401725,0.076165
105,139,0.583095,0.361556,0.444301,0.233825,0.188624
105,141,0.583095,0.361556,0.493174,0.328288,0.095878
106,112,0.729358,0.448341,0.625905,0.537058,0.136283
106,113,0.729358,0.448341,0.634043,0.407366,0.103749
106,115,0.729358,0.448341,0.817556,0.416536,0.093758
106,126,0.729358,0.448341,0.647808,0.401725,0.093934
106,145,0.729358,0.448341,0.731057,0.594158,0.145827
