i%0,j%1,lat.i,lon.i,lat.j,lon.j,distance
1,11,0.589096,0.824111,0.429987,0.737813,0.181006
11,12,0.429987,0.737813,0.607390,0.803133,0.189046
11,19,0.429987,0.737813,0.594516,0.767500,0.167186
14,19,0.703703,0.906230,0.594516,0.767500,0.176544
14,28,0.703703,0.906230,0.537691,0.935632,0.168596
17,19,0.587354,0.956011,0.594516,0.767500,0.188647
19,28,0.594516,0.767500,0.537691,0.935632,0.177476
2,20,0.519824,0.024670,0.612888,0.162641,0.166424
20,25,0.612888,0.162641,0.488323,0.049217,0.168468
20,27,0.612888,0.162641,0.441060,0.132841,0.174393
5,20,0.488323,0.049217,0.612888,0.162641,0.168468
5,8,0.488323,0.049217,0.637751,0.115906,0.163634
8,25,0.637751,0.115906,0.488323,0.049217,0.163634
