i%0,j%1,lat.i,lon.i,lat.j,lon.j,distance
0,105,0.621646,0.727406,0.726590,0.837646,0.152204
0,111,0.621646,0.727406,0.495943,0.781099,0.136690
0,128,0.621646,0.727406,0.476670,0.661115,0.159413
0,134,0.621646,0.727406,0.567554,0.667858,0.080448
0,146,0.621646,0.727406,0.522347,0.737103,0.099772
0,17,0.621646,0.727406,0.567527,0.848084,0.132257
0,36,0.621646,0.727406,0.721061,0.605361,0.157411
0,49,0.621646,0.727406,0.636882,0.864730,0.138167
0,51,0.621646,0.727406,0.562560,0.626140,0.117243
0,8,0.621646,0.727406,0.669083,0.624683,0.113148
0,83,0.621646,0.727406,0.620683,0.795044,0.067645
0,87,0.621646,0.727406,0.565869,0.630850,0.111509
0,9,0.621646,0.727406,0.762636,0.688485,0.146264
1,11,0.335188,0.738427,0.440975,0.748441,0.106260
1,111,0.335188,0.738427,0.495943,0.781099,0.166323
1,115,0.335188,0.738427,0.184403,0.754893,0.151681
1,127,0.335188,0.738427,0.228759,0.629870,0.152025
1,128,0.335188,0.738427,0.476670,0.661115,0.161228
1,18,0.335188,0.738427,0.423954,0.627750,0.141876
1,25,0.335188,0.738427,0.369619,0.817410,0.086161
1,42,0.335188,0.738427,0.433023,0.775775,0.104721
1,66,0.335188,0.738427,0.341556,0.749387,0.012675
1,79,0.335188,0.738427,0.335606,0.830460,0.092033
1,81,0.335188,0.738427,0.203368,0.681425,0.143616
1,85,0.335188,0.738427,0.413882,0.869396,0.152793
1,88,0.335188,0.738427,0.274455,0.807182,0.091737
10,108,0.556363,0.217344,0.415088,0.139782,0.161166
10,112,0.556363,0.217344,0.507140,0.128003,0.102004
10,135,0.556363,0.217344,0.599131,0.147029,0.082300
10,137,0.556363,0.217344,0.537591,0.049328,0.169061
10,140,0.556363,0.217344,0.410919,0.285239,0.160510
10,20,0.556363,0.217344,0.572184,0.258915,0.044480
10,24,0.556363,0.217344,0.720185,0.217304,0.163822
10,29,0.556363,0.217344,0.429328,0.230689,0.127734
10,37,0.556363,0.217344,0.666740,0.269133,0.121923
10,48,0.556363,0.217344,0.677478,0.204236,0.121823
10,57,0.556363,0.217344,0.619213,0.228901,0.063904
10,58,0.556363,0.217344,0.475189,0.322042,0.132480
10,62,0.556363,0.217344,0.606386,0.307229,0.102867
10,77,0.556363,0.217344,0.480423,0.143409,0.105987
10,98,0.556363,0.217344,0.531334,0.347130,0.132178
10,99,0.556363,0.217344,0.687260,0.159491,0.143112
100,120,0.700970,0.344088,0.682663,0.498258,0.155253
100,124,0.700970,0.344088,0.775427,0.249539,0.120346
100,147,0.700970,0.344088,0.740818,0.218790,0.131482
101,102,0.377801,0.320461,0.352491,0.333574,0.028505
101,103,0.377801,0.320461,0.336359,0.197703,0.129565
101,109,0.377801,0.320461,0.246130,0.281893,0.137204
101,136,0.377801,0.320461,0.296221,0.192459,0.151789
101,140,0.377801,0.320461,0.410919,0.285239,0.048347
102,103,0.352491,0.333574,0.336359,0.197703,0.136825
102,109,0.352491,0.333574,0.246130,0.281893,0.118253
102,136,0.352491,0.333574,0.296221,0.192459,0.151920
102,140,0.352491,0.333574,0.410919,0.285239,0.075829
102,148,0.352491,0.333574,0.190724,0.319555,0.162373
103,108,0.336359,0.197703,0.415088,0.139782,0.097740
103,109,0.336359,0.197703,0.246130,0.281893,0.123406
103,117,0.336359,0.197703,0.256455,0.051385,0.166715
103,129,0.336359,0.197703,0.202391,0.129030,0.150544
103,136,0.336359,0.197703,0.296221,0.192459,0.040479
103,140,0.336359,0.197703,0.410919,0.285239,0.114985
104,133,0.029665,0.286686,0.008640,0.390315,0.105740
104,142,0.029665,0.286686,0.047164,0.204671,0.083862
104,148,0.029665,0.286686,0.190724,0.319555,0.164380
105,106,0.726590,0.837646,0.886763,0.816304,0.161589
105,110,0.726590,0.837646,0.800468,0.900777,0.097178
106,110,0.886763,0.816304,0.800468,0.900777,0.120759
106,121,0.886763,0.816304,0.882634,0.721120,0.095273
106,125,0.886763,0.816304,0.829083,0.684846,0.143555
106,130,0.886763,0.816304,0.898955,0.883324,0.068121
107,121,0.927349,0.563856,0.882634,0.721120,0.163497
107,125,0.927349,0.563856,0.829083,0.684846,0.155868
107,141,0.927349,0.563856,0.934225,0.547642,0.017611
107,149,0.927349,0.563856,0.912862,0.461193,0.103680
108,112,0.415088,0.139782,0.507140,0.128003,0.092802
108,136,0.415088,0.139782,0.296221,0.192459,0.130016
108,137,0.415088,0.139782,0.537591,0.049328,0.152279
108,140,0.415088,0.139782,0.410919,0.285239,0.145517
109,129,0.246130,0.281893,0.202391,0.129030,0.158997
109,136,0.246130,0.281893,0.296221,0.192459,0.102506
109,140,0.246130,0.281893,0.410919,0.285239,0.164823
109,148,0.246130,0.281893,0.190724,0.319555,0.066994
11,111,0.440975,0.748441,0.495943,0.781099,0.063938
11,123,0.440975,0.748441,0.475827,0.867899,0.124438
11,128,0.440975,0.748441,0.476670,0.661115,0.094339
11,134,0.440975,0.748441,0.567554,0.667858,0.150052
11,146,0.440975,0.748441,0.522347,0.737103,0.082158
11,17,0.440975,0.748441,0.567527,0.848084,0.161072
11,18,0.440975,0.748441,0.423954,0.627750,0.121885
11,25,0.440975,0.748441,0.369619,0.817410,0.099239
11,42,0.440975,0.748441,0.433023,0.775775,0.028467
11,45,0.440975,0.748441,0.480280,0.883996,0.141139
11,66,0.440975,0.748441,0.341556,0.749387,0.099424
11,79,0.440975,0.748441,0.335606,0.830460,0.133528
11,85,0.440975,0.748441,0.413882,0.869396,0.123953
110,130,0.800468,0.900777,0.898955,0.883324,0.100022
111,123,0.495943,0.781099,0.475827,0.867899,0.089100
111,128,0.495943,0.781099,0.476670,0.661115,0.121523
111,134,0.495943,0.781099,0.567554,0.667858,0.133983
111,146,0.495943,0.781099,0.522347,0.737103,0.051311
112,135,0.507140,0.128003,0.599131,0.147029,0.093939
112,137,0.507140,0.128003,0.537591,0.049328,0.084362
112,144,0.507140,0.128003,0.586009,0.012411,0.139934
113,119,0.148522,0.992322,0.203811,0.905622,0.102829
114,138,0.015486,0.785440,0.144934,0.798495,0.130105
115,119,0.184403,0.754893,0.203811,0.905622,0.151973
115,127,0.184403,0.754893,0.228759,0.629870,0.132658
115,138,0.184403,0.754893,0.144934,0.798495,0.058813
116,120,0.534087,0.419806,0.682663,0.498258,0.168017
116,145,0.534087,0.419806,0.523970,0.476312,0.057405
117,129,0.256455,0.051385,0.202391,0.129030,0.094614
117,131,0.256455,0.051385,0.192366,0.007952,0.077420
117,136,0.256455,0.051385,0.296221,0.192459,0.146572
118,127,0.258052,0.539100,0.228759,0.629870,0.095380
118,132,0.258052,0.539100,0.105050,0.521746,0.153983
