i%0,j%1,lat.i,lon.i,lat.j,lon.j,distance
0,140,0.022357,0.199255,0.106120,0.239658,0.092998
0,33,0.022357,0.199255,0.015052,0.288610,0.089652
1,110,0.908593,0.150412,0.969655,0.188964,0.072214
1,116,0.908593,0.150412,0.835956,0.205221,0.090995
1,127,0.908593,0.150412,0.808944,0.137835,0.100440
1,172,0.908593,0.150412,0.896262,0.169528,0.022748
1,221,0.908593,0.150412,0.926040,0.167603,0.024493
1,47,0.908593,0.150412,0.936000,0.064003,0.090652
1,72,0.908593,0.150412,0.837734,0.186706,0.079613
10,127,0.848597,0.050310,0.808944,0.137835,0.096088
10,152,0.848597,0.050310,0.768200,0.075303,0.084192
10,17,0.848597,0.050310,0.753490,0.066568,0.096487
10,193,0.848597,0.050310,0.759705,0.108481,0.106233
10,38,0.848597,0.050310,0.764725,0.078661,0.088534
10,47,0.848597,0.050310,0.936000,0.064003,0.088469
100,161,0.228044,0.272268,0.121010,0.267033,0.107162
100,218,0.228044,0.272268,0.226331,0.194944,0.077343
101,110,0.988282,0.270071,0.969655,0.188964,0.083219
101,134,0.988282,0.270071,0.905860,0.323971,0.098481
101,136,0.988282,0.270071,0.986384,0.289521,0.019542
101,206,0.988282,0.270071,0.992866,0.223345,0.046951
101,211,0.988282,0.270071,0.926375,0.348282,0.099746
101,236,0.988282,0.270071,0.960087,0.337973,0.073523
102,121,0.397472,0.899421,0.339011,0.929733,0.065852
102,156,0.397472,0.899421,0.494732,0.931382,0.102377
102,171,0.397472,0.899421,0.320276,0.933761,0.084489
102,228,0.397472,0.899421,0.397849,0.963091,0.063671
102,247,0.397472,0.899421,0.434884,0.996861,0.104375
103,158,0.027257,0.972072,0.088051,0.989963,0.063372
103,227,0.027257,0.972072,0.109100,0.961633,0.082506
104,108,0.310099,0.712321,0.373022,0.732957,0.066221
104,125,0.310099,0.712321,0.351331,0.732564,0.045933
104,128,0.310099,0.712321,0.377741,0.767201,0.087105
104,181,0.310099,0.712321,0.350225,0.664287,0.062589
104,207,0.310099,0.712321,0.295282,0.689597,0.027128
104,208,0.310099,0.712321,0.284550,0.762234,0.056072
104,239,0.310099,0.712321,0.333861,0.638814,0.077252
105,111,0.667251,0.516541,0.643601,0.490999,0.034810
105,122,0.667251,0.516541,0.645300,0.458924,0.061657
105,130,0.667251,0.516541,0.597919,0.508165,0.069836
105,137,0.667251,0.516541,0.751992,0.451427,0.106869
105,159,0.667251,0.516541,0.676333,0.539533,0.024720
105,163,0.667251,0.516541,0.711059,0.498246,0.047475
105,175,0.667251,0.516541,0.646609,0.517660,0.020672
105,179,0.667251,0.516541,0.631790,0.491091,0.043649
105,201,0.667251,0.516541,0.670938,0.468072,0.048609
105,220,0.667251,0.516541,0.626858,0.419421,0.105185
106,116,0.830308,0.244974,0.835956,0.205221,0.040152
106,127,0.830308,0.244974,0.808944,0.137835,0.109248
106,134,0.830308,0.244974,0.905860,0.323971,0.109310
106,157,0.830308,0.244974,0.783841,0.288690,0.063798
106,172,0.830308,0.244974,0.896262,0.169528,0.100210
107,120,0.499812,0.003720,0.579883,0.057328,0.096359
107,176,0.499812,0.003720,0.487060,0.086094,0.083355
108,125,0.373022,0.732957,0.351331,0.732564,0.021695
108,128,0.373022,0.732957,0.377741,0.767201,0.034567
108,181,0.373022,0.732957,0.350225,0.664287,0.072356
108,207,0.373022,0.732957,0.295282,0.689597,0.089015
108,208,0.373022,0.732957,0.284550,0.762234,0.093191
108,239,0.373022,0.732957,0.333861,0.638814,0.101963
109,150,0.837447,0.789180,0.919823,0.839338,0.096445
109,219,0.837447,0.789180,0.863014,0.753859,0.043603
109,229,0.837447,0.789180,0.763764,0.773203,0.075395
11,147,0.296813,0.174265,0.196357,0.141699,0.105603
11,168,0.296813,0.174265,0.360971,0.133399,0.076068
11,210,0.296813,0.174265,0.231798,0.091089,0.105571
11,218,0.296813,0.174265,0.226331,0.194944,0.073454
11,25,0.296813,0.174265,0.315931,0.212144,0.042430
11,30,0.296813,0.174265,0.311947,0.207168,0.036217
11,39,0.296813,0.174265,0.293271,0.158268,0.016385
11,66,0.296813,0.174265,0.285367,0.084355,0.090636
110,136,0.969655,0.188964,0.986384,0.289521,0.101939
110,172,0.969655,0.188964,0.896262,0.169528,0.075923
110,206,0.969655,0.188964,0.992866,0.223345,0.041482
110,221,0.969655,0.188964,0.926040,0.167603,0.048565
111,122,0.643601,0.490999,0.645300,0.458924,0.032119
111,130,0.643601,0.490999,0.597919,0.508165,0.048802
111,135,0.643601,0.490999,0.637475,0.387542,0.103638
111,159,0.643601,0.490999,0.676333,0.539533,0.058540
111,163,0.643601,0.490999,0.711059,0.498246,0.067846
111,175,0.643601,0.490999,0.646609,0.517660,0.026830
111,179,0.643601,0.490999,0.631790,0.491091,0.011812
111,201,0.643601,0.490999,0.670938,0.468072,0.035678
111,220,0.643601,0.490999,0.626858,0.419421,0.073510
112,137,0.818087,0.400228,0.751992,0.451427,0.083606
112,216,0.818087,0.400228,0.883142,0.476346,0.100131
112,217,0.818087,0.400228,0.915026,0.391507,0.097330
113,143,0.521629,0.162201,0.542468,0.190004,0.034745
113,169,0.521629,0.162201,0.573180,0.172454,0.052561
113,176,0.521629,0.162201,0.487060,0.086094,0.083590
113,195,0.521629,0.162201,0.596456,0.142709,0.077324
113,202,0.521629,0.162201,0.568656,0.119134,0.063768
113,243,0.521629,0.162201,0.462913,0.230578,0.090127
114,142,0.180909,0.888508,0.159293,0.887602,0.021635
114,227,0.180909,0.888508,0.109100,0.961633,0.102488
115,162,0.265264,0.001115,0.311911,0.040776,0.061229
115,210,0.265264,0.001115,0.231798,0.091089,0.095995
115,214,0.265264,0.001115,0.325553,0.058011,0.082897
115,223,0.265264,0.001115,0.163546,0.007007,0.101888
116,127,0.835956,0.205221,0.808944,0.137835,0.072598
116,157,0.835956,0.205221,0.783841,0.288690,0.098402
116,172,0.835956,0.205221,0.896262,0.169528,0.070077
116,221,0.835956,0.205221,0.926040,0.167603,0.097623
117,154,0.389892,0.280927,0.453753,0.275549,0.064087
117,199,0.389892,0.280927,0.460726,0.311204,0.077034
117,234,0.389892,0.280927,0.399690,0.219445,0.062257
117,243,0.389892,0.280927,0.462913,0.230578,0.088697
117,248,0.389892,0.280927,0.347694,0.303435,0.047825
118,139,0.370909,0.530523,0.278558,0.549260,0.094233
118,185,0.370909,0.530523,0.366864,0.599689,0.069285
118,249,0.370909,0.530523,0.389951,0.450603,0.082157
119,126,0.037098,0.385095,0.010031,0.441193,0.062287
119,144,0.037098,0.385095,0.129148,0.327585,0.108539
119,164,0.037098,0.385095,0.086601,0.354774,0.058051
119,170,0.037098,0.385095,0.057396,0.406854,0.029757
119,183,0.037098,0.385095,0.020451,0.405878,0.026628
119,198,0.037098,0.385095,0.002326,0.309204,0.083478
12,109,0.887644,0.699648,0.837447,0.789180,0.102643
12,188,0.887644,0.699648,0.802126,0.684644,0.086824
12,190,0.887644,0.699648,0.949332,0.722867,0.065913
12,209,0.887644,0.699648,0.949410,0.641580,0.084776
12,215,0.887644,0.699648,0.882111,0.608308,0.091508
12,219,0.887644,0.699648,0.863014,0.753859,0.059543
120,176,0.579883,0.057328,0.487060,0.086094,0.097178
120,195,0.579883,0.057328,0.596456,0.142709,0.086975
120,202,0.579883,0.057328,0.568656,0.119134,0.062817
121,171,0.339011,0.929733,0.320276,0.933761,0.019163
121,228,0.339011,0.929733,0.397849,0.963091,0.067636
122,130,0.645300,0.458924,0.597919,0.508165,0.068335
122,135,0.645300,0.458924,0.637475,0.387542,0.071810
122,137,0.645300,0.458924,0.751992,0.451427,0.106955
122,159,0.645300,0.458924,0.676333,0.539533,0.086376
122,163,0.645300,0.458924,0.711059,0.498246,0.076619
122,175,0.645300,0.458924,0.646609,0.517660,0.058750
122,179,0.645300,0.458924,0.631790,0.491091,0.034888
