i%0,j%1,lat.i,lon.i,lat.j,lon.j,distance
1,17,0.586648,0.937174,0.708472,0.800802,0.182862
1,18,0.586648,0.937174,0.708472,0.800802,0.182862
1,21,0.586648,0.937174,0.594978,0.774292,0.163095
13,17,0.586648,0.937174,0.708472,0.800802,0.182862
13,18,0.586648,0.937174,0.708472,0.800802,0.182862
13,21,0.586648,0.937174,0.594978,0.774292,0.163095
14,19,0.533339,0.315033,0.694312,0.254297,0.172050
15,24,0.349808,0.245876,0.482694,0.357481,0.173535
16,21,0.499399,0.903069,0.594978,0.774292,0.160371
2,26,0.496379,0.289131,0.346779,0.363511,0.167071
3,10,0.386942,0.761915,0.278984,0.620066,0.178259
3,16,0.386942,0.761915,0.499399,0.903069,0.180475
