i%0,j%1,lat.i,lon.i,lat.j,lon.j,distance
0,2,0.748311,0.012482,0.850654,0.171581,0.189173
0,26,0.748311,0.012482,0.823454,0.141711,0.149488
10,22,0.006090,0.578894,0.188150,0.558135,0.183239
11,12,0.638103,0.035687,0.477862,0.091488,0.169678
16,26,0.748311,0.012482,0.823454,0.141711,0.149488
17,22,0.030563,0.465459,0.188150,0.558135,0.182818
18,23,0.693191,0.571845,0.556092,0.463813,0.174548
2,16,0.850654,0.171581,0.748311,0.012482,0.189173
2,20,0.850654,0.171581,0.711713,0.255965,0.162558
2,27,0.850654,0.171581,0.711713,0.255965,0.162558
20,26,0.711713,0.255965,0.823454,0.141711,0.159812
26,27,0.823454,0.141711,0.711713,0.255965,0.159812
3,18,0.556092,0.463813,0.693191,0.571845,0.174548
4,25,0.612254,0.676495,0.494075,0.778710,0.156251
5,8,0.284192,0.330972,0.379431,0.187051,0.172580
7,21,0.602120,0.901755,0.767792,0.888486,0.166203
7,25,0.602120,0.901755,0.494075,0.778710,0.163749
