i%0,j%1,lat.i,lon.i,lat.j,lon.j,distance
0,38,0.235141,0.578273,0.224449,0.651899,0.074398
0,44,0.235141,0.578273,0.315840,0.605037,0.085022
0,49,0.235141,0.578273,0.190985,0.513906,0.078057
0,52,0.235141,0.578273,0.249445,0.585373,0.015969
0,68,0.235141,0.578273,0.209849,0.557825,0.032523
0,72,0.235141,0.578273,0.162031,0.590935,0.074198
0,89,0.235141,0.578273,0.301294,0.587814,0.066837
0,91,0.235141,0.578273,0.186172,0.615375,0.061437
1,73,0.785652,0.931792,0.759348,0.947872,0.030829
1,85,0.785652,0.931792,0.710702,0.889192,0.086210
10,116,0.846691,0.674866,0.913913,0.721187,0.081636
10,148,0.846691,0.674866,0.917487,0.704432,0.076722
101,113,0.923308,0.063229,0.936243,0.128587,0.066625
102,121,0.405503,0.534426,0.374451,0.626230,0.096913
102,144,0.405503,0.534426,0.426947,0.595167,0.064415
102,145,0.405503,0.534426,0.396999,0.460149,0.074763
103,123,0.444223,0.757965,0.358088,0.750781,0.086433
103,125,0.444223,0.757965,0.438429,0.815630,0.057955
103,135,0.444223,0.757965,0.422787,0.752023,0.022244
104,107,0.669623,0.462646,0.673361,0.438748,0.024189
105,128,0.897295,0.332247,0.869800,0.386336,0.060676
106,127,0.739703,0.170436,0.722459,0.149775,0.026912
106,137,0.739703,0.170436,0.661979,0.228125,0.096793
109,112,0.375876,0.191276,0.373326,0.238238,0.047031
109,124,0.375876,0.191276,0.289399,0.171911,0.088620
109,143,0.375876,0.191276,0.303632,0.194743,0.072327
11,101,0.823982,0.059585,0.923308,0.063229,0.099393
11,43,0.823982,0.059585,0.781602,0.147431,0.097534
11,79,0.823982,0.059585,0.814046,0.142778,0.083785
111,126,0.072033,0.067064,0.045408,0.138540,0.076274
111,132,0.072033,0.067064,0.133441,0.112730,0.076526
111,140,0.072033,0.067064,0.156488,0.062068,0.084603
112,143,0.373326,0.238238,0.303632,0.194743,0.082153
115,120,0.631357,0.175853,0.634880,0.159364,0.016862
115,127,0.631357,0.175853,0.722459,0.149775,0.094762
115,137,0.631357,0.175853,0.661979,0.228125,0.060581
116,118,0.913913,0.721187,0.947711,0.768644,0.058262
116,148,0.913913,0.721187,0.917487,0.704432,0.017132
118,148,0.947711,0.768644,0.917487,0.704432,0.070970
119,130,0.595624,0.998469,0.603031,0.931271,0.067605
12,146,0.051273,0.621658,0.137429,0.600750,0.088656
12,46,0.051273,0.621658,0.058315,0.587092,0.035275
120,127,0.634880,0.159364,0.722459,0.149775,0.088103
120,137,0.634880,0.159364,0.661979,0.228125,0.073909
121,144,0.374451,0.626230,0.426947,0.595167,0.060998
122,147,0.506148,0.093841,0.424835,0.052001,0.091446
123,135,0.358088,0.750781,0.422787,0.752023,0.064710
124,143,0.289399,0.171911,0.303632,0.194743,0.026905
125,135,0.438429,0.815630,0.422787,0.752023,0.065502
126,132,0.045408,0.138540,0.133441,0.112730,0.091739
127,137,0.722459,0.149775,0.661979,0.228125,0.098978
129,134,0.580825,0.275951,0.538762,0.356809,0.091144
129,137,0.580825,0.275951,0.661979,0.228125,0.094198
13,15,0.261382,0.450685,0.203111,0.468532,0.060943
13,49,0.261382,0.450685,0.190985,0.513906,0.094618
13,67,0.261382,0.450685,0.324845,0.402475,0.079698
13,87,0.261382,0.450685,0.173818,0.451657,0.087569
130,138,0.603031,0.931271,0.523441,0.907661,0.083018
130,139,0.603031,0.931271,0.512396,0.912932,0.092471
131,133,0.073901,0.346658,0.015697,0.327280,0.061346
132,140,0.133441,0.112730,0.156488,0.062068,0.055657
138,139,0.523441,0.907661,0.512396,0.912932,0.012237
14,109,0.394943,0.262363,0.375876,0.191276,0.073599
14,112,0.394943,0.262363,0.373326,0.238238,0.032393
14,45,0.394943,0.262363,0.374671,0.172795,0.091833
14,54,0.394943,0.262363,0.400601,0.344833,0.082664
14,60,0.394943,0.262363,0.339193,0.325266,0.084053
14,93,0.394943,0.262363,0.336370,0.303597,0.071632
141,147,0.388608,0.083233,0.424835,0.052001,0.047831
142,149,0.982283,0.922907,0.925727,0.973419,0.075829
15,49,0.203111,0.468532,0.190985,0.513906,0.046966
15,55,0.203111,0.468532,0.153948,0.458172,0.050242
15,68,0.203111,0.468532,0.209849,0.557825,0.089547
15,87,0.203111,0.468532,0.173818,0.451657,0.033806
15,94,0.203111,0.468532,0.154435,0.407895,0.077757
16,137,0.703608,0.273978,0.661979,0.228125,0.061931
16,20,0.703608,0.273978,0.718160,0.198109,0.077252
16,27,0.703608,0.273978,0.654590,0.353967,0.093814
16,62,0.703608,0.273978,0.740972,0.308360,0.050776
16,97,0.703608,0.273978,0.748130,0.256864,0.047698
17,136,0.200179,0.258527,0.215255,0.290450,0.035303
17,34,0.200179,0.258527,0.189706,0.258751,0.010476
17,75,0.200179,0.258527,0.176075,0.228717,0.038337
18,103,0.499454,0.698156,0.444223,0.757965,0.081411
18,135,0.499454,0.698156,0.422787,0.752023,0.093699
18,65,0.499454,0.698156,0.472021,0.699149,0.027450
18,95,0.499454,0.698156,0.460947,0.648366,0.062943
19,104,0.681762,0.456743,0.669623,0.462646,0.013498
19,107,0.681762,0.456743,0.673361,0.438748,0.019860
19,21,0.681762,0.456743,0.698140,0.509844,0.055569
19,26,0.681762,0.456743,0.748904,0.385789,0.097686
19,31,0.681762,0.456743,0.720142,0.478027,0.043887
19,37,0.681762,0.456743,0.663571,0.435951,0.027627
2,110,0.616834,0.740281,0.664257,0.802847,0.078507
20,106,0.718160,0.198109,0.739703,0.170436,0.035070
