i%0,j%1,lat.i,lon.i,lat.j,lon.j,distance
0,1,0.215781,0.258175,0.334550,0.347468,0.148591
0,10,0.215781,0.258175,0.141227,0.167768,0.117183
0,101,0.215781,0.258175,0.298739,0.320386,0.103693
0,102,0.215781,0.258175,0.159795,0.368647,0.123849
0,123,0.215781,0.258175,0.212100,0.089502,0.168713
0,15,0.215781,0.258175,0.120177,0.244897,0.096522
0,22,0.215781,0.258175,0.216180,0.380513,0.122339
0,30,0.215781,0.258175,0.362309,0.258590,0.146529
0,48,0.215781,0.258175,0.166595,0.238310,0.053046
0,6,0.215781,0.258175,0.125353,0.303425,0.101118
0,76,0.215781,0.258175,0.340819,0.133814,0.176352
0,84,0.215781,0.258175,0.253772,0.284531,0.046238
0,88,0.215781,0.258175,0.189226,0.110587,0.149958
0,9,0.215781,0.258175,0.307707,0.179099,0.121257
1,101,0.334550,0.347468,0.298739,0.320386,0.044898
1,102,0.334550,0.347468,0.159795,0.368647,0.176034
1,112,0.334550,0.347468,0.380869,0.367424,0.050435
1,124,0.334550,0.347468,0.424497,0.205128,0.168378
1,140,0.334550,0.347468,0.299560,0.510055,0.166310
1,22,0.334550,0.347468,0.216180,0.380513,0.122896
1,30,0.334550,0.347468,0.362309,0.258590,0.093112
1,54,0.334550,0.347468,0.429721,0.359329,0.095907
1,64,0.334550,0.347468,0.515844,0.389583,0.186121
1,67,0.334550,0.347468,0.437750,0.428754,0.131368
1,74,0.334550,0.347468,0.447147,0.229078,0.163384
1,81,0.334550,0.347468,0.400755,0.495383,0.162056
1,84,0.334550,0.347468,0.253772,0.284531,0.102402
1,9,0.334550,0.347468,0.307707,0.179099,0.170496
10,121,0.141227,0.167768,0.298751,0.077346,0.181632
10,123,0.141227,0.167768,0.212100,0.089502,0.105587
10,15,0.141227,0.167768,0.120177,0.244897,0.079950
10,29,0.141227,0.167768,0.117474,0.008643,0.160888
10,33,0.141227,0.167768,0.014245,0.283962,0.172120
10,44,0.141227,0.167768,0.227422,0.035047,0.158254
10,48,0.141227,0.167768,0.166595,0.238310,0.074965
10,84,0.141227,0.167768,0.253772,0.284531,0.162173
10,88,0.141227,0.167768,0.189226,0.110587,0.074657
100,108,0.507257,0.225913,0.368737,0.130974,0.167933
100,112,0.507257,0.225913,0.380869,0.367424,0.189735
