i%0,j%1,lat.i,lon.i,lat.j,lon.j,distance
0,103,0.119354,0.912418,0.023256,0.953490,0.104507
0,114,0.119354,0.912418,0.297917,0.912793,0.178563
0,131,0.119354,0.912418,0.147278,0.971112,0.064998
0,16,0.119354,0.912418,0.266727,0.968869,0.157815
0,22,0.119354,0.912418,0.122316,0.757045,0.155401
0,3,0.119354,0.912418,0.100909,0.998405,0.087944
0,43,0.119354,0.912418,0.018620,0.830640,0.129750
0,58,0.119354,0.912418,0.097802,0.807484,0.107124
0,87,0.119354,0.912418,0.266986,0.794551,0.188911
1,108,0.503179,0.871255,0.691389,0.955267,0.206110
1,114,0.503179,0.871255,0.297917,0.912793,0.209423
1,12,0.503179,0.871255,0.429363,0.904894,0.081119
1,123,0.503179,0.871255,0.503256,0.982424,0.111169
1,129,0.503179,0.871255,0.376673,0.964123,0.156934
1,133,0.503179,0.871255,0.641370,0.967326,0.168305
1,142,0.503179,0.871255,0.454922,0.904957,0.058861
1,21,0.503179,0.871255,0.481162,0.792470,0.081803
1,24,0.503179,0.871255,0.505868,0.970056,0.098838
1,54,0.503179,0.871255,0.600056,0.748833,0.156116
1,67,0.503179,0.871255,0.469735,0.714628,0.160158
1,76,0.503179,0.871255,0.651121,0.732145,0.203072
1,94,0.503179,0.871255,0.499086,0.712784,0.158523
10,109,0.702043,0.744526,0.852004,0.680348,0.163116
10,120,0.702043,0.744526,0.765741,0.868043,0.138974
10,127,0.702043,0.744526,0.779812,0.608428,0.156750
10,145,0.702043,0.744526,0.669662,0.725459,0.037578
10,148,0.702043,0.744526,0.884496,0.703550,0.186997
10,23,0.702043,0.744526,0.788960,0.903586,0.181258
10,32,0.702043,0.744526,0.602059,0.670691,0.124292
10,33,0.702043,0.744526,0.860160,0.820483,0.175415
10,35,0.702043,0.744526,0.843898,0.800937,0.152660
10,39,0.702043,0.744526,0.870180,0.857071,0.202327
10,40,0.702043,0.744526,0.816259,0.709105,0.119582
10,46,0.702043,0.744526,0.900185,0.804828,0.207115
10,48,0.702043,0.744526,0.825847,0.744611,0.123804
10,50,0.702043,0.744526,0.571482,0.590084,0.202234
10,54,0.702043,0.744526,0.600056,0.748833,0.102078
10,62,0.702043,0.744526,0.751180,0.827429,0.096371
10,68,0.702043,0.744526,0.743014,0.782262,0.055702
10,76,0.702043,0.744526,0.651121,0.732145,0.052406
10,83,0.702043,0.744526,0.842688,0.665701,0.161227
10,85,0.702043,0.744526,0.897187,0.755629,0.195459
10,93,0.702043,0.744526,0.823203,0.777226,0.125495
10,94,0.702043,0.744526,0.499086,0.712784,0.205424
10,98,0.702043,0.744526,0.773605,0.759040,0.073019
100,132,0.125539,0.239743,0.065897,0.104637,0.147685
101,109,0.966286,0.642154,0.852004,0.680348,0.120496
101,127,0.966286,0.642154,0.779812,0.608428,0.189499
101,147,0.966286,0.642154,0.985850,0.771604,0.130920
101,148,0.966286,0.642154,0.884496,0.703550,0.102270
101,149,0.966286,0.642154,0.925933,0.614085,0.049156
102,113,0.456313,0.443082,0.550903,0.524286,0.124665
102,117,0.456313,0.443082,0.599282,0.548451,0.177603
102,128,0.456313,0.443082,0.490638,0.582049,0.143143
102,134,0.456313,0.443082,0.307639,0.352565,0.174062
102,138,0.456313,0.443082,0.455621,0.479369,0.036293
102,141,0.456313,0.443082,0.340275,0.548272,0.156620
103,131,0.023256,0.953490,0.147278,0.971112,0.125267
104,106,0.518427,0.030396,0.610425,0.183757,0.178838
104,119,0.518427,0.030396,0.468614,0.162831,0.141493
104,124,0.518427,0.030396,0.388155,0.031385,0.130276
104,140,0.518427,0.030396,0.693510,0.094309,0.186383
105,114,0.298352,0.791824,0.297917,0.912793,0.120969
105,126,0.298352,0.791824,0.272976,0.672901,0.121601
105,129,0.298352,0.791824,0.376673,0.964123,0.189264
105,142,0.298352,0.791824,0.454922,0.904957,0.193166
106,115,0.610425,0.183757,0.768957,0.146297,0.162898
106,118,0.610425,0.183757,0.753572,0.274608,0.169543
