i%0,j%1,lat.i,lon.i,lat.j,lon.j,distance
0,23,0.467023,0.647072,0.396902,0.522748,0.142735
0,27,0.467023,0.647072,0.418299,0.775968,0.137798
1,24,0.834234,0.300362,0.813945,0.119213,0.182282
1,26,0.834234,0.300362,0.820454,0.414553,0.115020
1,6,0.834234,0.300362,0.684306,0.274839,0.152086
1,7,0.834234,0.300362,0.814136,0.472447,0.173255
10,11,0.031744,0.747092,0.165800,0.874997,0.185285
10,21,0.031744,0.747092,0.103590,0.662214,0.111204
13,23,0.297019,0.493964,0.396902,0.522748,0.103948
13,25,0.297019,0.493964,0.209468,0.365629,0.155355
13,29,0.297019,0.493964,0.227078,0.557951,0.094795
18,25,0.320815,0.260836,0.209468,0.365629,0.152904
2,10,0.150209,0.775469,0.031744,0.747092,0.121817
2,11,0.150209,0.775469,0.165800,0.874997,0.100742
2,14,0.150209,0.775469,0.161874,0.887682,0.112817
2,21,0.150209,0.775469,0.103590,0.662214,0.122475
21,29,0.103590,0.662214,0.227078,0.557951,0.161617
22,24,0.802337,0.250999,0.813945,0.119213,0.132296
22,26,0.802337,0.250999,0.820454,0.414553,0.164555
23,29,0.396902,0.522748,0.227078,0.557951,0.173434
25,28,0.209468,0.365629,0.082804,0.441799,0.147803
28,29,0.082804,0.441799,0.227078,0.557951,0.185219
3,25,0.320815,0.260836,0.209468,0.365629,0.152904
4,19,0.350872,0.993081,0.502069,0.993374,0.151198
5,23,0.471654,0.587313,0.396902,0.522748,0.098775
6,12,0.684306,0.274839,0.578218,0.419371,0.179287
6,16,0.684306,0.274839,0.578218,0.419371,0.179287
6,22,0.684306,0.274839,0.802337,0.250999,0.120415
7,15,0.814136,0.472447,0.861783,0.603642,0.139579
7,9,0.814136,0.472447,0.776405,0.628302,0.160357
8,25,0.036417,0.323825,0.209468,0.365629,0.178029
8,28,0.036417,0.323825,0.082804,0.441799,0.126766
