i%0,j%1,lat.i,lon.i,lat.j,lon.j,distance
0,19,0.404247,0.269216,0.295524,0.361345,0.142509
0,23,0.404247,0.269216,0.224604,0.247686,0.180929
0,25,0.404247,0.269216,0.545453,0.392481,0.187439
0,27,0.404247,0.269216,0.306236,0.139174,0.162840
0,29,0.404247,0.269216,0.235753,0.288194,0.169560
1,10,0.956174,0.301621,0.999815,0.370241,0.081321
1,20,0.956174,0.301621,0.966685,0.415987,0.114848
1,26,0.956174,0.301621,0.850275,0.160545,0.176401
1,8,0.956174,0.301621,0.828129,0.203765,0.161156
10,22,0.999815,0.370241,0.886685,0.494521,0.168060
11,19,0.431934,0.308902,0.295524,0.361345,0.146144
11,25,0.431934,0.308902,0.545453,0.392481,0.140968
12,14,0.260010,0.736670,0.177664,0.828586,0.123407
12,24,0.260010,0.736670,0.359097,0.728666,0.099410
13,28,0.344248,0.971997,0.466042,0.874221,0.156186
14,18,0.177664,0.828586,0.214485,0.732787,0.102632
15,22,0.997213,0.644410,0.886685,0.494521,0.186234
16,17,0.197274,0.305625,0.035981,0.267114,0.165827
16,19,0.197274,0.305625,0.295524,0.361345,0.112950
17,21,0.035981,0.267114,0.121594,0.290193,0.088670
17,23,0.035981,0.267114,0.224604,0.247686,0.189621
18,24,0.214485,0.732787,0.359097,0.728666,0.144671
19,21,0.295524,0.361345,0.121594,0.290193,0.187920
19,23,0.295524,0.361345,0.224604,0.247686,0.133970
19,29,0.295524,0.361345,0.235753,0.288194,0.094465
2,19,0.261114,0.533916,0.295524,0.361345,0.175968
20,22,0.966685,0.415987,0.886685,0.494521,0.112105
21,23,0.121594,0.290193,0.224604,0.247686,0.111435
21,29,0.121594,0.290193,0.235753,0.288194,0.114176
23,27,0.224604,0.247686,0.306236,0.139174,0.135789
24,28,0.359097,0.728666,0.466042,0.874221,0.180620
27,29,0.306236,0.139174,0.235753,0.288194,0.164848
3,11,0.389610,0.223404,0.431934,0.308902,0.095401
3,19,0.389610,0.223404,0.295524,0.361345,0.166973
3,23,0.389610,0.223404,0.224604,0.247686,0.166783
3,27,0.389610,0.223404,0.306236,0.139174,0.118515
3,29,0.389610,0.223404,0.235753,0.288194,0.166942
5,26,0.726920,0.293986,0.850275,0.160545,0.181722
5,8,0.726920,0.293986,0.828129,0.203765,0.135583
6,22,0.789995,0.575872,0.886685,0.494521,0.126361
6,9,0.789995,0.575872,0.847501,0.508077,0.088900
9,20,0.847501,0.508077,0.966685,0.415987,0.150617
