i%0,j%1,lat.i,lon.i,lat.j,lon.j,distance
0,112,0.621840,0.488000,0.658919,0.420881,0.076680
0,61,0.621840,0.488000,0.624537,0.597586,0.109619
0,71,0.621840,0.488000,0.696272,0.430590,0.094001
0,97,0.621840,0.488000,0.557613,0.473214,0.065907
1,119,0.899015,0.052661,0.870028,0.050299,0.029084
1,127,0.899015,0.052661,0.823450,0.013082,0.085303
1,132,0.899015,0.052661,0.899429,0.047907,0.004772
1,149,0.899015,0.052661,0.832417,0.105842,0.085227
1,5,0.899015,0.052661,0.889136,0.032236,0.022689
1,65,0.899015,0.052661,0.857983,0.083996,0.051629
1,90,0.899015,0.052661,0.932552,0.038095,0.036564
101,141,0.457025,0.504720,0.412367,0.487685,0.047797
103,135,0.238615,0.083162,0.313498,0.107804,0.078834
104,148,0.483901,0.733798,0.475267,0.808783,0.075480
105,112,0.593775,0.345511,0.658919,0.420881,0.099621
105,115,0.593775,0.345511,0.668365,0.267546,0.107899
106,122,0.786636,0.813711,0.832924,0.869478,0.072474
106,147,0.786636,0.813711,0.698659,0.820217,0.088217
107,121,0.364238,0.645389,0.326536,0.663564,0.041855
107,123,0.364238,0.645389,0.314232,0.635950,0.050889
107,145,0.364238,0.645389,0.360810,0.679674,0.034456
11,111,0.395044,0.107646,0.350549,0.039346,0.081515
11,129,0.395044,0.107646,0.439551,0.105240,0.044572
11,13,0.395044,0.107646,0.444552,0.040343,0.083551
11,131,0.395044,0.107646,0.445080,0.085522,0.054710
11,135,0.395044,0.107646,0.313498,0.107804,0.081546
11,140,0.395044,0.107646,0.368863,0.039813,0.072710
11,43,0.395044,0.107646,0.401093,0.109507,0.006329
11,69,0.395044,0.107646,0.404087,0.136276,0.030024
11,83,0.395044,0.107646,0.371029,0.020407,0.090484
110,121,0.235912,0.692882,0.326536,0.663564,0.095248
110,123,0.235912,0.692882,0.314232,0.635950,0.096826
111,131,0.350549,0.039346,0.445080,0.085522,0.105207
111,135,0.350549,0.039346,0.313498,0.107804,0.077841
111,140,0.350549,0.039346,0.368863,0.039813,0.018320
111,143,0.350549,0.039346,0.316537,0.005228,0.048175
112,130,0.658919,0.420881,0.735203,0.438191,0.078223
114,139,0.449254,0.925822,0.435086,0.868933,0.058627
116,117,0.969671,0.354782,0.997115,0.311612,0.051154
116,144,0.969671,0.354782,0.962423,0.446959,0.092462
119,127,0.870028,0.050299,0.823450,0.013082,0.059621
119,132,0.870028,0.050299,0.899429,0.047907,0.029499
119,149,0.870028,0.050299,0.832417,0.105842,0.067079
12,31,0.304569,0.832536,0.314359,0.810910,0.023738
12,51,0.304569,0.832536,0.385649,0.837225,0.081215
12,57,0.304569,0.832536,0.394984,0.868600,0.097342
12,81,0.304569,0.832536,0.315900,0.745222,0.088047
12,99,0.304569,0.832536,0.201735,0.821580,0.103417
120,146,0.750270,0.698875,0.673079,0.743293,0.089058
121,123,0.326536,0.663564,0.314232,0.635950,0.030231
121,145,0.326536,0.663564,0.360810,0.679674,0.037872
123,145,0.314232,0.635950,0.360810,0.679674,0.063886
124,125,0.073079,0.743058,0.086289,0.736374,0.014805
127,132,0.823450,0.013082,0.899429,0.047907,0.083581
127,149,0.823450,0.013082,0.832417,0.105842,0.093193
129,131,0.439551,0.105240,0.445080,0.085522,0.020478
129,140,0.439551,0.105240,0.368863,0.039813,0.096319
13,111,0.444552,0.040343,0.350549,0.039346,0.094009
13,129,0.444552,0.040343,0.439551,0.105240,0.065089
13,131,0.444552,0.040343,0.445080,0.085522,0.045182
13,140,0.444552,0.040343,0.368863,0.039813,0.075691
13,43,0.444552,0.040343,0.401093,0.109507,0.081684
13,69,0.444552,0.040343,0.404087,0.136276,0.104118
13,83,0.444552,0.040343,0.371029,0.020407,0.076178
130,134,0.735203,0.438191,0.806553,0.439454,0.071361
130,136,0.735203,0.438191,0.814089,0.514551,0.109790
131,140,0.445080,0.085522,0.368863,0.039813,0.088873
132,149,0.899429,0.047907,0.832417,0.105842,0.088584
134,136,0.806553,0.439454,0.814089,0.514551,0.075474
135,140,0.313498,0.107804,0.368863,0.039813,0.087682
135,143,0.313498,0.107804,0.316537,0.005228,0.102621
137,142,0.844620,0.197457,0.782753,0.181676,0.063848
137,149,0.844620,0.197457,0.832417,0.105842,0.092424
138,144,0.923197,0.546988,0.962423,0.446959,0.107446
139,148,0.435086,0.868933,0.475267,0.808783,0.072336
14,104,0.458886,0.645530,0.483901,0.733798,0.091745
14,107,0.458886,0.645530,0.364238,0.645389,0.094648
14,145,0.458886,0.645530,0.360810,0.679674,0.103849
14,19,0.458886,0.645530,0.427947,0.645201,0.030940
14,27,0.458886,0.645530,0.401138,0.678517,0.066505
14,28,0.458886,0.645530,0.460313,0.550363,0.095178
14,40,0.458886,0.645530,0.544148,0.599576,0.096858
14,70,0.458886,0.645530,0.464288,0.686699,0.041522
14,82,0.458886,0.645530,0.481905,0.727503,0.085145
14,85,0.458886,0.645530,0.430731,0.606850,0.047841
14,91,0.458886,0.645530,0.421242,0.733265,0.095470
140,143,0.368863,0.039813,0.316537,0.005228,0.062723
142,149,0.782753,0.181676,0.832417,0.105842,0.090650
146,147,0.673079,0.743293,0.698659,0.820217,0.081066
15,106,0.721152,0.897302,0.786636,0.813711,0.106186
15,147,0.721152,0.897302,0.698659,0.820217,0.080299
15,62,0.721152,0.897302,0.740179,0.854102,0.047204
15,84,0.721152,0.897302,0.713050,0.838836,0.059024
16,115,0.748660,0.304052,0.668365,0.267546,0.088205
16,24,0.748660,0.304052,0.775662,0.212513,0.095438
16,53,0.748660,0.304052,0.744176,0.283411,0.021122
16,79,0.748660,0.304052,0.847121,0.343972,0.106246
17,114,0.502661,0.873603,0.449254,0.925822,0.074694
17,139,0.502661,0.873603,0.435086,0.868933,0.067737
17,148,0.502661,0.873603,0.475267,0.808783,0.070370
17,57,0.502661,0.873603,0.394984,0.868600,0.107793
17,63,0.502661,0.873603,0.568415,0.797550,0.100536
17,64,0.502661,0.873603,0.590634,0.862801,0.088634
18,130,0.752278,0.543528,0.735203,0.438191,0.106712
18,136,0.752278,0.543528,0.814089,0.514551,0.068266
18,68,0.752278,0.543528,0.849176,0.499252,0.106534
19,104,0.427947,0.645201,0.483901,0.733798,0.104787
19,107,0.427947,0.645201,0.364238,0.645389,0.063709
19,121,0.427947,0.645201,0.326536,0.663564,0.103061
19,145,0.427947,0.645201,0.360810,0.679674,0.075470
19,27,0.427947,0.645201,0.401138,0.678517,0.042763
19,28,0.427947,0.645201,0.460313,0.550363,0.100209
19,70,0.427947,0.645201,0.464288,0.686699,0.055161
19,82,0.427947,0.645201,0.481905,0.727503,0.098413
19,85,0.427947,0.645201,0.430731,0.606850,0.038452
19,91,0.427947,0.645201,0.421242,0.733265,0.088319
2,110,0.194415,0.777915,0.235912,0.692882,0.094618
2,21,0.194415,0.777915,0.158860,0.675276,0.108623
2,23,0.194415,0.777915,0.263865,0.709336,0.097603
2,32,0.194415,0.777915,0.104408,0.777920,0.090007
2,36,0.194415,0.777915,0.137620,0.695555,0.100044
2,99,0.194415,0.777915,0.201735,0.821580,0.044274
20,126,0.736709,0.009183,0.656570,0.071320,0.101406
20,127,0.736709,0.009183,0.823450,0.013082,0.086828
20,29,0.736709,0.009183,0.697231,0.015895,0.040045
21,110,0.158860,0.675276,0.235912,0.692882,0.079038
21,124,0.158860,0.675276,0.073079,0.743058,0.109328
21,125,0.158860,0.675276,0.086289,0.736374,0.094865
21,36,0.158860,0.675276,0.137620,0.695555,0.029366
22,100,0.910964,0.942415,0.967739,0.938834,0.056888
22,122,0.910964,0.942415,0.832924,0.869478,0.106818
22,42,0.910964,0.942415,0.908709,0.929066,0.013538
23,110,0.263865,0.709336,0.235912,0.692882,0.032436
23,121,0.263865,0.709336,0.326536,0.663564,0.077606
23,123,0.263865,0.709336,0.314232,0.635950,0.089007
23,145,0.263865,0.709336,0.360810,0.679674,0.101382
23,25,0.263865,0.709336,0.310874,0.721919,0.048663
23,49,0.263865,0.709336,0.309050,0.695898,0.047141
23,81,0.263865,0.709336,0.315900,0.745222,0.063209
24,137,0.775662,0.212513,0.844620,0.197457,0.070583
24,142,0.775662,0.212513,0.782753,0.181676,0.031641
24,53,0.775662,0.212513,0.744176,0.283411,0.077576
24,96,0.775662,0.212513,0.682467,0.159162,0.107385
25,107,0.310874,0.721919,0.364238,0.645389,0.093298
25,110,0.310874,0.721919,0.235912,0.692882,0.080389
25,121,0.310874,0.721919,0.326536,0.663564,0.060419
25,123,0.310874,0.721919,0.314232,0.635950,0.086034
25,145,0.310874,0.721919,0.360810,0.679674,0.065409
25,27,0.310874,0.721919,0.401138,0.678517,0.100157
25,31,0.310874,0.721919,0.314359,0.810910,0.089060
25,49,0.310874,0.721919,0.309050,0.695898,0.026084
25,81,0.310874,0.721919,0.315900,0.745222,0.023839
26,126,0.572237,0.055050,0.656570,0.071320,0.085888
26,37,0.572237,0.055050,0.560712,0.043767,0.016129
26,47,0.572237,0.055050,0.632006,0.047638,0.060227
27,104,0.401138,0.678517,0.483901,0.733798,0.099527
27,107,0.401138,0.678517,0.364238,0.645389,0.049590
27,121,0.401138,0.678517,0.326536,0.663564,0.076086
27,123,0.401138,0.678517,0.314232,0.635950,0.096772
27,145,0.401138,0.678517,0.360810,0.679674,0.040344
27,49,0.401138,0.678517,0.309050,0.695898,0.093714
27,70,0.401138,0.678517,0.464288,0.686699,0.063678
27,81,0.401138,0.678517,0.315900,0.745222,0.108236
27,82,0.401138,0.678517,0.481905,0.727503,0.094461
27,85,0.401138,0.678517,0.430731,0.606850,0.077537
27,91,0.401138,0.678517,0.421242,0.733265,0.058322
28,101,0.460313,0.550363,0.457025,0.504720,0.045761
28,141,0.460313,0.550363,0.412367,0.487685,0.078913
