i%0,j%1,lat.i,lon.i,lat.j,lon.j,distance
0,28,0.518427,0.030396,0.511892,0.111384,0.081251
0,9,0.518427,0.030396,0.388155,0.031385,0.130276
1,8,0.509039,0.343087,0.689480,0.320041,0.181907
11,19,0.784342,0.002707,0.758612,0.187135,0.186213
12,15,0.266986,0.794551,0.266727,0.968869,0.174318
12,22,0.266986,0.794551,0.224694,0.688639,0.114043
12,23,0.266986,0.794551,0.224694,0.688639,0.114043
13,18,0.985850,0.771604,0.966286,0.642154,0.130920
13,25,0.985850,0.771604,0.884496,0.703550,0.122082
14,18,0.849719,0.544768,0.966286,0.642154,0.151894
14,25,0.849719,0.544768,0.884496,0.703550,0.162546
14,26,0.849719,0.544768,0.779812,0.608428,0.094549
16,17,0.102753,0.367580,0.125539,0.239743,0.129852
16,21,0.102753,0.367580,0.181376,0.353017,0.079961
17,21,0.125539,0.239743,0.181376,0.353017,0.126288
18,25,0.966286,0.642154,0.884496,0.703550,0.102270
18,26,0.966286,0.642154,0.779812,0.608428,0.189499
19,27,0.758612,0.187135,0.784342,0.002707,0.186213
2,13,0.966286,0.642154,0.985850,0.771604,0.130920
2,14,0.966286,0.642154,0.849719,0.544768,0.151894
2,25,0.966286,0.642154,0.884496,0.703550,0.102270
2,26,0.966286,0.642154,0.779812,0.608428,0.189499
2,5,0.966286,0.642154,0.900185,0.804828,0.175591
20,25,0.751180,0.827429,0.884496,0.703550,0.181986
24,28,0.518427,0.030396,0.511892,0.111384,0.081251
25,26,0.884496,0.703550,0.779812,0.608428,0.141446
3,20,0.788960,0.903586,0.751180,0.827429,0.085013
3,5,0.788960,0.903586,0.900185,0.804828,0.148742
3,7,0.788960,0.903586,0.874805,0.993387,0.124232
4,13,0.968280,0.681197,0.985850,0.771604,0.092098
4,14,0.968280,0.681197,0.849719,0.544768,0.180747
4,25,0.968280,0.681197,0.884496,0.703550,0.086715
4,5,0.968280,0.681197,0.900185,0.804828,0.141144
5,13,0.900185,0.804828,0.985850,0.771604,0.091882
5,18,0.900185,0.804828,0.966286,0.642154,0.175591
5,20,0.900185,0.804828,0.751180,0.827429,0.150709
5,25,0.900185,0.804828,0.884496,0.703550,0.102486
6,12,0.224694,0.688639,0.266986,0.794551,0.114043
8,19,0.689480,0.320041,0.758612,0.187135,0.149811
9,24,0.388155,0.031385,0.518427,0.030396,0.130276
9,28,0.388155,0.031385,0.511892,0.111384,0.147346
9,29,0.388155,0.031385,0.306497,0.064281,0.088035
