i%0,j%1,lat.i,lon.i,lat.j,lon.j,distance
0,29,0.449544,0.940359,0.310749,0.832257,0.175927
1,10,0.513054,0.372505,0.538850,0.198830,0.175581
1,11,0.513054,0.372505,0.340006,0.316231,0.181968
1,20,0.513054,0.372505,0.636283,0.480833,0.164074
1,25,0.513054,0.372505,0.340006,0.316231,0.181968
11,19,0.340006,0.316231,0.238453,0.168216,0.179504
12,16,0.897378,0.793833,0.712073,0.764240,0.187653
19,25,0.238453,0.168216,0.340006,0.316231,0.179504
2,10,0.513054,0.372505,0.538850,0.198830,0.175581
2,11,0.513054,0.372505,0.340006,0.316231,0.181968
2,20,0.513054,0.372505,0.636283,0.480833,0.164074
2,25,0.513054,0.372505,0.340006,0.316231,0.181968
21,29,0.421995,0.709711,0.310749,0.832257,0.165509
3,22,0.144003,0.072845,0.007489,0.175535,0.170825
3,27,0.144003,0.072845,0.328125,0.102561,0.186505
5,15,0.445217,0.407609,0.282475,0.309560,0.189996
5,28,0.445217,0.407609,0.351366,0.259552,0.175297
6,27,0.158014,0.030479,0.328125,0.102561,0.184752
7,16,0.897378,0.793833,0.712073,0.764240,0.187653
9,18,0.745239,0.541371,0.839419,0.690488,0.176369
9,26,0.745239,0.541371,0.889888,0.445738,0.173403
