i%0,j%1,lat.i,lon.i,lat.j,lon.j,distance
0,29,0.958190,0.903651,0.954842,0.722410,0.181272
1,20,0.019467,0.744932,0.129915,0.738649,0.110626
1,22,0.019467,0.744932,0.198576,0.688238,0.187867
1,4,0.019467,0.744932,0.016138,0.590827,0.154141
10,14,0.438687,0.386620,0.359152,0.539152,0.172023
10,17,0.438687,0.386620,0.554112,0.256221,0.174147
10,21,0.438687,0.386620,0.279239,0.360968,0.161498
10,24,0.438687,0.386620,0.575553,0.415805,0.139943
12,25,0.159377,0.986940,0.230374,0.907084,0.106852
13,22,0.332697,0.601982,0.198576,0.688238,0.159464
17,24,0.554112,0.256221,0.575553,0.415805,0.161018
19,25,0.121318,0.932316,0.230374,0.907084,0.111937
2,22,0.332697,0.601982,0.198576,0.688238,0.159464
22,23,0.198576,0.688238,0.078746,0.741124,0.130981
4,15,0.016138,0.590827,0.044814,0.478524,0.115906
4,20,0.016138,0.590827,0.129915,0.738649,0.186538
4,23,0.016138,0.590827,0.078746,0.741124,0.162816
5,7,0.654897,0.454244,0.521553,0.493829,0.139096
6,28,0.390670,0.606182,0.541141,0.623055,0.151414
6,7,0.390670,0.606182,0.521553,0.493829,0.172492
7,10,0.521553,0.493829,0.438687,0.386620,0.135501
7,14,0.521553,0.493829,0.359152,0.539152,0.168606
7,24,0.521553,0.493829,0.575553,0.415805,0.094888
7,28,0.521553,0.493829,0.541141,0.623055,0.130702
7,9,0.521553,0.493829,0.654897,0.454244,0.139096
