i%0,j%1,lat.i,lon.i,lat.j,lon.j,distance
0,13,0.260971,0.195783,0.399857,0.070458,0.187071
0,24,0.260971,0.195783,0.132852,0.077562,0.174329
0,7,0.260971,0.195783,0.404482,0.081738,0.183307
1,26,0.440589,0.868855,0.573545,0.904173,0.137566
1,28,0.440589,0.868855,0.582263,0.833483,0.146023
16,19,0.307063,0.242834,0.224003,0.193974,0.096365
16,23,0.307063,0.242834,0.224003,0.193974,0.096365
17,22,0.918918,0.374206,0.967478,0.220250,0.161433
17,27,0.918918,0.374206,0.787381,0.266761,0.169842
18,21,0.715118,0.742748,0.834409,0.739924,0.119324
18,25,0.715118,0.742748,0.892283,0.724258,0.178128
18,28,0.715118,0.742748,0.582263,0.833483,0.160882
19,24,0.224003,0.193974,0.132852,0.077562,0.147852
20,26,0.444169,0.836979,0.573545,0.904173,0.145784
20,28,0.444169,0.836979,0.582263,0.833483,0.138139
22,27,0.967478,0.220250,0.787381,0.266761,0.186006
23,24,0.224003,0.193974,0.132852,0.077562,0.147852
3,22,0.866706,0.154579,0.967478,0.220250,0.120282
3,27,0.866706,0.154579,0.787381,0.266761,0.137395
3,5,0.866706,0.154579,0.787381,0.266761,0.137395
4,12,0.150603,0.620825,0.241373,0.527408,0.130253
5,17,0.787381,0.266761,0.918918,0.374206,0.169842
5,22,0.787381,0.266761,0.967478,0.220250,0.186006
6,26,0.444169,0.836979,0.573545,0.904173,0.145784
6,28,0.444169,0.836979,0.582263,0.833483,0.138139
7,16,0.404482,0.081738,0.307063,0.242834,0.188261
9,18,0.810860,0.657536,0.715118,0.742748,0.128170
9,21,0.810860,0.657536,0.834409,0.739924,0.085687
9,25,0.810860,0.657536,0.892283,0.724258,0.105269
