i%0,j%1,lat.i,lon.i,lat.j,lon.j,distance
1,10,0.411073,0.407484,0.243191,0.449847,0.173144
1,17,0.411073,0.407484,0.240198,0.403538,0.170920
1,19,0.411073,0.407484,0.556840,0.304300,0.178592
10,13,0.243191,0.449847,0.303394,0.580858,0.144182
10,14,0.243191,0.449847,0.186429,0.342788,0.121175
10,15,0.243191,0.449847,0.390384,0.491210,0.152894
10,16,0.243191,0.449847,0.314619,0.621696,0.186103
10,21,0.243191,0.449847,0.186429,0.342788,0.121175
10,24,0.243191,0.449847,0.081249,0.449440,0.161942
10,27,0.243191,0.449847,0.390384,0.491210,0.152894
11,29,0.591172,0.226537,0.760636,0.302483,0.185703
13,15,0.303394,0.580858,0.390384,0.491210,0.124916
13,17,0.303394,0.580858,0.240198,0.403538,0.188245
13,27,0.303394,0.580858,0.390384,0.491210,0.124916
14,24,0.186429,0.342788,0.081249,0.449440,0.149792
15,16,0.390384,0.491210,0.314619,0.621696,0.150887
15,17,0.390384,0.491210,0.240198,0.403538,0.173903
16,27,0.314619,0.621696,0.390384,0.491210,0.150887
17,24,0.240198,0.403538,0.081249,0.449440,0.165444
17,27,0.240198,0.403538,0.390384,0.491210,0.173903
18,25,0.890047,0.421319,0.746742,0.449818,0.146112
18,29,0.890047,0.421319,0.760636,0.302483,0.175696
21,24,0.186429,0.342788,0.081249,0.449440,0.149792
25,29,0.746742,0.449818,0.760636,0.302483,0.147989
3,8,0.311428,0.063045,0.198794,0.023345,0.119426
4,12,0.778523,0.099236,0.944484,0.048983,0.173402
5,11,0.712610,0.170390,0.591172,0.226537,0.133790
5,29,0.712610,0.170390,0.760636,0.302483,0.140552
6,10,0.158914,0.366922,0.243191,0.449847,0.118234
6,24,0.158914,0.366922,0.081249,0.449440,0.113318
7,10,0.146555,0.356657,0.243191,0.449847,0.134249
7,17,0.146555,0.356657,0.240198,0.403538,0.104723
7,24,0.146555,0.356657,0.081249,0.449440,0.113462
