i%0,j%1,lat.i,lon.i,lat.j,lon.j,distance
0,18,0.791920,0.922122,0.709066,0.791789,0.154439
0,9,0.791920,0.922122,0.846344,0.813972,0.121072
1,10,0.577082,0.470498,0.501069,0.323381,0.165594
10,11,0.501069,0.323381,0.557172,0.397697,0.093115
10,14,0.501069,0.323381,0.363082,0.287934,0.142467
10,28,0.501069,0.323381,0.363082,0.287934,0.142467
11,21,0.557172,0.397697,0.491551,0.248891,0.162633
12,19,0.133193,0.797482,0.230528,0.950450,0.181309
13,14,0.278831,0.189071,0.363082,0.287934,0.129893
13,15,0.278831,0.189071,0.250342,0.014355,0.177023
13,17,0.278831,0.189071,0.218128,0.047961,0.153612
13,26,0.278831,0.189071,0.187209,0.295139,0.140160
13,28,0.278831,0.189071,0.363082,0.287934,0.129893
14,20,0.363082,0.287934,0.277813,0.163492,0.150853
14,21,0.363082,0.287934,0.491551,0.248891,0.134271
14,26,0.363082,0.287934,0.187209,0.295139,0.176020
15,20,0.250342,0.014355,0.277813,0.163492,0.151645
16,19,0.180458,0.767918,0.230528,0.950450,0.189274
17,20,0.218128,0.047961,0.277813,0.163492,0.130037
18,24,0.709066,0.791789,0.708770,0.623141,0.168649
18,25,0.709066,0.791789,0.615065,0.747565,0.103885
2,4,0.931266,0.791061,0.896533,0.683155,0.113358
20,26,0.277813,0.163492,0.187209,0.295139,0.159812
20,28,0.277813,0.163492,0.363082,0.287934,0.150853
21,28,0.491551,0.248891,0.363082,0.287934,0.134271
24,25,0.708770,0.623141,0.615065,0.747565,0.155764
25,27,0.615065,0.747565,0.447715,0.666943,0.185758
26,28,0.187209,0.295139,0.363082,0.287934,0.176020
27,29,0.447715,0.666943,0.354625,0.509213,0.183151
3,12,0.052660,0.637340,0.133193,0.797482,0.179251
3,16,0.052660,0.637340,0.180458,0.767918,0.182710
4,9,0.896533,0.683155,0.846344,0.813972,0.140114
5,22,0.492387,0.791571,0.621069,0.794289,0.128711
5,25,0.492387,0.791571,0.615065,0.747565,0.130332
5,27,0.492387,0.791571,0.447715,0.666943,0.132393
5,7,0.492387,0.791571,0.447715,0.666943,0.132393
6,23,0.766078,0.335141,0.848344,0.169146,0.185262
7,25,0.447715,0.666943,0.615065,0.747565,0.185758
7,29,0.447715,0.666943,0.354625,0.509213,0.183151
9,18,0.846344,0.813972,0.709066,0.791789,0.139059
