t,failure,success,charging,skip
0,0,0,0,1000
1,0,0,0,1000
2,0,0,0,1000
3,0,0,0,1000
4,0,0,0,1000
5,0,0,0,1000
6,0,0,0,1000
7,0,85,85,915
8,0,57,142,858
9,0,9,151,849
10,0,21,172,828
11,0,26,198,802
12,0,18,216,784
13,0,25,241,759
14,0,19,175,825
15,0,28,199,801
16,0,16,156,844
17,0,20,160,840
18,0,15,150,850
19,0,15,149,851
20,0,16,139,861
21,0,26,145,855
22,0,18,138,862
23,0,23,138,862
24,0,33,151,849
25,0,20,155,845
26,0,29,170,830
27,0,20,177,823
28,0,27,178,822
29,0,20,175,825
30,0,27,190,810
31,0,19,178,822
32,0,25,171,829
33,0,12,161,839
34,0,22,160,840
35,0,23,157,843
36,0,25,157,843
37,0,34,170,830
38,0,22,172,828
39,0,28,182,818
40,0,32,190,810
41,1,18,188,812
42,0,27,190,810
43,0,28,197,803
44,0,21,191,809
45,0,18,176,824
46,0,20,174,826
47,0,19,166,834
48,0,25,166,834
49,2,20,162,838
50,0,29,160,840
51,0,27,164,836
52,0,23,171,829
53,0,25,175,825
54,0,23,179,821
55,0,26,184,816
56,0,19,176,824
57,0,35,188,812
58,0,28,188,812
59,0,19,179,821
60,0,20,183,817
61,0,18,173,827
62,0,20,168,832
63,0,27,171,829
64,0,21,162,838
65,0,27,166,834
66,0,24,166,834
67,2,26,170,830
68,0,22,176,824
69,2,22,178,822
70,0,26,176,824
71,0,36,189,811
72,0,26,187,813
73,0,30,193,807
74,5,27,192,808
75,2,24,200,800
76,0,22,197,803
77,0,36,200,800
78,0,24,194,806
79,0,25,191,809
80,0,27,193,807
81,0,21,186,814
82,0,21,186,814
83,0,27,189,811
84,4,31,193,807
85,0,31,195,805
86,0,20,190,810
87,2,25,185,815
88,1,24,188,812
89,0,21,185,815
90,0,29,189,811
91,0,23,188,812
92,0,18,165,835
93,0,26,174,826
94,0,21,170,830
95,0,27,173,827
96,0,25,175,825
97,0,18,173,827
98,0,25,171,829
99,1,26,172,828
100,0,21,175,825
101,0,16,167,833
102,0,23,165,835
103,0,20,156,844
104,0,23,164,836
105,0,27,168,832
106,0,29,167,833
107,0,20,163,837
108,0,19,168,832
109,0,22,166,834
110,0,26,176,824
111,0,19,172,828
112,0,31,176,824
113,0,32,177,823
114,0,13,169,831
115,0,24,175,825
116,0,25,176,824
117,0,24,178,822
118,3,34,194,806
119,0,36,203,797
120,0,32,196,804
121,0,20,199,801
122,0,17,198,802
123,0,30,198,802
124,0,17,189,811
125,0,21,182,818
126,0,33,180,820
127,0,26,176,824
128,0,16,169,831
129,0,18,168,832
130,0,16,162,838
131,0,17,150,850
132,0,26,160,840
133,0,36,164,836
134,0,22,165,835
135,0,32,172,828
136,0,20,178,822
137,0,13,172,828
138,0,17,173,827
139,0,12,156,844
140,0,16,142,858
141,0,22,140,860
142,0,20,136,864
143,0,19,126,874
144,0,9,122,878
145,0,16,119,881
146,0,22,130,870
147,0,21,131,869
148,0,28,139,861
149,0,29,154,846
150,0,22,158,842
151,0,25,165,835
152,0,21,173,827
153,0,15,170,830
154,0,23,171,829
155,0,20,165,835
156,0,13,152,848
157,0,8,129,871
158,0,14,128,872
159,0,15,116,884
160,0,20,121,879
161,0,17,115,885
162,0,16,107,893
163,0,17,110,890
164,0,15,117,883
165,0,24,128,872
166,0,21,139,861
167,0,23,138,862
168,0,20,138,862
169,0,25,149,851
170,0,25,160,840
171,0,8,151,849
172,0,16,151,849
173,0,18,142,858
174,0,18,144,856
175,0,30,146,854
176,0,18,140,860
177,0,16,134,866
178,0,19,138,862
179,0,18,144,856
180,0,12,137,863
181,0,23,140,860
182,0,17,137,863
183,0,23,137,863
184,0,26,141,859
185,0,24,149,851
186,0,21,151,849
187,0,18,159,841
188,0,23,163,837
189,0,33,175,825
190,0,18,172,828
191,0,21,167,833
192,0,30,171,829
193,0,17,169,831
194,0,21,169,831
195,0,18,166,834
196,0,21,160,840
197,2,23,158,842
198,3,21,163,837
199,0,30,158,842
200,0,21,153,847
201,0,26,161,839
202,0,26,169,831
203,0,24,176,824
204,0,27,178,822
205,0,25,185,815
206,0,24,180,820
207,0,35,197,803
208,0,17,189,811
209,0,13,174,826
210,0,15,165,835
211,0,17,157,843
212,0,24,157,843
213,0,21,152,848
214,0,24,148,852
215,0,20,142,858
216,0,28,156,844
217,0,23,163,837
218,0,21,171,829
219,0,17,164,836
220,0,20,162,838
221,0,19,157,843
222,0,14,149,851
223,2,24,146,854
224,1,22,145,855
225,0,14,139,861
226,0,19,136,864
227,2,21,139,861
228,0,22,143,857
229,0,29,154,846
230,0,27,161,839
231,1,25,166,834
