t,failure,success,charging,skip
0,0,0,0,1000
1,0,0,0,1000
2,0,0,0,1000
3,0,0,0,1000
4,0,0,0,1000
5,0,0,0,1000
6,0,0,0,1000
7,0,242,242,758
8,0,248,490,510
9,0,44,534,466
10,0,37,571,429
11,0,53,624,376
12,0,47,671,329
13,0,45,716,284
14,0,37,511,489
15,0,27,516,484
16,0,42,305,695
17,0,25,296,704
18,0,27,269,731
19,0,22,253,747
20,0,13,213,787
21,0,177,357,643
22,0,31,354,646
23,0,34,351,649
24,0,196,515,485
25,0,52,537,463
26,0,41,556,444
27,0,48,587,413
28,0,50,459,541
29,0,37,463,537
30,0,62,494,506
31,0,50,514,486
32,0,51,363,637
33,0,31,350,650
34,0,26,325,675
35,0,153,441,559
36,0,39,433,567
37,0,43,428,572
38,0,45,413,587
39,0,41,402,598
40,0,162,529,471
41,0,59,556,444
42,0,53,456,544
43,0,35,447,553
44,0,53,459,541
45,0,52,467,533
46,0,65,491,509
47,0,47,507,493
48,0,40,370,630
49,0,160,484,516
50,0,52,488,512
51,0,39,485,515
52,0,42,468,532
53,0,45,461,539
54,0,33,439,561
55,0,53,448,552
56,0,167,457,543
57,0,44,445,555
58,0,51,446,554
59,0,41,447,553
60,0,70,474,526
61,0,40,476,524
62,0,49,477,523
63,0,162,596,404
64,0,59,499,501
65,0,59,504,496
66,0,46,504,496
67,0,46,495,505
68,0,35,481,519
69,0,56,497,503
70,0,40,368,632
71,0,33,343,657
72,0,170,455,545
73,0,53,452,548
74,0,61,460,540
75,0,33,459,541
76,0,50,455,545
77,0,164,577,423
78,0,67,610,390
79,0,63,631,369
80,0,56,524,476
81,0,62,524,476
82,0,40,522,478
83,0,54,540,460
84,0,41,409,591
85,0,41,392,608
86,0,40,363,637
87,0,36,345,655
88,0,174,454,546
89,0,45,453,547
90,0,44,433,567
91,0,158,551,449
92,0,63,573,427
93,0,60,590,410
94,0,61,619,381
95,0,62,633,367
96,0,47,526,474
97,0,71,552,448
98,0,50,435,565
99,0,42,423,577
100,0,44,401,599
101,0,35,385,615
102,0,43,361,639
103,0,29,343,657
104,0,154,425,575
105,0,169,537,463
106,0,61,549,451
107,0,55,560,440
108,0,57,581,419
109,0,59,593,407
110,0,52,621,379
111,0,70,662,338
112,0,57,442,558
113,0,55,434,566
114,0,55,426,574
115,0,40,419,581
116,0,50,405,595
117,0,28,387,613
118,0,24,338,662
119,0,150,430,570
120,0,172,548,452
121,0,65,553,447
122,0,56,561,439
123,0,52,561,439
124,0,50,582,418
125,0,66,620,380
126,0,63,537,463
127,0,56,548,452
128,0,62,435,565
129,0,52,429,571
130,0,59,428,572
131,0,32,420,580
132,0,31,380,620
133,0,149,475,525
134,0,42,458,542
135,0,45,439,561
136,0,169,555,445
137,0,62,555,445
138,0,47,560,440
139,0,60,589,411
140,0,64,501,499
141,0,49,506,494
142,0,64,530,470
143,0,54,540,460
144,0,67,434,566
145,0,42,426,574
146,0,45,406,594
147,0,152,505,495
148,0,48,497,503
149,0,43,485,515
150,0,39,466,534
151,0,49,449,551
152,0,161,564,436
153,0,69,587,413
154,0,55,479,521
155,0,46,476,524
156,0,62,494,506
157,0,52,505,495
158,0,71,530,470
159,0,46,541,459
160,0,49,410,590
161,0,163,514,486
162,0,62,527,473
163,0,46,520,480
164,0,41,503,497
165,0,47,487,513
166,0,32,471,529
167,0,54,475,525
168,0,170,478,522
169,0,52,469,531
170,0,55,466,534
171,0,49,473,527
172,0,68,493,507
173,0,41,500,500
174,0,52,500,500
175,0,168,625,375
176,0,65,526,474
177,0,58,526,474
178,0,53,528,472
179,0,50,518,482
180,0,36,508,492
181,0,54,517,483
182,0,41,387,613
183,0,38,360,640
184,0,170,469,531
185,0,56,471,529
186,0,64,475,525
187,0,38,475,525
188,0,50,470,530
189,0,164,590,410
190,0,68,625,375
191,0,61,641,359
192,0,57,531,469
193,0,61,526,474
194,0,48,532,468
195,0,56,546,454
196,0,44,421,579
197,0,37,397,603
198,0,40,372,628
199,0,40,356,644
200,0,177,469,531
201,0,43,463,537
202,0,45,442,558
203,0,161,557,443
204,0,66,586,414
205,0,57,599,401
206,0,60,624,376
207,0,63,635,365
208,0,52,532,468
209,0,67,552,448
210,0,58,445,555
211,0,40,428,572
212,0,44,410,590
213,0,40,397,603
214,0,47,377,623
215,0,30,356,644
216,0,159,445,555
217,0,168,555,445
218,0,61,565,435
219,0,53,572,428
220,0,57,589,411
221,0,60,598,402
222,0,54,627,373
223,0,69,662,338
224,0,60,443,557
225,0,51,430,570
226,0,58,431,569
227,0,42,425,575
228,0,52,412,588
229,0,29,394,606
230,0,29,350,650
231,0,155,445,555
