t,failure,success,charging,skip
0,0,0,0,1000
1,0,0,0,1000
2,0,0,0,1000
3,0,0,0,1000
4,0,0,0,1000
5,0,0,0,1000
6,0,0,0,1000
7,26,50,50,950
8,12,97,147,853
9,8,47,169,831
10,0,36,195,805
11,0,14,203,797
12,0,9,212,788
13,0,4,216,784
14,0,4,170,830
15,0,2,161,839
16,0,6,74,926
17,0,4,60,940
18,0,5,42,958
19,0,5,35,965
20,0,4,31,969
21,0,3,29,971
22,0,4,32,968
23,0,2,27,973
24,0,5,28,972
25,0,1,24,976
26,0,6,25,975
27,0,5,27,973
28,0,3,27,973
29,0,7,29,971
30,0,4,31,969
31,0,4,31,969
32,0,5,34,966
33,0,1,29,971
34,0,3,29,971
35,0,4,28,972
36,0,2,23,977
37,0,1,20,980
38,0,1,17,983
39,0,3,16,984
40,0,1,15,985
41,0,2,14,986
42,0,4,15,985
43,0,1,14,986
44,0,3,15,985
45,0,1,15,985
46,0,2,14,986
47,0,2,15,985
48,0,2,15,985
49,0,1,12,988
50,0,3,14,986
51,0,1,12,988
52,0,3,14,986
53,0,2,14,986
54,0,1,13,987
55,0,0,11,989
56,0,1,11,989
57,0,2,10,990
58,0,1,10,990
59,0,4,11,989
60,0,0,9,991
61,0,2,10,990
62,0,3,13,987
63,0,1,13,987
64,0,2,13,987
65,0,0,12,988
66,0,2,10,990
67,0,1,11,989
68,0,0,9,991
69,0,0,6,994
70,0,1,6,994
71,0,2,6,994
72,0,1,7,993
73,0,2,7,993
74,0,4,10,990
75,0,0,10,990
76,0,2,12,988
77,0,2,13,987
78,0,0,11,989
79,0,1,11,989
80,0,3,12,988
81,0,3,11,989
82,0,0,11,989
83,0,1,10,990
84,0,2,10,990
85,0,1,11,989
86,0,0,10,990
87,0,4,11,989
88,0,1,9,991
89,0,5,14,986
90,0,0,13,987
91,0,2,14,986
92,0,2,14,986
93,0,1,15,985
94,0,1,12,988
95,0,1,12,988
96,0,1,9,991
97,0,2,10,990
98,0,1,9,991
99,0,2,9,991
100,0,3,11,989
101,0,2,12,988
102,0,0,12,988
103,0,1,11,989
104,0,1,10,990
105,0,4,13,987
106,0,1,12,988
107,0,2,11,989
108,0,4,13,987
109,0,3,16,984
110,0,1,16,984
111,0,1,16,984
112,0,1,13,987
113,0,1,13,987
114,0,3,14,986
115,0,1,11,989
116,0,0,8,992
117,0,1,8,992
118,0,4,11,989
119,0,2,12,988
120,0,15,26,974
121,0,34,57,943
122,0,62,118,882
123,11,87,205,795
124,48,61,265,735
125,66,116,366,634
126,94,97,431,569
127,62,117,514,486
128,26,130,567,433
129,20,125,574,426
130,15,109,555,445
131,4,94,539,461
132,12,60,513,487
133,4,45,485,515
134,1,38,429,571
135,10,38,396,604
136,9,64,389,611
137,21,64,378,622
138,32,64,371,629
139,15,124,404,596
140,16,104,427,573
141,22,79,463,537
142,3,103,520,480
143,10,104,555,445
144,16,81,570,430
145,3,88,613,387
146,11,73,598,402
147,9,74,587,413
148,10,61,545,455
149,1,61,534,466
150,20,39,471,529
151,15,55,430,570
152,21,48,394,606
153,2,89,414,586
154,2,86,416,584
155,2,93,428,572
156,10,76,440,560
157,9,76,471,529
158,17,98,516,484
159,44,68,541,459
160,25,79,558,442
161,32,82,550,450
162,46,75,523,477
163,67,77,519,481
164,60,81,490,510
165,87,53,451,549
166,78,64,422,578
167,31,137,457,543
168,95,72,442,558
169,104,73,435,565
170,96,76,433,567
171,103,82,411,589
172,190,48,372,628
173,216,47,373,627
174,237,71,378,622
175,305,24,328,672
176,283,59,337,663
177,297,62,338,662
178,318,48,305,695
179,374,33,264,736
180,385,34,261,739
181,409,44,256,744
182,446,36,243,757
183,463,32,229,771
184,472,34,218,782
185,499,30,207,793
186,549,24,192,808
187,568,38,192,808
188,564,38,185,815
189,602,14,158,842
190,628,19,158,842
191,634,21,158,842
192,657,13,145,855
193,650,37,168,832
194,662,26,143,857
195,708,11,125,875
196,720,24,133,867
197,742,9,116,884
198,731,16,122,878
199,739,22,123,877
200,745,17,112,888
201,779,10,102,898
202,773,23,114,886
203,780,17,106,894
204,808,5,89,911
205,804,12,91,909
206,809,12,87,913
207,815,16,85,915
208,824,17,75,925
209,843,8,62,938
210,856,7,61,939
211,877,6,54,946
212,874,10,54,946
213,881,7,47,953
214,887,6,44,956
215,893,6,43,957
216,906,5,40,960
217,920,3,38,962
218,918,7,40,960
219,922,4,35,965
220,919,10,41,959
221,928,5,34,966
222,932,1,30,970
223,936,4,32,968
224,935,6,34,966
225,937,3,29,971
226,940,5,29,971
227,939,6,30,970
228,948,1,24,976
229,950,3,26,974
230,946,5,28,972
231,952,0,23,977
