0,5,0,5
1,8,0,8
2,5,0,5
3,6,0,6
4,8,1,9
5,6,1,7
6,6,0,6
7,10,0,10
8,8,0,8
9,6,1,7
10,4,1,5
11,5,0,5
12,8,1,9
13,9,1,10
14,6,2,8
15,5,0,5
16,5,1,6
17,7,0,7
18,10,2,12
19,10,0,10
20,3,2,5
21,7,2,9
22,8,0,8
23,7,1,8
24,6,2,8
25,6,1,7
26,4,3,7
27,5,3,8
28,9,1,10
29,4,1,5
30,5,2,7
31,8,1,9
32,8,1,9
33,4,2,6
34,4,2,6
35,7,0,7
36,5,4,9
37,8,0,8
38,5,1,6
39,4,3,7
40,3,2,5
41,3,4,7
42,5,3,8
43,7,1,8
44,2,0,2
45,5,2,7
46,4,3,7
47,2,0,2
48,5,1,6
49,2,0,2
50,4,2,6
51,4,5,9
52,7,3,10
53,4,3,7
54,4,2,6
55,4,4,8
56,3,4,7
57,4,5,9
58,6,4,10
59,7,4,11
60,5,2,7
61,1,3,4
62,2,5,7
63,5,1,6
64,6,1,7
65,4,5,9
66,3,5,8
67,3,2,5
68,4,2,6
69,2,4,6
70,6,5,11
71,6,6,12
72,3,3,6
73,2,7,9
74,2,4,6
75,4,2,6
76,4,7,11
77,1,7,8
78,2,2,4
79,5,1,6
80,6,2,8
81,4,1,5
82,4,1,5
83,3,6,9
84,4,4,8
85,4,6,10
86,4,1,5
87,2,1,3
88,4,5,9
89,5,6,11
90,3,8,11
91,5,3,8
92,3,2,5
93,3,6,9
94,3,3,6
95,2,6,8
96,3,3,6
97,2,4,6
98,3,8,11
99,2,5,7
100,2,0,2
101,2,4,6
102,1,3,4
103,1,5,6
104,1,8,9
105,1,8,9
106,2,4,6
107,0,5,5
108,1,3,4
109,2,4,6
110,0,6,6
111,0,8,8
112,1,4,5
113,0,9,9
114,1,6,7
115,2,10,12
116,0,4,4
117,0,3,3
118,0,3,3
119,0,7,7
120,1,4,5
121,1,6,7
122,1,9,10
123,3,3,6
124,1,2,3
125,2,6,8
126,1,6,7
127,1,2,3
128,1,10,11
129,0,10,10
130,0,5,5
131,1,5,6
132,2,7,9
133,1,5,6
134,2,5,7
135,0,4,4
136,0,4,4
137,0,3,3
138,1,6,7
139,0,2,2
140,1,6,7
141,0,6,6
142,0,5,5
143,0,8,8
144,1,6,7
145,0,2,2
146,0,9,9
147,0,6,6
148,0,4,4
149,0,6,6
