0,11,0,11
1,12,0,12
2,3,0,3
3,5,0,5
4,10,0,10
5,7,0,7
6,4,1,5
7,7,1,8
8,10,2,12
9,6,0,6
10,3,0,3
11,6,0,6
12,12,2,14
13,7,0,7
14,1,0,1
15,4,0,4
16,12,0,12
17,11,2,13
18,7,1,8
19,7,2,9
20,2,0,2
21,4,2,6
22,7,1,8
23,7,0,7
24,9,3,12
25,4,2,6
26,6,1,7
27,7,3,10
28,9,2,11
29,11,2,13
30,3,3,6
31,9,2,11
32,5,1,6
33,5,0,5
34,5,2,7
35,4,0,4
36,5,1,6
37,6,4,10
38,2,4,6
39,6,3,9
40,3,1,4
41,8,4,12
42,2,4,6
43,6,2,8
44,3,1,4
45,3,2,5
46,8,5,13
47,4,5,9
48,2,1,3
49,4,4,8
50,4,2,6
51,5,0,5
52,3,1,4
53,8,3,11
54,4,5,9
55,1,8,9
56,1,3,4
57,3,2,5
58,2,1,3
59,5,2,7
60,5,5,10
61,5,1,6
62,5,7,12
63,6,6,12
64,2,2,4
65,3,5,8
66,6,2,8
67,3,0,3
68,4,6,10
69,4,1,5
70,3,7,10
71,3,6,9
72,3,2,5
73,2,2,4
74,7,5,12
75,2,2,4
76,2,1,3
77,2,1,3
78,7,1,8
79,2,4,6
80,4,3,7
81,5,2,7
82,3,3,6
83,3,1,4
84,5,6,11
85,4,7,11
86,2,8,10
87,0,3,3
88,3,3,6
89,1,4,5
90,1,7,8
91,3,3,6
92,2,2,4
93,1,5,6
94,3,4,7
95,2,5,7
96,3,3,6
97,1,4,5
98,0,6,6
99,3,8,11
100,1,4,5
101,0,3,3
102,0,8,8
103,4,6,10
104,1,11,12
105,1,4,5
106,4,3,7
107,2,3,5
108,2,1,3
109,2,8,10
110,4,4,8
111,2,10,12
112,0,5,5
113,1,6,7
114,0,5,5
115,3,7,10
116,1,10,11
117,3,7,10
118,3,2,5
119,0,5,5
120,1,7,8
121,1,7,8
122,2,8,10
123,0,2,2
124,0,7,7
125,2,3,5
126,1,8,9
127,0,3,3
128,1,11,12
129,0,7,7
130,0,7,7
131,0,3,3
132,2,8,10
133,0,11,11
134,0,4,4
135,0,6,6
136,1,11,12
137,0,11,11
138,0,5,5
139,0,4,4
140,0,5,5
141,0,4,4
