t,failure,success,charging,skip
0,0,0,0,1000
1,0,0,0,1000
2,0,0,0,1000
3,0,0,0,1000
4,0,0,0,1000
5,0,0,0,1000
6,0,0,0,1000
7,12,143,143,857
8,4,160,303,697
9,0,36,327,673
10,1,38,361,639
11,0,36,397,603
12,0,49,445,555
13,0,44,489,511
14,0,52,398,602
15,0,51,441,559
16,0,47,325,675
17,0,33,331,669
18,0,32,320,680
19,0,23,301,699
20,0,23,281,719
21,0,58,287,713
22,0,24,266,734
23,0,44,266,734
24,5,66,294,706
25,4,32,284,716
26,0,63,314,686
27,0,36,327,673
28,0,53,320,680
29,0,45,338,662
30,0,37,337,663
31,0,52,351,649
32,2,40,329,671
33,0,54,346,654
34,0,39,336,664
35,0,70,356,644
36,0,31,341,659
37,0,37,333,667
38,0,33,330,670
39,1,41,325,675
40,12,63,333,667
41,0,65,359,641
42,0,61,340,660
43,0,41,341,659
44,0,34,339,661
45,0,50,353,647
46,0,40,357,643
47,4,42,368,632
48,0,53,345,655
49,0,66,348,652
50,0,40,339,661
51,0,33,339,661
52,0,46,333,667
53,0,37,326,674
54,0,42,334,666
55,4,50,339,661
56,0,80,351,649
57,0,57,358,642
58,0,46,372,628
59,0,45,373,627
60,1,38,370,630
61,1,46,376,624
62,0,37,364,636
63,0,67,375,625
64,0,53,354,646
65,0,53,361,639
66,0,47,359,641
67,0,38,353,647
68,0,34,350,650
69,5,43,350,650
70,0,52,342,658
71,0,52,337,663
72,1,70,356,644
73,0,49,351,649
74,0,54,368,632
75,0,34,367,633
76,8,37,362,638
77,26,57,372,628
78,0,80,392,608
79,0,76,396,604
80,0,43,370,630
81,0,37,355,645
82,0,46,360,640
83,0,39,362,638
84,10,43,367,633
85,0,62,369,631
86,0,50,334,666
87,0,28,316,684
88,5,67,341,659
89,0,45,347,653
90,0,53,350,650
91,1,35,345,655
92,12,46,338,662
93,0,90,378,622
94,0,56,385,615
95,6,40,386,614
96,3,46,375,625
97,0,51,370,630
98,0,55,380,620
99,9,50,385,615
100,7,51,368,632
101,0,50,348,652
102,2,47,345,655
103,3,32,338,662
104,0,74,364,636
105,0,43,349,651
106,0,47,345,655
107,12,47,343,657
108,0,69,372,628
109,9,53,367,633
110,11,49,380,620
111,3,61,392,608
112,4,68,384,616
113,1,65,403,597
114,4,55,401,599
115,0,56,400,600
116,0,55,398,602
117,4,31,388,612
118,10,38,381,619
119,5,46,361,639
120,31,39,332,668
121,0,81,356,644
122,18,68,334,666
123,17,60,337,663
124,3,54,354,646
125,8,64,369,631
126,4,76,388,612
127,16,40,384,616
128,2,65,406,594
129,9,56,404,596
130,12,59,382,618
131,6,55,391,609
132,3,50,394,606
133,0,75,386,614
134,4,43,371,629
135,0,49,380,620
136,2,44,369,631
137,2,50,362,638
138,7,64,375,625
139,2,42,380,620
140,13,53,365,635
141,22,49,352,648
142,4,89,387,613
143,5,67,394,606
144,4,56,397,603
145,2,50,398,602
146,0,51,390,610
147,6,51,382,618
148,11,45,386,614
149,2,67,399,601
150,17,43,370,630
151,10,46,363,637
152,6,55,362,638
153,3,53,357,643
154,10,80,370,630
155,13,42,371,629
156,0,83,399,601
157,8,61,391,609
158,12,47,394,606
159,14,47,398,602
160,0,66,408,592
161,21,60,388,612
162,12,65,399,601
163,8,74,401,599
164,0,56,376,624
165,7,52,379,621
166,10,37,382,618
167,1,46,366,634
168,10,73,369,631
169,4,61,390,610
170,29,64,387,613
171,4,77,397,603
172,12,75,403,597
173,6,44,395,605
174,5,55,407,593
175,1,66,403,597
176,0,57,406,594
177,0,53,390,610
178,1,43,378,622
179,2,56,404,596
180,9,25,364,636
181,9,56,373,627
182,8,75,384,616
183,13,50,371,629
184,9,77,373,627
185,6,78,402,598
186,6,52,397,603
187,4,41,388,612
188,14,67,417,583
189,9,59,397,603
190,10,59,406,594
191,14,60,392,608
192,7,79,396,604
193,9,48,381,619
194,10,52,384,616
195,4,78,420,580
196,33,37,369,631
197,30,55,372,628
198,14,82,395,605
199,0,96,411,589
200,8,71,395,605
201,11,38,392,608
202,4,52,380,620
203,17,47,368,632
204,39,54,374,626
205,17,78,384,616
206,4,94,402,598
207,8,64,358,642
208,7,58,369,631
209,13,53,378,622
210,10,58,393,607
211,12,58,395,605
212,7,67,395,605
213,18,77,409,591
214,22,63,393,607
215,6,66,393,607
216,2,62,390,610
217,12,36,380,620
218,3,54,375,625
219,25,43,349,651
220,14,78,367,633
221,17,60,366,634
222,9,78,387,613
223,20,61,361,639
224,0,60,387,613
225,11,51,382,618
226,35,40,376,624
227,32,83,402,598
228,4,76,411,589
229,15,79,406,594
230,20,82,396,604
231,0,75,409,591
