t,failure,success,charging,skip
0,0,0,0,1000
1,0,0,0,1000
2,0,0,0,1000
3,0,0,0,1000
4,0,0,0,1000
5,0,0,0,1000
6,0,0,0,1000
7,0,8,8,992
8,0,0,8,992
9,0,0,8,992
10,0,1,9,991
11,2,3,12,988
12,1,3,15,985
13,0,4,19,981
14,1,3,14,986
15,2,1,15,985
16,0,2,17,983
17,0,4,20,980
18,1,3,20,980
19,0,2,19,981
20,0,4,20,980
21,2,1,17,983
22,0,6,22,978
23,1,2,22,978
24,0,3,21,979
25,2,4,22,978
26,4,3,23,977
27,4,0,19,981
28,1,1,20,980
29,1,1,14,986
30,0,0,12,988
31,0,5,16,984
32,0,2,12,988
33,0,0,9,991
34,0,2,11,989
35,0,2,13,987
36,2,0,11,989
37,0,2,13,987
38,0,1,10,990
39,0,4,11,989
40,2,0,11,989
41,0,3,12,988
42,1,4,14,986
43,0,6,20,980
44,0,2,20,980
45,0,2,21,979
46,0,2,19,981
47,2,1,20,980
48,0,2,19,981
49,0,4,20,980
50,0,3,17,983
51,0,1,16,984
52,0,1,15,985
53,0,4,16,984
54,1,3,18,982
55,0,3,19,981
56,1,6,22,978
57,0,1,19,981
58,0,4,22,978
59,0,4,25,975
60,1,2,23,977
61,3,3,23,977
62,1,2,22,978
63,0,3,20,980
64,0,2,20,980
65,0,3,20,980
66,1,1,17,983
67,0,3,18,982
68,1,1,15,985
69,0,1,14,986
70,0,3,15,985
71,0,4,16,984
72,0,5,18,982
73,0,5,22,978
74,0,2,21,979
75,2,4,24,976
76,1,3,27,973
77,0,7,30,970
78,0,4,30,970
79,0,4,29,971
80,0,2,28,972
81,1,1,26,974
82,2,4,26,974
83,1,4,27,973
84,1,4,24,976
85,0,0,19,981
86,0,1,16,984
87,0,3,18,982
88,0,4,20,980
89,1,1,17,983
90,0,2,16,984
91,0,1,12,988
92,1,2,14,986
93,1,4,17,983
94,2,1,15,985
95,0,1,13,987
96,0,3,14,986
97,0,2,14,986
98,1,3,16,984
99,1,2,16,984
100,0,3,15,985
101,0,2,16,984
102,0,2,17,983
103,0,3,17,983
104,0,0,15,985
105,0,2,14,986
106,0,5,17,983
107,0,3,17,983
108,1,2,17,983
109,0,2,17,983
110,1,0,14,986
111,3,2,16,984
112,0,4,18,982
113,0,4,17,983
114,0,3,17,983
115,0,3,18,982
116,0,0,17,983
117,1,3,19,981
118,0,2,19,981
119,0,4,20,980
120,1,3,18,982
121,0,3,19,981
122,1,1,17,983
123,2,2,18,982
124,1,4,19,981
125,0,1,18,982
126,0,4,18,982
127,0,7,22,978
128,0,2,22,978
129,0,1,21,979
130,1,3,22,978
131,0,2,23,977
132,0,5,24,976
133,0,1,21,979
134,1,4,18,982
135,1,0,16,984
136,1,2,17,983
137,0,1,15,985
138,0,6,19,981
139,0,4,18,982
140,0,4,21,979
141,1,1,18,982
142,0,2,20,980
143,1,0,19,981
144,2,5,22,978
145,0,0,16,984
146,0,4,17,983
147,3,2,14,986
148,0,2,16,984
149,1,2,16,984
150,0,1,16,984
151,0,1,12,988
152,0,3,15,985
153,0,1,12,988
154,0,4,14,986
155,1,3,15,985
156,0,1,14,986
157,0,2,15,985
158,2,2,16,984
159,0,4,17,983
160,0,1,17,983
161,1,3,16,984
162,0,1,14,986
163,0,2,16,984
164,1,1,14,986
165,1,7,20,980
166,0,3,18,982
167,0,3,20,980
168,0,4,22,978
169,0,3,23,977
170,0,2,23,977
171,0,2,24,976
172,0,0,17,983
173,0,5,19,981
174,1,5,22,978
175,0,3,20,980
176,0,2,19,981
177,2,1,18,982
178,0,1,17,983
179,0,2,19,981
180,0,3,17,983
181,0,1,14,986
182,0,3,14,986
183,0,0,11,989
184,0,6,16,984
185,0,4,20,980
186,0,1,18,982
187,0,1,16,984
188,0,2,17,983
189,0,2,16,984
190,1,3,19,981
191,1,7,20,980
192,2,1,17,983
193,1,2,18,982
194,1,4,21,979
195,0,0,19,981
196,0,0,18,982
197,0,2,16,984
198,0,1,11,989
199,0,1,10,990
200,0,2,10,990
201,1,5,12,988
202,1,3,14,986
203,2,2,16,984
204,0,3,17,983
205,0,4,20,980
206,0,1,20,980
207,0,3,21,979
208,1,4,21,979
209,0,2,19,981
210,2,2,20,980
211,1,2,19,981
212,0,3,17,983
213,0,2,19,981
214,0,6,22,978
215,0,2,19,981
216,0,5,22,978
217,0,4,24,976
218,3,4,27,973
219,1,1,24,976
220,0,6,29,971
221,1,5,28,972
222,0,2,27,973
223,3,2,24,976
224,2,1,21,979
225,1,2,22,978
226,1,2,20,980
227,0,4,19,981
228,0,2,15,985
229,3,2,15,985
230,0,0,14,986
231,0,6,18,982
