t,failure,success,charging,skip
0,0,0,0,1000
1,0,0,0,1000
2,0,0,0,1000
3,0,0,0,1000
4,0,0,0,1000
5,0,0,0,1000
6,0,0,0,1000
7,0,69,69,931
8,0,77,146,854
9,3,8,154,846
10,3,25,179,821
11,4,31,207,793
12,4,32,236,764
13,2,39,271,729
14,2,46,244,756
15,0,44,281,719
16,0,31,231,769
17,0,18,233,767
18,1,21,226,774
19,0,17,220,780
20,0,28,221,779
21,0,48,222,778
22,0,27,208,792
23,0,24,196,804
24,8,71,241,759
25,4,37,260,740
26,6,31,267,733
27,0,42,275,725
28,9,30,254,746
29,5,50,278,722
30,4,51,293,707
31,0,51,308,692
32,0,30,266,734
33,1,33,276,724
34,7,29,267,733
35,16,42,277,723
36,5,48,287,713
37,3,48,278,722
38,10,31,256,744
39,9,48,260,740
40,15,81,303,697
41,16,50,310,690
42,10,57,313,687
43,9,54,323,677
44,1,64,337,663
45,6,59,354,646
46,6,46,365,635
47,8,46,370,630
48,7,43,333,667
49,6,57,352,648
50,5,37,329,671
51,2,53,331,669
52,0,44,315,685
53,10,40,308,692
54,5,42,310,690
55,10,43,306,694
56,27,63,318,682
57,7,79,339,661
58,8,87,359,641
59,29,35,347,653
60,26,48,356,644
61,13,71,379,621
62,10,69,375,625
63,12,80,398,602
64,9,63,379,621
65,22,60,372,628
66,39,31,332,668
67,23,55,361,639
68,19,71,364,636
69,16,87,368,632
70,22,56,348,652
71,20,73,351,649
72,38,78,351,649
73,28,63,358,642
74,26,89,398,602
75,27,65,393,607
76,21,76,395,605
77,22,79,399,601
78,37,61,386,614
79,37,88,397,603
80,47,70,383,617
81,29,85,412,588
82,28,76,383,617
83,25,89,394,606
84,27,76,382,618
85,50,74,380,620
86,61,67,368,632
87,67,58,357,643
88,54,85,377,623
89,47,103,375,625
90,71,112,379,621
91,65,118,391,609
92,50,122,404,596
93,64,104,405,595
94,66,92,392,608
95,58,98,417,583
96,77,93,411,589
97,89,90,416,584
98,82,103,422,578
99,67,123,423,577
100,87,101,389,611
101,74,122,403,597
102,73,108,403,597
103,79,107,408,592
104,89,111,397,603
105,84,108,406,594
106,109,72,375,625
107,115,96,384,616
108,149,78,360,640
109,136,108,368,632
110,142,111,372,628
111,123,137,389,611
112,145,127,375,625
113,164,99,352,648
114,183,96,347,653
115,187,95,360,640
116,195,103,362,638
117,201,111,368,632
118,197,125,383,617
119,193,127,385,615
120,219,108,366,634
121,251,95,353,647
122,252,80,327,673
123,248,91,331,669
124,241,90,336,664
125,235,109,350,650
126,257,94,328,672
127,251,102,330,670
128,283,92,309,691
129,287,103,313,687
130,327,73,288,712
131,336,76,283,717
132,345,81,274,726
133,381,54,256,744
134,396,50,246,754
135,408,54,239,761
136,437,44,212,788
137,476,34,193,807
138,487,43,197,803
139,498,42,193,807
140,510,44,187,813
141,515,51,183,817
142,536,41,162,838
143,571,37,156,844
144,585,35,154,846
145,588,38,157,843
146,590,39,154,846
147,604,36,146,854
148,609,35,140,860
149,621,36,136,864
150,647,33,127,873
151,645,39,127,873
152,652,42,122,878
153,651,52,131,869
154,665,46,123,877
155,675,44,127,873
156,675,42,123,877
157,687,40,124,876
158,691,47,129,871
159,713,31,126,874
160,737,14,117,883
161,751,14,108,892
162,760,8,97,903
163,769,7,92,908
164,770,10,89,911
165,771,8,79,921
166,778,8,80,920
167,784,11,82,918
168,796,8,76,924
169,804,9,75,925
170,806,8,72,928
171,809,6,70,930
172,815,7,68,932
173,813,10,70,930
174,819,4,62,938
175,822,9,63,937
176,824,3,56,944
177,826,9,55,945
178,833,4,50,950
179,831,8,51,949
180,843,7,47,953
181,847,7,45,955
182,851,5,41,959
183,854,5,39,961
184,858,4,38,962
185,857,5,40,960
186,863,5,39,961
187,868,8,38,962
188,880,2,32,968
189,886,5,34,966
190,883,7,33,967
191,890,4,29,971
192,894,3,27,973
193,891,4,29,971
194,897,0,25,975
195,902,4,27,973
196,907,3,27,973
197,906,2,25,975
198,911,3,24,976
199,910,3,23,977
200,914,1,20,980
201,919,2,22,978
202,923,2,20,980
203,923,2,19,981
204,921,5,23,977
205,919,2,22,978
206,920,3,23,977
207,926,1,20,980
208,925,3,23,977
209,928,3,23,977
210,933,3,23,977
211,932,2,22,978
212,932,1,21,979
213,934,1,20,980
214,937,0,18,982
215,938,1,19,981
216,939,1,18,982
217,939,4,19,981
218,943,1,18,982
219,942,1,17,983
220,943,2,18,982
221,947,3,20,980
222,949,2,22,978
223,948,0,21,979
224,948,0,19,981
225,949,3,22,978
226,951,0,21,979
227,949,2,23,977
228,951,2,20,980
229,956,1,16,984
230,955,0,16,984
231,954,3,19,981
