t,failure,success,charging,skip
0,0,0,0,1000
1,0,0,0,1000
2,0,0,0,1000
3,0,0,0,1000
4,0,0,0,1000
5,0,0,0,1000
6,0,0,0,1000
7,0,211,211,789
8,0,218,429,571
9,0,45,474,526
10,0,61,535,465
11,0,77,612,388
12,0,78,690,310
13,0,58,748,252
14,0,55,592,408
15,0,34,607,393
16,0,30,412,588
17,0,24,381,619
18,0,21,341,659
19,0,7,268,732
20,0,16,217,783
21,0,215,381,619
22,0,32,358,642
23,0,37,375,625
24,0,242,584,416
25,20,37,596,404
26,28,62,644,356
27,0,120,735,265
28,32,58,543,457
29,19,69,588,412
30,8,85,601,399
31,0,47,586,414
32,0,42,389,611
33,0,25,374,626
34,0,18,341,659
35,16,197,458,542
36,0,47,451,549
37,0,49,445,555
38,0,52,438,562
39,0,37,436,564
40,95,135,539,461
41,0,140,651,349
42,82,52,459,541
43,20,80,518,482
44,46,55,496,504
45,34,40,490,510
46,69,36,474,526
47,8,94,532,468
48,31,74,404,596
49,164,115,461,539
50,162,67,379,621
51,195,35,330,670
52,214,23,318,682
53,213,35,330,670
54,223,37,324,676
55,163,115,392,608
56,328,21,277,723
57,314,44,286,714
58,436,43,242,758
59,473,24,213,787
60,473,24,204,796
61,458,46,204,796
62,479,27,176,824
63,578,10,159,841
64,618,15,164,836
65,603,38,187,813
66,657,7,149,851
67,650,41,183,817
68,655,24,158,842
69,678,24,154,846
70,692,7,137,863
71,681,29,158,842
72,701,14,142,858
73,705,27,134,866
74,699,29,128,872
75,727,20,111,889
76,749,4,91,909
77,762,12,94,906
78,773,10,92,908
79,770,24,106,894
80,806,0,82,918
81,787,36,111,889
82,822,0,75,925
83,834,5,80,920
84,824,10,85,915
85,827,17,85,915
86,835,0,68,932
87,829,31,98,902
88,832,12,76,924
89,849,5,66,934
90,865,0,61,939
91,858,12,69,931
92,859,7,60,940
93,862,18,64,936
94,870,4,46,954
95,882,14,53,947
96,903,0,39,961
97,901,7,44,956
98,903,0,37,963
99,904,9,46,954
100,907,7,37,963
101,922,14,41,959
102,924,0,27,973
103,920,5,32,968
104,931,2,29,971
105,935,2,29,971
106,934,0,27,973
107,927,13,40,960
108,932,5,32,968
109,950,3,28,972
110,950,1,25,975
111,947,5,28,972
112,950,0,23,977
113,945,6,28,972
114,949,0,22,978
115,953,7,27,973
116,959,0,20,980
117,954,8,27,973
118,959,0,19,981
119,960,2,21,979
120,958,3,20,980
121,961,6,20,980
122,963,0,14,986
123,963,4,15,985
124,969,0,11,989
125,970,3,13,987
126,973,0,10,990
127,970,4,14,986
128,977,0,10,990
129,979,1,11,989
130,979,0,10,990
131,979,4,13,987
132,980,0,9,991
133,983,0,9,991
134,982,0,9,991
135,981,5,14,986
136,985,0,9,991
137,984,2,9,991
138,984,1,8,992
139,988,1,7,993
140,986,0,6,994
141,985,1,7,993
142,985,0,6,994
143,985,1,7,993
144,988,0,6,994
145,987,3,9,991
146,989,0,6,994
147,990,1,6,994
148,991,0,5,995
149,990,2,6,994
150,992,0,4,996
151,992,1,4,996
152,990,0,3,997
153,993,0,3,997
154,993,0,3,997
155,994,0,3,997
156,994,0,3,997
157,994,2,5,995
158,994,1,4,996
159,996,0,3,997
160,996,0,3,997
161,996,0,3,997
162,995,0,3,997
163,994,1,4,996
164,995,0,3,997
165,997,0,3,997
166,997,0,3,997
167,997,1,3,997
168,996,0,2,998
169,996,0,2,998
170,996,0,2,998
171,997,0,2,998
172,997,0,2,998
173,995,2,4,996
174,997,0,2,998
175,998,0,2,998
176,997,0,2,998
177,997,0,2,998
178,997,0,2,998
179,997,0,2,998
180,997,0,2,998
181,998,1,3,997
182,998,0,2,998
183,998,0,2,998
184,998,0,2,998
185,998,0,2,998
186,998,0,2,998
187,997,1,3,997
188,998,0,2,998
189,999,0,2,998
190,999,0,2,998
191,999,0,2,998
192,999,0,2,998
193,999,0,2,998
194,999,0,2,998
195,1000,0,2,998
196,1000,0,2,998
197,1000,0,2,998
198,1000,0,2,998
199,1000,0,2,998
200,998,0,2,998
201,998,0,2,998
202,998,0,2,998
203,998,0,2,998
204,998,0,2,998
205,996,2,4,996
206,998,0,2,998
207,998,0,2,998
208,998,0,2,998
209,998,0,2,998
210,998,0,2,998
211,998,0,2,998
212,998,0,2,998
213,1000,0,2,998
214,1000,0,2,998
215,1000,0,2,998
216,999,0,2,998
217,999,0,2,998
218,999,0,2,998
219,999,0,2,998
220,999,0,2,998
221,998,1,3,997
222,999,0,2,998
223,999,0,2,998
224,999,0,2,998
225,999,0,2,998
226,999,0,2,998
227,999,0,2,998
228,999,0,2,998
229,1000,0,2,998
230,999,0,2,998
