t,failure,success,charging,skip
0,0,0,0,1000
1,0,0,0,1000
2,0,0,0,1000
3,0,0,0,1000
4,0,0,0,1000
5,0,0,0,1000
6,0,0,0,1000
7,0,65,65,935
8,0,59,124,876
9,0,12,136,864
10,0,28,164,836
11,0,19,183,817
12,0,26,209,791
13,0,28,237,763
14,0,35,207,793
15,0,28,231,769
16,0,23,190,810
17,0,17,186,814
18,0,15,176,824
19,0,25,181,819
20,0,13,174,826
21,0,35,173,827
22,0,22,161,839
23,0,24,159,841
24,0,59,198,802
25,0,22,209,791
26,0,23,204,796
27,0,28,220,780
28,0,32,218,782
29,0,30,222,778
30,0,35,237,763
31,0,24,235,765
32,0,19,196,804
33,0,24,202,798
34,0,29,210,790
35,0,45,221,779
36,0,39,227,773
37,0,25,223,777
38,0,28,223,777
39,0,34,233,767
40,4,58,266,734
41,0,22,262,738
42,0,42,254,746
43,0,28,248,752
44,0,39,254,746
45,0,34,262,738
46,0,43,274,726
47,0,36,282,718
48,0,32,260,740
49,0,46,279,721
50,0,37,277,723
51,0,30,276,724
52,0,40,285,715
53,0,39,285,715
54,0,29,270,730
55,0,33,267,733
56,0,65,287,713
57,0,30,277,723
58,0,34,282,718
59,0,29,276,724
60,2,43,273,727
61,1,45,290,710
62,0,47,307,693
63,0,59,322,678
64,0,46,309,691
65,1,40,325,675
66,2,36,329,671
67,0,44,341,659
68,0,42,326,674
69,0,30,318,682
70,0,34,289,711
71,0,36,276,724
72,0,60,294,706
73,0,27,283,717
74,0,48,290,710
75,5,31,285,715
76,1,52,301,699
77,0,63,321,679
78,12,51,341,659
79,4,58,364,636
80,16,42,342,658
81,7,43,346,654
82,16,41,335,665
83,1,56,355,645
84,6,61,337,663
85,6,45,329,671
86,0,38,316,684
87,3,43,304,696
88,25,39,300,700
89,34,29,291,709
90,4,79,333,667
91,7,86,333,667
92,24,71,330,670
93,27,52,341,659
94,32,60,360,640
95,37,58,365,635
96,37,51,362,638
97,23,75,389,611
98,26,79,367,633
99,17,87,374,626
100,29,66,345,655
101,22,61,347,653
102,16,66,347,653
103,14,72,352,648
104,17,67,357,643
105,25,64,362,638
106,39,59,364,636
107,44,49,352,648
108,76,53,344,656
109,74,59,349,651
110,72,60,347,653
111,43,104,373,627
112,66,75,337,663
113,99,57,325,675
114,117,65,311,689
115,126,41,286,714
116,146,40,276,724
117,160,42,267,733
118,180,36,262,738
119,220,28,251,749
120,235,38,252,748
121,232,47,247,753
122,280,30,221,779
123,283,33,221,779
124,301,29,210,790
125,307,30,206,794
126,329,25,192,808
127,335,28,190,810
128,359,25,177,823
129,361,38,187,813
130,401,26,167,833
131,420,24,163,837
132,440,14,154,846
133,449,22,155,845
134,463,18,147,853
135,473,19,143,857
136,484,23,142,858
137,500,23,133,867
138,527,24,127,873
139,535,23,122,878
140,546,15,113,887
141,549,18,113,887
142,565,11,106,894
143,563,18,112,888
144,571,21,113,887
145,592,10,99,901
146,606,14,94,906
147,617,10,94,906
148,617,11,87,913
149,627,13,81,919
150,626,18,81,919
151,641,12,77,923
152,656,11,77,923
153,665,15,78,922
154,675,9,71,929
155,674,15,78,922
156,688,10,73,927
157,693,11,70,930
158,701,10,69,931
159,709,9,66,934
160,712,14,70,930
161,721,6,62,938
162,723,11,67,933
163,731,8,62,938
164,736,6,59,941
165,740,4,56,944
166,749,8,56,944
167,752,11,54,946
168,759,8,50,950
169,756,12,49,951
170,764,6,44,956
171,776,0,39,961
172,778,4,40,960
173,779,6,41,959
174,780,7,41,959
175,781,7,37,963
176,785,8,36,964
177,792,4,33,967
178,798,3,32,968
179,800,4,32,968
180,805,4,35,965
181,807,6,36,964
182,808,8,37,963
183,816,3,32,968
184,818,2,30,970
185,821,5,31,969
186,825,4,29,971
187,823,4,28,972
188,828,6,32,968
189,827,5,35,965
190,833,3,30,970
191,835,3,31,969
192,840,4,33,967
193,840,2,31,969
194,836,5,35,965
195,833,3,31,969
196,839,3,29,971
197,840,2,30,970
198,837,5,34,966
199,841,5,32,968
200,837,6,32,968
201,841,3,29,971
202,842,2,29,971
203,843,4,30,970
204,847,2,28,972
205,845,6,31,969
206,850,3,30,970
207,855,2,31,969
208,860,1,29,971
209,859,4,30,970
210,860,2,28,972
211,863,1,26,974
212,863,3,26,974
213,865,0,24,976
214,865,2,23,977
215,867,2,25,975
216,875,1,22,978
217,877,3,25,975
218,879,4,26,974
219,881,1,25,975
220,884,1,23,977
221,883,1,22,978
222,885,1,22,978
223,889,0,21,979
224,889,3,23,977
225,889,2,23,977
226,890,1,21,979
227,898,2,23,977
228,896,3,25,975
229,897,4,28,972
230,894,7,31,969
231,894,5,32,968
