t,failure,success,charging,skip
0,0,0,0,1000
1,0,0,0,1000
2,0,0,0,1000
3,0,0,0,1000
4,0,0,0,1000
5,0,0,0,1000
6,0,0,0,1000
7,0,37,37,963
8,0,4,41,959
9,0,6,47,953
10,0,3,50,950
11,0,4,54,946
12,0,2,56,944
13,0,4,60,940
14,0,3,26,974
15,0,8,34,966
16,0,5,29,971
17,0,6,32,968
18,0,4,32,968
19,0,8,39,961
20,0,3,38,962
21,0,2,36,964
22,0,1,29,971
23,0,2,27,973
24,0,2,23,977
25,0,4,22,978
26,0,3,17,983
27,0,2,16,984
28,0,6,20,980
29,0,2,21,979
30,0,0,19,981
31,0,4,22,978
32,0,2,20,980
33,0,3,19,981
34,1,1,18,982
35,0,1,15,985
36,0,2,14,986
37,0,3,16,984
38,0,5,18,982
39,0,6,21,979
40,0,5,23,977
41,0,9,31,969
42,0,4,34,966
43,1,3,35,965
44,0,1,33,967
45,0,1,29,971
46,0,5,28,972
47,0,6,29,971
48,0,3,23,977
49,0,3,23,977
50,0,7,27,973
51,0,4,29,971
52,0,4,32,968
53,0,3,30,970
54,0,3,27,973
55,0,7,32,968
56,0,3,31,969
57,0,2,26,974
58,0,2,24,976
59,0,8,29,971
60,0,2,27,973
61,0,2,26,974
62,0,6,26,974
63,0,4,26,974
64,0,3,27,973
65,0,5,31,969
66,0,4,26,974
67,0,2,26,974
68,0,3,27,973
69,0,6,28,972
70,0,4,27,973
71,0,7,31,969
72,0,6,34,966
73,0,3,32,968
74,0,2,31,969
75,0,4,32,968
76,0,5,31,969
77,0,7,35,965
78,0,6,35,965
79,0,2,29,971
80,0,1,27,973
81,0,2,27,973
82,0,5,28,972
83,0,4,28,972
84,0,4,26,974
85,0,4,22,978
86,0,3,23,977
87,0,4,26,974
88,0,1,26,974
89,0,4,25,975
90,0,3,23,977
91,0,2,21,979
92,0,3,20,980
93,0,1,19,981
94,0,2,18,982
95,0,5,20,980
96,0,2,18,982
97,0,2,17,983
98,0,3,19,981
99,0,3,18,982
100,0,1,18,982
101,0,4,20,980
102,0,3,19,981
103,0,0,17,983
104,0,6,20,980
105,0,1,19,981
106,0,7,22,978
107,0,3,24,976
108,0,1,22,978
109,0,5,23,977
110,0,7,30,970
111,0,2,26,974
112,0,1,26,974
113,0,5,25,975
114,0,3,24,976
115,0,6,29,971
116,0,5,30,970
117,0,3,26,974
118,0,4,28,972
119,2,7,33,967
120,0,4,34,966
121,0,2,31,969
122,0,6,32,968
123,0,5,31,969
124,0,4,32,968
125,0,3,32,968
126,0,1,26,974
127,0,1,23,977
128,0,0,20,980
129,0,0,14,986
130,0,0,11,989
131,0,2,8,992
132,0,0,5,995
133,0,1,4,996
134,0,2,5,995
135,0,1,6,994
136,0,1,7,993
137,0,2,9,991
138,0,1,8,992
139,0,0,8,992
140,0,1,8,992
141,0,1,7,993
142,0,1,7,993
143,0,0,6,994
144,0,1,5,995
145,0,1,5,995
146,0,1,6,994
147,0,1,6,994
148,0,0,5,995
149,0,0,4,996
150,0,0,4,996
151,0,0,3,997
152,0,1,3,997
153,0,0,2,998
154,0,0,1,999
155,0,1,2,998
156,0,3,5,995
157,0,0,5,995
158,0,0,5,995
159,0,2,6,994
160,0,1,7,993
161,0,2,9,991
162,0,2,10,990
163,0,1,8,992
164,0,1,9,991
165,0,0,9,991
166,0,1,8,992
167,0,2,9,991
168,0,0,7,993
169,0,1,6,994
170,0,1,6,994
171,0,0,5,995
172,0,0,5,995
173,0,1,5,995
174,0,0,3,997
175,0,0,3,997
176,0,2,4,996
177,0,0,3,997
178,0,2,5,995
179,0,0,5,995
180,0,1,5,995
181,0,2,7,993
182,0,1,8,992
183,0,2,8,992
184,0,0,8,992
185,0,0,6,994
186,0,1,7,993
187,0,0,6,994
188,0,0,4,996
189,0,0,3,997
190,0,1,2,998
191,0,1,3,997
192,0,0,3,997
193,0,1,3,997
194,0,0,3,997
195,0,1,4,996
196,0,1,5,995
197,0,1,5,995
198,0,2,6,994
199,0,0,6,994
200,0,1,6,994
201,0,0,6,994
202,0,2,7,993
203,0,2,8,992
204,0,3,10,990
205,0,0,8,992
206,0,0,8,992
207,0,1,8,992
208,0,0,8,992
209,0,1,7,993
210,0,0,5,995
211,0,0,2,998
212,0,0,2,998
213,0,0,2,998
214,0,1,2,998
215,0,1,3,997
216,0,0,2,998
217,0,1,3,997
218,0,2,5,995
219,0,0,5,995
220,0,0,5,995
221,0,0,4,996
222,0,1,4,996
223,0,0,4,996
224,0,0,3,997
225,0,0,1,999
226,0,1,2,998
227,0,0,2,998
228,0,2,4,996
229,0,0,3,997
230,0,2,5,995
231,0,0,5,995
