t,failure,success,charging,skip
0,0,0,0,1000
1,0,0,0,1000
2,0,0,0,1000
3,0,0,0,1000
4,0,0,0,1000
5,0,0,0,1000
6,0,0,0,1000
7,0,4,4,996
8,0,0,4,996
9,0,0,4,996
10,0,0,4,996
11,0,3,7,993
12,2,2,9,991
13,0,1,10,990
14,0,1,7,993
15,0,1,8,992
16,0,1,9,991
17,0,4,13,987
18,0,0,10,990
19,0,1,10,990
20,0,0,8,992
21,0,2,9,991
22,0,2,10,990
23,0,0,9,991
24,0,2,7,993
25,0,2,9,991
26,0,2,10,990
27,0,1,11,989
28,1,0,9,991
29,0,0,7,993
30,0,3,10,990
31,0,0,8,992
32,0,1,7,993
33,0,1,6,994
34,0,0,6,994
35,0,1,6,994
36,0,0,6,994
37,0,0,3,997
38,0,0,3,997
39,0,2,4,996
40,0,2,5,995
41,0,3,8,992
42,0,2,9,991
43,0,0,9,991
44,0,0,9,991
45,0,1,10,990
46,0,1,9,991
47,0,1,8,992
48,0,2,7,993
49,0,1,7,993
50,0,0,6,994
51,0,3,9,991
52,0,2,10,990
53,0,2,11,989
54,0,1,11,989
55,0,1,10,990
56,0,1,10,990
57,0,1,11,989
58,0,2,10,990
59,0,0,8,992
60,0,1,7,993
61,0,1,7,993
62,0,2,8,992
63,0,1,8,992
64,0,0,7,993
65,0,1,6,994
66,0,2,8,992
67,0,1,8,992
68,0,2,9,991
69,0,2,9,991
70,0,1,9,991
71,0,3,12,988
72,1,2,13,987
73,0,2,14,986
74,0,0,12,988
75,0,1,11,989
76,2,1,10,990
77,0,2,11,989
78,0,2,11,989
79,1,3,12,988
80,1,0,9,991
81,0,0,9,991
82,0,0,8,992
83,0,1,9,991
84,0,1,7,993
85,0,1,6,994
86,0,1,4,996
87,0,0,4,996
88,0,3,7,993
89,0,1,8,992
90,0,0,7,993
91,0,2,9,991
92,0,1,8,992
93,0,3,10,990
94,0,0,10,990
95,0,2,9,991
96,0,2,10,990
97,0,1,11,989
98,0,0,9,991
99,0,1,9,991
100,1,0,6,994
101,0,2,8,992
102,0,3,9,991
103,0,1,8,992
104,0,1,8,992
105,0,0,8,992
106,0,3,10,990
107,1,1,11,989
108,0,1,10,990
109,0,1,8,992
110,0,1,8,992
111,0,1,8,992
112,0,0,8,992
113,0,2,7,993
114,0,2,8,992
115,0,1,8,992
116,0,1,8,992
117,0,0,7,993
118,0,1,7,993
119,0,0,7,993
120,0,2,7,993
121,0,0,5,995
122,0,1,5,995
123,0,1,5,995
124,0,2,7,993
125,0,1,7,993
126,0,1,8,992
127,0,1,7,993
128,0,1,8,992
129,0,1,8,992
130,0,2,9,991
131,2,1,8,992
132,0,2,9,991
133,0,0,8,992
134,0,1,8,992
135,1,1,8,992
136,1,2,9,991
137,0,0,7,993
138,0,1,7,993
139,0,1,6,994
140,0,1,7,993
141,0,1,7,993
142,0,0,7,993
143,0,0,4,996
144,0,1,5,995
145,0,2,6,994
146,0,0,5,995
147,0,0,4,996
148,0,0,3,997
149,0,5,8,992
150,0,1,9,991
151,0,1,9,991
152,0,2,9,991
153,0,1,10,990
154,0,1,11,989
155,0,0,11,989
156,0,2,9,991
157,0,0,7,993
158,0,1,7,993
159,0,3,9,991
160,0,1,8,992
161,0,0,7,993
162,0,0,7,993
163,0,0,5,995
164,0,4,9,991
165,0,3,12,988
166,0,2,10,990
167,0,1,10,990
168,0,1,11,989
169,0,2,13,987
170,0,2,15,985
171,0,0,11,989
172,0,2,10,990
173,0,1,10,990
174,0,5,13,987
175,0,1,14,986
176,0,0,11,989
177,0,2,11,989
178,0,0,11,989
179,1,3,12,988
180,3,2,13,987
181,0,2,10,990
182,0,1,10,990
183,0,2,12,988
184,0,1,11,989
185,0,0,11,989
186,0,1,10,990
187,0,1,8,992
188,0,0,6,994
189,0,2,7,993
190,0,1,6,994
191,0,1,6,994
192,2,0,6,994
193,0,1,6,994
194,0,3,8,992
195,0,0,8,992
196,0,2,8,992
197,0,2,9,991
198,1,1,9,991
199,0,0,9,991
200,0,1,10,990
201,0,1,7,993
202,0,4,11,989
203,0,1,10,990
204,0,2,10,990
205,0,4,13,987
206,1,1,14,986
207,0,0,13,987
208,0,3,15,985
209,0,4,15,985
210,0,1,15,985
211,0,2,15,985
212,0,1,12,988
213,0,0,12,988
214,0,2,13,987
215,0,3,14,986
216,0,1,10,990
217,0,0,9,991
218,0,2,9,991
219,0,3,11,989
220,0,0,11,989
221,0,0,9,991
222,0,2,8,992
223,0,0,7,993
224,0,2,9,991
225,0,1,8,992
226,0,2,7,993
227,0,1,8,992
228,0,2,10,990
229,0,3,11,989
230,0,1,12,988
231,0,2,12,988
