t,failure,success,charging,skip
0,0,0,0,1000
1,0,0,0,1000
2,0,0,0,1000
3,0,0,0,1000
4,0,0,0,1000
5,0,0,0,1000
6,0,0,0,1000
7,29,42,42,958
8,35,75,117,883
9,68,26,117,883
10,104,0,117,883
11,164,1,118,882
12,228,0,118,882
13,261,40,158,842
14,363,6,116,884
15,361,69,139,861
16,476,0,70,930
17,511,0,70,930
18,534,0,69,931
19,538,0,69,931
20,564,0,69,931
21,625,0,69,931
22,642,0,69,931
23,694,0,69,931
24,752,9,78,922
25,740,31,94,906
26,774,9,63,937
27,774,19,54,946
28,804,1,35,965
29,810,0,34,966
30,821,0,34,966
31,819,9,34,966
32,836,0,25,975
33,852,0,25,975
34,890,6,25,975
35,928,0,19,981
36,945,0,19,981
37,950,0,19,981
38,954,0,19,981
39,963,0,19,981
40,958,0,19,981
41,957,0,19,981
42,966,0,19,981
43,971,0,19,981
44,972,0,19,981
45,965,9,28,972
46,965,10,20,980
47,975,0,10,990
48,976,0,10,990
49,970,0,10,990
50,971,0,10,990
51,971,0,10,990
52,971,0,10,990
53,978,0,10,990
54,982,6,13,987
55,989,0,7,993
56,989,0,7,993
57,987,0,7,993
58,987,0,7,993
59,986,1,8,992
60,986,1,7,993
61,984,3,8,992
62,991,2,5,995
63,993,0,3,997
64,992,0,3,997
65,992,0,3,997
66,992,0,3,997
67,993,0,3,997
68,994,0,3,997
69,993,0,3,997
70,996,1,4,996
71,997,0,3,997
72,996,0,3,997
73,996,0,3,997
74,994,2,5,995
75,996,0,3,997
76,996,0,3,997
77,995,1,3,997
78,996,0,2,998
79,995,0,2,998
80,995,0,2,998
81,995,0,2,998
82,997,0,2,998
83,997,0,2,998
84,997,0,2,998
85,996,2,4,996
86,998,0,2,998
87,998,0,2,998
88,998,0,2,998
89,996,0,2,998
90,996,0,2,998
91,996,0,2,998
92,996,0,2,998
93,996,0,2,998
94,996,2,4,996
95,996,0,2,998
96,996,0,2,998
97,996,0,2,998
98,996,0,2,998
99,996,0,2,998
100,996,0,2,998
101,994,2,4,996
102,998,0,2,998
103,998,0,2,998
104,998,0,2,998
105,998,0,2,998
106,998,0,2,998
107,998,0,2,998
108,998,0,2,998
109,998,0,2,998
110,1000,0,2,998
111,1000,0,2,998
112,1000,0,2,998
113,1000,0,2,998
114,1000,0,2,998
115,1000,0,2,998
116,1000,0,2,998
117,1000,0,2,998
118,1000,0,2,998
119,1000,0,2,998
120,1000,0,2,998
121,1000,0,2,998
122,1000,0,2,998
123,1000,0,2,998
124,999,0,2,998
125,999,0,2,998
126,999,0,2,998
127,999,0,2,998
128,999,0,2,998
129,999,0,2,998
130,998,1,2,998
131,999,0,1,999
132,999,0,1,999
133,998,0,1,999
134,998,0,1,999
135,998,0,1,999
136,998,0,1,999
137,998,0,1,999
138,997,1,2,998
139,999,0,1,999
140,999,0,1,999
141,999,0,1,999
142,999,0,1,999
143,999,0,1,999
144,999,0,1,999
145,999,0,1,999
146,1000,0,1,999
147,1000,0,1,999
148,1000,0,1,999
149,1000,0,1,999
150,1000,0,1,999
151,1000,0,1,999
152,1000,0,1,999
153,1000,0,1,999
154,1000,0,1,999
155,1000,0,1,999
156,1000,0,1,999
157,1000,0,1,999
158,1000,0,1,999
159,1000,0,1,999
160,1000,0,1,999
161,1000,0,1,999
162,1000,0,1,999
163,1000,0,1,999
164,1000,0,1,999
165,1000,0,1,999
166,1000,0,1,999
167,999,0,1,999
168,999,0,1,999
169,999,0,1,999
170,999,0,1,999
171,999,0,1,999
172,999,0,1,999
173,998,1,2,998
174,999,0,1,999
175,999,0,1,999
176,999,0,1,999
177,999,0,1,999
178,999,0,1,999
179,999,0,1,999
180,999,0,1,999
181,999,0,1,999
182,1000,0,1,999
183,1000,0,1,999
184,1000,0,1,999
185,1000,0,1,999
186,1000,0,1,999
187,1000,0,1,999
188,1000,0,1,999
189,1000,0,1,999
190,1000,0,1,999
191,1000,0,1,999
192,1000,0,1,999
193,1000,0,1,999
194,1000,0,1,999
195,1000,0,1,999
196,1000,0,1,999
197,1000,0,1,999
198,1000,0,1,999
199,1000,0,1,999
200,1000,0,1,999
201,999,0,1,999
202,999,0,1,999
203,999,0,1,999
204,999,0,1,999
205,999,0,1,999
206,998,1,2,998
207,999,0,1,999
208,999,0,1,999
209,999,0,1,999
210,999,0,1,999
211,999,0,1,999
212,999,0,1,999
213,999,0,1,999
214,1000,0,1,999
215,1000,0,1,999
216,1000,0,1,999
217,1000,0,1,999
218,1000,0,1,999
219,1000,0,1,999
220,1000,0,1,999
221,1000,0,1,999
222,1000,0,1,999
223,1000,0,1,999
224,1000,0,1,999
