0,6,0,6
1,3,0,3
2,3,0,3
3,4,0,4
4,1,0,1
5,2,1,3
6,4,0,4
7,4,0,4
8,1,2,3
9,4,0,4
10,2,1,3
11,2,1,3
12,3,1,4
13,4,0,4
14,4,1,5
15,3,1,4
16,4,0,4
17,1,0,1
18,3,0,3
19,2,0,2
20,5,0,5
21,2,1,3
22,3,1,4
23,2,1,3
24,1,1,2
25,1,3,4
26,1,2,3
27,1,2,3
28,1,2,3
29,2,2,4
30,0,1,1
31,1,2,3
32,1,2,3
33,0,4,4
34,1,2,3
35,2,1,3
36,2,3,5
37,3,1,4
38,2,3,5
39,3,1,4
40,2,1,3
41,0,3,3
42,1,2,3
43,1,2,3
44,4,1,5
45,2,1,3
46,3,1,4
47,1,2,3
48,3,4,7
49,0,3,3
50,2,3,5
51,1,6,7
52,0,3,3
53,1,3,4
54,0,4,4
55,0,2,2
56,0,3,3
57,0,4,4
58,0,1,1
59,0,1,1
60,0,2,2
61,0,3,3
62,0,5,5
63,1,0,1
64,0,2,2
65,0,2,2
66,0,3,3
67,1,0,1
68,0,4,4
69,0,3,3
