0,3,0,3
1,2,0,2
2,1,0,1
3,4,0,4
4,3,1,4
5,3,0,3
6,4,1,5
7,3,0,3
8,3,1,4
9,4,0,4
10,4,1,5
11,6,1,7
12,5,3,8
13,3,2,5
14,1,3,4
15,4,2,6
16,4,0,4
17,3,0,3
18,1,2,3
19,3,0,3
20,2,2,4
21,7,0,7
22,4,1,5
23,1,0,1
24,1,3,4
25,3,0,3
26,2,1,3
27,2,4,6
28,3,2,5
29,2,4,6
30,1,3,4
31,1,3,4
32,2,1,3
33,2,1,3
34,1,2,3
35,1,2,3
36,1,2,3
37,1,0,1
38,1,6,7
39,1,0,1
40,1,2,3
41,1,1,2
42,0,2,2
43,2,1,3
44,1,3,4
45,0,3,3
46,0,2,2
47,2,2,4
48,0,2,2
49,1,3,4
50,0,3,3
51,0,5,5
52,1,3,4
53,0,4,4
54,0,2,2
55,0,5,5
56,0,2,2
57,0,4,4
58,0,1,1
59,0,3,3
60,0,5,5
