t,failure,success,charging,skip
0,0,0,0,1000
1,0,0,0,1000
2,0,0,0,1000
3,0,0,0,1000
4,0,0,0,1000
5,0,0,0,1000
6,0,0,0,1000
7,0,36,36,964
8,0,26,62,938
9,0,9,71,929
10,0,11,82,918
11,0,10,92,908
12,0,19,111,889
13,0,14,125,875
14,0,17,106,894
15,0,18,121,879
16,0,14,104,896
17,0,9,106,894
18,0,9,102,898
19,0,11,98,902
20,0,13,97,903
21,0,9,89,911
22,0,13,82,918
23,0,11,79,921
24,0,13,83,917
25,0,13,87,913
26,0,13,88,912
27,0,8,85,915
28,0,10,83,917
29,0,9,81,919
30,0,20,90,910
31,0,18,97,903
32,0,12,91,909
33,0,11,89,911
34,0,18,100,900
35,0,8,100,900
36,0,6,95,905
37,0,14,91,909
38,0,10,83,917
39,0,10,80,920
40,0,17,87,913
41,0,13,86,914
42,0,13,86,914
43,0,12,92,908
44,0,8,89,911
45,0,18,94,906
46,0,11,96,904
47,0,17,100,900
48,0,15,96,904
49,0,13,103,897
50,0,11,95,905
51,0,10,98,902
52,0,14,96,904
53,0,10,93,907
54,0,15,94,906
55,0,9,85,915
56,0,9,80,920
57,0,12,83,917
58,0,15,88,912
59,0,7,81,919
60,0,13,81,919
61,0,16,85,915
62,0,11,87,913
63,0,7,87,913
64,0,11,83,917
65,0,12,81,919
66,0,8,82,918
67,0,8,74,926
68,0,14,75,925
69,0,9,75,925
70,0,16,81,919
71,0,15,88,912
72,0,12,85,915
73,0,12,89,911
74,0,17,99,901
75,0,12,98,902
76,0,6,95,905
77,0,9,89,911
78,0,15,90,910
79,0,11,86,914
80,0,16,88,912
81,0,10,82,918
82,0,13,84,916
83,0,13,89,911
84,0,15,95,905
85,0,13,97,903
86,0,7,88,912
87,0,13,89,911
88,0,17,94,906
89,0,14,96,904
90,0,19,101,899
91,0,13,101,899
92,0,10,99,901
93,0,9,97,903
94,0,14,99,901
95,0,13,100,900
96,0,10,93,907
97,0,8,82,918
98,0,12,81,919
99,0,15,86,914
100,0,12,89,911
101,0,12,87,913
102,0,13,84,916
103,0,17,92,908
104,0,12,96,904
105,0,9,94,906
106,0,12,94,906
107,0,12,89,911
108,0,16,96,904
109,0,9,91,909
110,0,14,90,910
111,0,10,87,913
112,0,20,97,903
113,0,10,94,906
114,0,12,96,904
115,0,12,90,910
116,0,12,92,908
117,0,5,83,917
118,0,16,93,907
119,0,11,87,913
120,0,12,85,915
121,0,11,81,919
122,0,11,81,919
123,0,15,83,917
124,0,12,90,910
125,0,19,97,903
126,0,11,94,906
127,0,10,93,907
128,0,11,91,909
129,0,6,87,913
130,0,15,89,911
131,0,11,85,915
132,0,10,78,922
133,0,7,71,929
134,0,14,76,924
135,0,16,83,917
136,0,12,87,913
137,0,22,96,904
138,0,10,94,906
139,0,13,96,904
140,0,9,97,903
141,0,14,101,899
142,0,10,98,902
143,0,12,95,905
144,0,10,86,914
145,0,11,82,918
146,0,9,80,920
147,0,16,83,917
148,0,9,84,916
149,0,13,84,916
150,0,13,88,912
151,0,12,86,914
152,0,12,88,912
153,0,12,91,909
154,0,14,88,912
155,0,11,89,911
156,0,14,92,908
157,0,19,97,903
158,0,15,101,899
159,0,20,109,891
160,0,11,108,892
161,0,14,110,890
162,0,15,116,884
163,0,11,110,890
164,0,12,105,895
165,0,13,101,899
166,0,7,85,915
167,0,14,89,911
168,0,10,84,916
169,0,10,81,919
170,0,12,80,920
171,0,10,80,920
172,0,10,77,923
173,0,12,79,921
174,0,15,83,917
175,0,10,86,914
176,0,11,82,918
177,0,17,88,912
178,0,12,89,911
179,0,14,93,907
180,0,7,90,910
181,0,14,91,909
182,0,10,91,909
183,0,18,97,903
184,0,16,93,907
185,0,13,93,907
186,0,14,98,902
187,0,12,98,902
188,0,11,99,901
189,0,13,99,901
190,0,14,99,901
191,0,10,94,906
192,0,10,90,910
193,0,13,91,909
194,0,9,85,915
195,0,18,90,910
196,0,12,87,913
197,0,10,85,915
198,0,12,87,913
199,0,6,83,917
200,0,12,84,916
201,0,13,86,914
202,0,14,85,915
203,0,13,83,917
204,0,13,86,914
205,0,16,90,910
206,0,16,100,900
207,0,13,100,900
208,0,10,98,902
209,0,10,96,904
210,0,14,97,903
211,0,16,101,899
212,0,14,94,906
213,0,10,94,906
214,0,11,88,912
215,0,14,92,908
216,0,17,98,902
217,0,9,95,905
218,0,10,91,909
219,0,14,88,912
220,0,19,97,903
221,0,11,97,903
222,0,10,95,905
223,0,17,92,908
224,0,13,99,901
225,0,13,101,899
226,0,13,104,896
227,0,8,91,909
228,0,13,92,908
229,0,14,93,907
230,0,12,94,906
231,0,11,87,913
