0,8,0,8
1,6,0,6
2,5,0,5
3,7,0,7
4,10,0,10
5,19,0,19
6,4,0,4
7,4,0,4
8,6,1,7
9,9,1,10
10,7,0,7
11,13,0,13
12,9,0,9
13,1,1,2
14,4,0,4
15,14,1,15
16,8,2,10
17,12,2,14
18,6,1,7
19,6,1,7
20,7,1,8
21,4,1,5
22,3,3,6
23,8,0,8
24,9,1,10
25,7,2,9
26,5,3,8
27,7,3,10
28,7,2,9
29,6,1,7
30,2,3,5
31,16,4,20
32,7,0,7
33,4,2,6
34,10,4,14
35,6,4,10
36,5,1,6
37,4,1,5
38,6,1,7
39,9,4,13
40,2,1,3
41,3,4,7
42,5,6,11
43,8,3,11
44,6,0,6
45,13,1,14
46,5,4,9
47,3,3,6
48,6,2,8
49,5,1,6
50,8,1,9
51,1,4,5
52,4,2,6
53,3,2,5
54,10,5,15
55,3,7,10
56,7,2,9
57,3,0,3
58,9,5,14
59,6,3,9
60,7,3,10
61,2,7,9
62,10,5,15
63,5,2,7
64,8,6,14
65,4,2,6
66,7,5,12
67,10,9,19
68,9,2,11
69,8,4,12
70,8,11,19
71,6,8,14
72,3,4,7
73,6,3,9
74,4,2,6
75,2,3,5
76,4,2,6
77,1,5,6
78,2,4,6
79,1,2,3
80,3,3,6
81,3,2,5
82,4,9,13
83,3,6,9
84,2,5,7
85,1,2,3
86,6,14,20
87,3,3,6
88,5,7,12
89,4,5,9
90,3,2,5
91,6,5,11
92,1,4,5
93,4,11,15
94,2,9,11
95,2,4,6
96,2,2,4
97,4,6,10
98,2,4,6
99,2,4,6
100,3,11,14
101,0,8,8
102,4,6,10
103,5,14,19
104,1,5,6
105,2,5,7
106,2,7,9
107,1,4,5
108,1,3,4
109,3,7,10
110,2,5,7
111,0,6,6
112,2,5,7
113,1,6,7
114,2,8,10
115,1,4,5
116,2,10,12
117,2,14,16
118,0,10,10
119,2,4,6
120,0,16,16
121,2,6,8
122,1,4,5
123,1,7,8
124,1,9,10
125,1,12,13
126,0,10,10
127,1,8,9
128,1,10,11
129,1,6,7
130,0,7,7
131,0,5,5
132,0,3,3
133,1,9,10
134,0,2,2
135,0,7,7
136,0,6,6
137,0,6,6
138,0,4,4
139,0,10,10
140,0,8,8
141,0,9,9
142,0,6,6
